TopicID,Topic,Rank,WordID,Word,Probability
0,Topic_1,1,18,expression,0.02733381
0,Topic_1,2,513,cancer,0.021004513
0,Topic_1,3,52,tumor,0.01761036
0,Topic_1,4,117,level,0.011520033
0,Topic_1,5,753,apoptosis,0.011296231
0,Topic_1,6,87,receptor,0.010876074
0,Topic_1,7,850,shh,0.010191636
0,Topic_1,8,745,growth,0.010067969
0,Topic_1,9,780,breast,0.008825678
0,Topic_1,10,280,human,0.008491712
0,Topic_1,11,204,may,0.008011459
0,Topic_1,12,333,role,0.007886573
0,Topic_1,13,88,result,0.0077263154
0,Topic_1,14,719,carcinoma,0.0072213802
0,Topic_1,15,229,line,0.0071978117
0,Topic_1,16,593,p,0.0068688826
0,Topic_1,17,842,hedgehog,0.006775374
0,Topic_1,18,55,also,0.006576085
0,Topic_1,19,113,function,0.0063530346
0,Topic_1,20,265,factor,0.00630582
1,Topic_2,1,602,mutation,0.022962285
1,Topic_2,2,554,disease,0.018154629
1,Topic_2,3,824,ad,0.014356931
1,Topic_2,4,818,apoe,0.012179241
1,Topic_2,5,707,apc,0.010641032
1,Topic_2,6,156,assay,0.01014402
1,Topic_2,7,482,patient,0.00932783
1,Topic_2,8,469,pcr,0.008221019
1,Topic_2,9,528,allele,0.007853246
1,Topic_2,10,605,prion,0.007825343
1,Topic_2,11,642,case,0.0070660026
1,Topic_2,12,613,codon,0.0069917706
1,Topic_2,13,93,study,0.00698387
1,Topic_2,14,699,alzheimers,0.0067874393
1,Topic_2,15,486,sample,0.006522513
1,Topic_2,16,95,two,0.0061559114
1,Topic_2,17,28,method,0.0060947672
1,Topic_2,18,620,prp,0.0059613734
1,Topic_2,19,655,familial,0.0058464943
1,Topic_2,20,534,polymorphism,0.0057510925
