Topic,Documents
Topic_1,3
Topic_10,5
Topic_11,3
Topic_12,4
Topic_13,4
Topic_14,8
Topic_15,4
Topic_16,2
Topic_17,9
Topic_18,3
Topic_19,8
Topic_2,11
Topic_20,7
Topic_21,1
Topic_22,16
Topic_23,1
Topic_24,1
Topic_25,4
Topic_26,8
Topic_27,2
Topic_28,2
Topic_29,4
Topic_3,3
Topic_30,5
Topic_31,3
Topic_32,2
Topic_33,2
Topic_34,2
Topic_35,3
Topic_36,1
Topic_37,6
Topic_38,6
Topic_39,3
Topic_4,4
Topic_40,5
Topic_41,16
Topic_42,7
Topic_44,6
Topic_45,14
Topic_46,2
Topic_47,6
Topic_48,10
Topic_5,2
Topic_6,3
Topic_7,7
Topic_8,3
Topic_9,9
