Topic,Documents
Topic_10,3
Topic_11,6
Topic_12,2
Topic_14,3
Topic_17,3
Topic_18,3
Topic_19,3
Topic_2,2
Topic_20,2
Topic_21,1
Topic_22,3
Topic_23,6
Topic_24,2
Topic_25,4
Topic_26,6
Topic_27,4
Topic_28,3
Topic_29,1
Topic_3,1
Topic_30,2
Topic_31,11
Topic_32,1
Topic_34,1
Topic_35,2
Topic_36,3
Topic_37,1
Topic_38,3
Topic_4,4
Topic_40,3
Topic_41,11
Topic_42,3
Topic_43,1
Topic_44,1
Topic_45,2
Topic_46,2
Topic_47,3
Topic_48,1
Topic_49,4
Topic_5,3
Topic_50,5
Topic_51,2
Topic_52,6
Topic_54,2
Topic_55,5
Topic_56,4
Topic_57,1
Topic_58,3
Topic_59,1
Topic_6,2
Topic_60,2
Topic_61,3
Topic_63,7
Topic_64,7
Topic_65,1
Topic_66,2
Topic_68,4
Topic_69,3
Topic_7,11
Topic_70,3
Topic_71,4
Topic_74,4
Topic_75,3
Topic_76,3
Topic_77,8
Topic_79,2
Topic_8,1
Topic_80,2
Topic_82,1
Topic_83,3
Topic_84,1
Topic_85,2
Topic_86,3
Topic_87,2
Topic_89,1
Topic_9,4
Topic_90,1
Topic_92,1
