Topic,Documents
Topic_1,3
Topic_10,4
Topic_11,5
Topic_12,2
Topic_13,4
Topic_14,14
Topic_15,4
Topic_17,6
Topic_18,3
Topic_19,2
Topic_2,7
Topic_20,5
Topic_21,1
Topic_22,16
Topic_23,2
Topic_24,2
Topic_25,2
Topic_26,6
Topic_27,7
Topic_28,5
Topic_29,6
Topic_3,4
Topic_30,3
Topic_31,6
Topic_32,1
Topic_33,3
Topic_34,4
Topic_35,2
Topic_36,5
Topic_37,6
Topic_38,4
Topic_39,5
Topic_4,2
Topic_40,5
Topic_41,1
Topic_42,3
Topic_43,1
Topic_44,4
Topic_45,14
Topic_46,2
Topic_47,5
Topic_48,3
Topic_49,1
Topic_5,2
Topic_50,3
Topic_51,4
Topic_52,3
Topic_53,4
Topic_54,3
Topic_55,2
Topic_56,6
Topic_57,2
Topic_58,1
Topic_7,10
Topic_8,2
Topic_9,8
