Topic,Documents
Topic_1,3
Topic_10,1
Topic_11,4
Topic_12,6
Topic_13,1
Topic_15,2
Topic_16,3
Topic_17,2
Topic_18,1
Topic_19,5
Topic_20,4
Topic_22,3
Topic_24,2
Topic_26,2
Topic_27,2
Topic_29,6
Topic_3,3
Topic_30,6
Topic_31,4
Topic_32,2
Topic_33,2
Topic_34,3
Topic_35,6
Topic_36,6
Topic_38,3
Topic_39,4
Topic_40,5
Topic_42,1
Topic_43,1
Topic_44,4
Topic_45,1
Topic_46,2
Topic_47,1
Topic_48,2
Topic_49,4
Topic_5,3
Topic_50,1
Topic_51,4
Topic_52,3
Topic_54,1
Topic_55,1
Topic_56,1
Topic_57,3
Topic_58,5
Topic_59,5
Topic_6,1
Topic_60,2
Topic_61,1
Topic_62,2
Topic_63,1
Topic_64,3
Topic_66,3
Topic_67,3
Topic_68,2
Topic_69,3
Topic_7,3
Topic_70,7
Topic_71,1
Topic_72,3
Topic_73,1
Topic_75,3
Topic_76,2
Topic_77,6
Topic_78,3
Topic_79,3
Topic_8,1
Topic_80,2
Topic_82,9
Topic_83,7
Topic_84,4
Topic_85,1
Topic_86,1
Topic_88,7
Topic_89,1
Topic_9,3
Topic_90,2
Topic_92,1
Topic_93,4
Topic_94,4
Topic_95,6
