DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14,Topic_15,Topic_16,Topic_17,Topic_18,Topic_19,Topic_20,Topic_21,Topic_22,Topic_23,Topic_24,Topic_25,Topic_26,Topic_27,Topic_28,Topic_29,Topic_30,Topic_31,Topic_32,Topic_33,Topic_34,Topic_35,Topic_36,Topic_37,Topic_38,Topic_39,Topic_40,Topic_41,Topic_42,Topic_43,Topic_44,Topic_45,Topic_46,Topic_47,Topic_48,Topic_49,Topic_50,Topic_51,Topic_52,Topic_53,Topic_54
8132718,108,0,0.00019091545,0.00019091545,0.00019091545,0.00019091545,0.00019091545,0.00019091545,0.00019091545,0.00019091545,0.00019091545,0.00019091545,0.00019091545,0.00019091545,0.00019091545,0.00019091545,0.00019091545,0.00019091545,0.00019091545,0.00019091545,0.00019091545,0.00019091545,0.00019091545,0.00019091545,0.00019091545,0.00019091545,0.00019091545,0.00019091545,0.00019091545,0.00019091545,0.00019091545,0.00019091545,0.00019091545,0.00019091545,0.00019091545,0.00019091545,0.00019091545,0.00019091545,0.00019091545,0.00019091545,0.00019091545,0.00019091545,0.00019091545,0.00019091545,0.9898817,0.00019091545,0.00019091545,0.00019091545,0.00019091545,0.00019091545,0.00019091545,0.00019091545,0.00019091545,0.00019091545,0.00019091545,0.00019091545
8673465,108,0,0.00020350587,0.00020350587,0.00020350587,0.00020350587,0.00020350587,0.00020350587,0.00020350587,0.00020350587,0.00020350587,0.00020350587,0.00020350587,0.00020350587,0.00020350587,0.00020350587,0.00020350587,0.00020350587,0.00020350587,0.00020350587,0.00020350587,0.00020350587,0.00020350587,0.00020350587,0.00020350587,0.00020350587,0.00020350587,0.00020350587,0.00020350587,0.00020350587,0.00020350587,0.98921466,0.00020350587,0.00020350587,0.00020350587,0.00020350587,0.00020350587,0.00020350587,0.00020350587,0.00020350587,0.00020350587,0.00020350587,0.00020350587,0.00020350587,0.00020350587,0.00020350587,0.00020350587,0.00020350587,0.00020350587,0.00020350587,0.00020350587,0.00020350587,0.00020350587,0.00020350587,0.00020350587,0.00020350587
8707050,108,0,0.0003193339,0.0003193339,0.29949388,0.0003193339,0.0003193339,0.0003193339,0.0003193339,0.0003193339,0.0003193339,0.0003193339,0.0003193339,0.0003193339,0.26729897,0.0003193339,0.0003193339,0.0003193339,0.0003193339,0.0003193339,0.0003193339,0.0003193339,0.0003193339,0.0003193339,0.0003193339,0.0003193339,0.0003193339,0.0003193339,0.0003193339,0.0003193339,0.14359638,0.0003193339,0.0003193339,0.0003193339,0.0003193339,0.0003193339,0.0003193339,0.0003193339,0.0003193339,0.0003193339,0.0003193339,0.0003193339,0.2736429,0.0003193339,0.0003193339,0.0003193339,0.0003193339,0.0003193339,0.0003193339,0.0003193339,0.0003193339,0.0003193339,0.0003193339,0.0003193339,0.0003193339,0.0003193339
9175625,108,0,0.00021787171,0.00021787171,0.00021787171,0.00021787171,0.00021787171,0.00021787171,0.00021787171,0.00021787171,0.00021787171,0.00021787171,0.00021787171,0.00021787171,0.00021787171,0.00021787171,0.00021787171,0.00021787171,0.00021787171,0.00021787171,0.00021787171,0.00021787171,0.00021787171,0.00021787171,0.00021787171,0.00021787171,0.00021787171,0.00021787171,0.00021787171,0.00021787171,0.00021787171,0.00021787171,0.00021787171,0.00021787171,0.00021787171,0.00021787171,0.00021787171,0.00021787171,0.00021787171,0.00021787171,0.00021787171,0.00021787171,0.00021787171,0.00021787171,0.00021787171,0.00021787171,0.00021787171,0.00021787171,0.00021787171,0.988453,0.00021787171,0.00021787171,0.00021787171,0.00021787171,0.00021787171,0.00021787171
9245791,108,0,0.0003494178,0.0003494178,0.0003494178,0.0003494178,0.0003494178,0.0003494178,0.0003494178,0.0003494178,0.0003494178,0.0003494178,0.0003494178,0.9814794,0.0003494178,0.0003494178,0.0003494178,0.0003494178,0.0003494178,0.0003494178,0.0003494178,0.0003494178,0.0003494178,0.0003494178,0.0003494178,0.0003494178,0.0003494178,0.0003494178,0.0003494178,0.0003494178,0.0003494178,0.0003494178,0.0003494178,0.0003494178,0.0003494178,0.0003494178,0.0003494178,0.0003494178,0.0003494178,0.0003494178,0.0003494178,0.0003494178,0.0003494178,0.0003494178,0.0003494178,0.0003494178,0.0003494178,0.0003494178,0.0003494178,0.0003494178,0.0003494178,0.0003494178,0.0003494178,0.0003494178,0.0003494178,0.0003494178
9591694,108,0,0.00019701477,0.00019701477,0.5181466,0.00019701477,0.00019701477,0.00019701477,0.00019701477,0.00019701477,0.00019701477,0.00019701477,0.00019701477,0.00019701477,0.00019701477,0.00019701477,0.00019701477,0.00019701477,0.00019701477,0.00019701477,0.00019701477,0.00019701477,0.00019701477,0.00019701477,0.00019701477,0.00019701477,0.00019701477,0.00019701477,0.00019701477,0.00019701477,0.00019701477,0.00019701477,0.00019701477,0.00019701477,0.00019701477,0.00019701477,0.00019701477,0.00019701477,0.47160843,0.00019701477,0.00019701477,0.00019701477,0.00019701477,0.00019701477,0.00019701477,0.00019701477,0.00019701477,0.00019701477,0.00019701477,0.00019701477,0.00019701477,0.00019701477,0.00019701477,0.00019701477,0.00019701477,0.00019701477
10051610,108,0,0.0004629754,0.0004629754,0.0004629754,0.0004629754,0.0004629754,0.0004629754,0.0004629754,0.0004629754,0.0004629754,0.0004629754,0.0004629754,0.0004629754,0.0004629754,0.0004629754,0.0004629754,0.0004629754,0.0004629754,0.0004629754,0.0004629754,0.0004629754,0.0004629754,0.0004629754,0.0004629754,0.97546095,0.0004629754,0.0004629754,0.0004629754,0.0004629754,0.0004629754,0.0004629754,0.0004629754,0.0004629754,0.0004629754,0.0004629754,0.0004629754,0.0004629754,0.0004629754,0.0004629754,0.0004629754,0.0004629754,0.0004629754,0.0004629754,0.0004629754,0.0004629754,0.0004629754,0.0004629754,0.0004629754,0.0004629754,0.0004629754,0.0004629754,0.0004629754,0.0004629754,0.0004629754,0.0004629754
10087618,108,0,0.0005787141,0.0005787141,0.0005787141,0.0005787141,0.0005787141,0.0005787141,0.0005787141,0.0005787141,0.0005787141,0.0005787141,0.0005787141,0.0005787141,0.9693283,0.0005787141,0.0005787141,0.0005787141,0.0005787141,0.0005787141,0.0005787141,0.0005787141,0.0005787141,0.0005787141,0.0005787141,0.0005787141,0.0005787141,0.0005787141,0.0005787141,0.0005787141,0.0005787141,0.0005787141,0.0005787141,0.0005787141,0.0005787141,0.0005787141,0.0005787141,0.0005787141,0.0005787141,0.0005787141,0.0005787141,0.0005787141,0.0005787141,0.0005787141,0.0005787141,0.0005787141,0.0005787141,0.0005787141,0.0005787141,0.0005787141,0.0005787141,0.0005787141,0.0005787141,0.0005787141,0.0005787141,0.0005787141
10100328,108,0,0.9855677,0.00027233647,0.00027233647,0.00027233647,0.00027233647,0.00027233647,0.00027233647,0.00027233647,0.00027233647,0.00027233647,0.00027233647,0.00027233647,0.00027233647,0.00027233647,0.00027233647,0.00027233647,0.00027233647,0.00027233647,0.00027233647,0.00027233647,0.00027233647,0.00027233647,0.00027233647,0.00027233647,0.00027233647,0.00027233647,0.00027233647,0.00027233647,0.00027233647,0.00027233647,0.00027233647,0.00027233647,0.00027233647,0.00027233647,0.00027233647,0.00027233647,0.00027233647,0.00027233647,0.00027233647,0.00027233647,0.00027233647,0.00027233647,0.00027233647,0.00027233647,0.00027233647,0.00027233647,0.00027233647,0.00027233647,0.00027233647,0.00027233647,0.00027233647,0.00027233647,0.00027233647,0.00027233647
10320929,108,0,0.00039402352,0.00039402352,0.00039402352,0.00039402352,0.00039402352,0.00039402352,0.00039402352,0.00039402352,0.00039402352,0.00039402352,0.00039402352,0.00039402352,0.00039402352,0.00039402352,0.00039402352,0.00039402352,0.00039402352,0.00039402352,0.00039402352,0.00039402352,0.00039402352,0.00039402352,0.00039402352,0.00039402352,0.00039402352,0.00039402352,0.00039402352,0.00039402352,0.00039402352,0.00039402352,0.00039402352,0.00039402352,0.00039402352,0.00039402352,0.00039402352,0.00039402352,0.00039402352,0.00039402352,0.00039402352,0.00039402352,0.00039402352,0.9791163,0.00039402352,0.00039402352,0.00039402352,0.00039402352,0.00039402352,0.00039402352,0.00039402352,0.00039402352,0.00039402352,0.00039402352,0.00039402352,0.00039402352
