Topic,Documents
Topic_1,2
Topic_10,2
Topic_11,19
Topic_12,3
Topic_13,2
Topic_15,3
Topic_16,1
Topic_17,5
Topic_18,3
Topic_19,4
Topic_2,3
Topic_20,1
Topic_21,4
Topic_22,4
Topic_23,5
Topic_24,3
Topic_25,5
Topic_26,12
Topic_27,7
Topic_28,1
Topic_29,5
Topic_3,7
Topic_30,3
Topic_31,6
Topic_32,2
Topic_33,2
Topic_34,3
Topic_35,5
Topic_36,9
Topic_37,3
Topic_38,3
Topic_39,5
Topic_4,6
Topic_40,3
Topic_41,13
Topic_42,4
Topic_43,1
Topic_44,2
Topic_45,3
Topic_46,3
Topic_47,7
Topic_48,3
Topic_49,11
Topic_5,5
Topic_50,4
Topic_51,3
Topic_52,4
Topic_54,2
Topic_6,5
Topic_7,14
Topic_8,3
Topic_9,2
