Topic,Documents
Topic_1,4
Topic_10,10
Topic_11,2
Topic_12,5
Topic_13,13
Topic_14,2
Topic_15,2
Topic_16,3
Topic_17,7
Topic_18,9
Topic_19,14
Topic_2,6
Topic_20,3
Topic_22,9
Topic_23,4
Topic_24,3
Topic_25,6
Topic_26,2
Topic_27,8
Topic_28,3
Topic_29,5
Topic_3,3
Topic_30,2
Topic_31,2
Topic_32,8
Topic_33,4
Topic_34,3
Topic_35,5
Topic_36,4
Topic_37,4
Topic_38,3
Topic_39,4
Topic_4,6
Topic_40,4
Topic_41,3
Topic_42,4
Topic_43,6
Topic_44,3
Topic_46,1
Topic_47,4
Topic_48,2
Topic_49,13
Topic_5,3
Topic_50,8
Topic_51,10
Topic_6,3
Topic_7,4
Topic_8,3
Topic_9,1
