Topic,Documents
Topic_1,3
Topic_10,4
Topic_11,1
Topic_12,1
Topic_13,4
Topic_14,11
Topic_15,4
Topic_16,2
Topic_17,9
Topic_18,1
Topic_19,5
Topic_2,6
Topic_20,6
Topic_22,10
Topic_24,1
Topic_25,3
Topic_26,3
Topic_27,1
Topic_28,3
Topic_29,3
Topic_3,4
Topic_30,11
Topic_31,2
Topic_32,2
Topic_33,2
Topic_34,1
Topic_35,2
Topic_36,1
Topic_37,7
Topic_38,2
Topic_39,2
Topic_4,1
Topic_40,2
Topic_41,5
Topic_42,5
Topic_43,2
Topic_44,3
Topic_45,3
Topic_46,1
Topic_47,5
Topic_48,3
Topic_49,1
Topic_5,3
Topic_50,4
Topic_51,5
Topic_52,4
Topic_53,2
Topic_54,2
Topic_55,1
Topic_56,7
Topic_57,4
Topic_58,1
Topic_59,8
Topic_6,1
Topic_60,5
Topic_61,3
Topic_63,1
Topic_65,4
Topic_66,3
Topic_67,6
Topic_69,1
Topic_7,7
Topic_70,4
Topic_72,1
Topic_75,3
Topic_76,7
Topic_8,2
Topic_9,3
