Topic,Documents
Topic_1,2
Topic_10,9
Topic_11,2
Topic_12,11
Topic_13,5
Topic_14,3
Topic_15,3
Topic_16,2
Topic_17,8
Topic_18,9
Topic_19,7
Topic_2,2
Topic_20,5
Topic_22,8
Topic_23,4
Topic_24,2
Topic_25,5
Topic_26,5
Topic_27,5
Topic_28,2
Topic_29,2
Topic_3,2
Topic_30,2
Topic_31,4
Topic_32,4
Topic_33,1
Topic_34,9
Topic_35,5
Topic_36,3
Topic_37,2
Topic_38,5
Topic_39,8
Topic_4,10
Topic_40,5
Topic_41,3
Topic_42,3
Topic_43,3
Topic_44,3
Topic_45,2
Topic_47,5
Topic_48,1
Topic_49,3
Topic_5,9
Topic_50,8
Topic_51,4
Topic_52,8
Topic_53,7
Topic_54,6
Topic_55,3
Topic_6,5
Topic_7,4
Topic_8,1
Topic_9,1
