DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14,Topic_15,Topic_16,Topic_17,Topic_18,Topic_19,Topic_20,Topic_21,Topic_22,Topic_23,Topic_24,Topic_25,Topic_26,Topic_27,Topic_28,Topic_29,Topic_30,Topic_31,Topic_32,Topic_33,Topic_34,Topic_35,Topic_36,Topic_37,Topic_38,Topic_39,Topic_40,Topic_41,Topic_42,Topic_43,Topic_44,Topic_45,Topic_46,Topic_47,Topic_48,Topic_49,Topic_50,Topic_51,Topic_52,Topic_53,Topic_54,Topic_55
8042410,108,0,0.0002560971,0.0002560971,0.0002560971,0.0002560971,0.0002560971,0.0002560971,0.0002560971,0.0002560971,0.0002560971,0.0002560971,0.0002560971,0.0002560971,0.0002560971,0.0002560971,0.0002560971,0.0002560971,0.0002560971,0.0002560971,0.0002560971,0.0002560971,0.0002560971,0.9861712,0.0002560971,0.0002560971,0.0002560971,0.0002560971,0.0002560971,0.0002560971,0.0002560971,0.0002560971,0.0002560971,0.0002560971,0.0002560971,0.0002560971,0.0002560971,0.0002560971,0.0002560971,0.0002560971,0.0002560971,0.0002560971,0.0002560971,0.0002560971,0.0002560971,0.0002560971,0.0002560971,0.0002560971,0.0002560971,0.0002560971,0.0002560971,0.0002560971,0.0002560971,0.0002560971,0.0002560971,0.0002560971,0.0002560971
8132718,108,0,0.00019343336,0.00019343336,0.00019343336,0.00019343336,0.00019343336,0.00019343336,0.00019343336,0.00019343336,0.00019343336,0.00019343336,0.00019343336,0.00019343336,0.00019343336,0.00019343336,0.00019343336,0.00019343336,0.00019343336,0.00019343336,0.00019343336,0.00019343336,0.00019343336,0.00019343336,0.00019343336,0.00019343336,0.00019343336,0.00019343336,0.00019343336,0.00019343336,0.00019343336,0.00019343336,0.00019343336,0.00019343336,0.22551973,0.00019343336,0.7642285,0.00019343336,0.00019343336,0.00019343336,0.00019343336,0.00019343336,0.00019343336,0.00019343336,0.00019343336,0.00019343336,0.00019343336,0.00019343336,0.00019343336,0.00019343336,0.00019343336,0.00019343336,0.00019343336,0.00019343336,0.00019343336,0.00019343336,0.00019343336
8707050,108,0,0.00031349502,0.00031349502,0.00031349502,0.00031349502,0.00031349502,0.00031349502,0.00031349502,0.00031349502,0.00031349502,0.00031349502,0.00031349502,0.00031349502,0.00031349502,0.00031349502,0.00031349502,0.00031349502,0.9830719,0.00031349502,0.00031349502,0.00031349502,0.00031349502,0.00031349502,0.00031349502,0.00031349502,0.00031349502,0.00031349502,0.00031349502,0.00031349502,0.00031349502,0.00031349502,0.00031349502,0.00031349502,0.00031349502,0.00031349502,0.00031349502,0.00031349502,0.00031349502,0.00031349502,0.00031349502,0.00031349502,0.00031349502,0.00031349502,0.00031349502,0.00031349502,0.00031349502,0.00031349502,0.00031349502,0.00031349502,0.00031349502,0.00031349502,0.00031349502,0.00031349502,0.00031349502,0.00031349502,0.00031349502
9175625,108,0,0.0002020269,0.0002020269,0.0002020269,0.0002020269,0.0002020269,0.0002020269,0.0002020269,0.0002020269,0.0002020269,0.0002020269,0.0002020269,0.0002020269,0.0002020269,0.0002020269,0.0002020269,0.0002020269,0.0002020269,0.0002020269,0.0002020269,0.0002020269,0.0002020269,0.0002020269,0.0002020269,0.0002020269,0.0002020269,0.0002020269,0.0002020269,0.0002020269,0.0002020269,0.0002020269,0.0002020269,0.0002020269,0.0002020269,0.0002020269,0.0002020269,0.0002020269,0.0002020269,0.0002020269,0.0002020269,0.0002020269,0.0002020269,0.0002020269,0.9890907,0.0002020269,0.0002020269,0.0002020269,0.0002020269,0.0002020269,0.0002020269,0.0002020269,0.0002020269,0.0002020269,0.0002020269,0.0002020269,0.0002020269
9245791,108,0,0.0003952707,0.0003952707,0.0003952707,0.0003952707,0.0003952707,0.0003952707,0.0003952707,0.0003952707,0.0003952707,0.0003952707,0.0003952707,0.0003952707,0.0003952707,0.0003952707,0.0003952707,0.0003952707,0.0003952707,0.0003952707,0.0003952707,0.0003952707,0.0003952707,0.0003952707,0.0003952707,0.0003952707,0.0003952707,0.0003952707,0.0003952707,0.0003952707,0.0003952707,0.0003952707,0.0003952707,0.0003952707,0.0003952707,0.0003952707,0.0003952707,0.0003952707,0.0003952707,0.0003952707,0.0003952707,0.0003952707,0.0003952707,0.9786557,0.0003952707,0.0003952707,0.0003952707,0.0003952707,0.0003952707,0.0003952707,0.0003952707,0.0003952707,0.0003952707,0.0003952707,0.0003952707,0.0003952707,0.0003952707
9346876,108,0,0.00022729071,0.00022729071,0.00022729071,0.00022729071,0.00022729071,0.00022729071,0.00022729071,0.00022729071,0.00022729071,0.00022729071,0.00022729071,0.00022729071,0.00022729071,0.00022729071,0.00022729071,0.00022729071,0.00022729071,0.00022729071,0.00022729071,0.00022729071,0.00022729071,0.00022729071,0.00022729071,0.00022729071,0.00022729071,0.00022729071,0.00022729071,0.26102865,0.00022729071,0.00022729071,0.00022729071,0.00022729071,0.00022729071,0.00022729071,0.00022729071,0.00022729071,0.00022729071,0.00022729071,0.00022729071,0.00022729071,0.00022729071,0.00022729071,0.00022729071,0.00022729071,0.00022729071,0.00022729071,0.00022729071,0.00022729071,0.00022729071,0.7269247,0.00022729071,0.00022729071,0.00022729071,0.00022729071,0.00022729071
9352931,108,0,0.00022173786,0.00022173786,0.00022173786,0.00022173786,0.00022173786,0.00022173786,0.00022173786,0.00022173786,0.00022173786,0.00022173786,0.00022173786,0.00022173786,0.00022173786,0.00022173786,0.00022173786,0.00022173786,0.00022173786,0.00022173786,0.00022173786,0.9880266,0.00022173786,0.00022173786,0.00022173786,0.00022173786,0.00022173786,0.00022173786,0.00022173786,0.00022173786,0.00022173786,0.00022173786,0.00022173786,0.00022173786,0.00022173786,0.00022173786,0.00022173786,0.00022173786,0.00022173786,0.00022173786,0.00022173786,0.00022173786,0.00022173786,0.00022173786,0.00022173786,0.00022173786,0.00022173786,0.00022173786,0.00022173786,0.00022173786,0.00022173786,0.00022173786,0.00022173786,0.00022173786,0.00022173786,0.00022173786,0.00022173786
9591694,108,0,0.0002164566,0.0002164566,0.0002164566,0.0002164566,0.0002164566,0.0002164566,0.0002164566,0.0002164566,0.0002164566,0.0002164566,0.0002164566,0.0002164566,0.0002164566,0.0002164566,0.0002164566,0.0002164566,0.0002164566,0.0002164566,0.0002164566,0.0002164566,0.0002164566,0.0002164566,0.0002164566,0.0002164566,0.0002164566,0.0002164566,0.0002164566,0.9883117,0.0002164566,0.0002164566,0.0002164566,0.0002164566,0.0002164566,0.0002164566,0.0002164566,0.0002164566,0.0002164566,0.0002164566,0.0002164566,0.0002164566,0.0002164566,0.0002164566,0.0002164566,0.0002164566,0.0002164566,0.0002164566,0.0002164566,0.0002164566,0.0002164566,0.0002164566,0.0002164566,0.0002164566,0.0002164566,0.0002164566,0.0002164566
10051610,108,0,0.00042285357,0.00042285357,0.00042285357,0.00042285357,0.00042285357,0.00042285357,0.00042285357,0.00042285357,0.00042285357,0.00042285357,0.00042285357,0.00042285357,0.00042285357,0.00042285357,0.00042285357,0.00042285357,0.00042285357,0.00042285357,0.00042285357,0.9771667,0.00042285357,0.00042285357,0.00042285357,0.00042285357,0.00042285357,0.00042285357,0.00042285357,0.00042285357,0.00042285357,0.00042285357,0.00042285357,0.00042285357,0.00042285357,0.00042285357,0.00042285357,0.00042285357,0.00042285357,0.00042285357,0.00042285357,0.00042285357,0.00042285357,0.00042285357,0.00042285357,0.00042285357,0.00042285357,0.00042285357,0.00042285357,0.00042285357,0.00042285357,0.00042285357,0.00042285357,0.00042285357,0.00042285357,0.00042285357,0.00042285357
10087618,108,0,0.00056820636,0.00056820636,0.00056820636,0.00056820636,0.00056820636,0.00056820636,0.00056820636,0.00056820636,0.00056820636,0.00056820636,0.00056820636,0.00056820636,0.00056820636,0.00056820636,0.00056820636,0.00056820636,0.00056820636,0.00056820636,0.00056820636,0.00056820636,0.00056820636,0.00056820636,0.00056820636,0.00056820636,0.00056820636,0.00056820636,0.00056820636,0.00056820636,0.00056820636,0.00056820636,0.9693162,0.00056820636,0.00056820636,0.00056820636,0.00056820636,0.00056820636,0.00056820636,0.00056820636,0.00056820636,0.00056820636,0.00056820636,0.00056820636,0.00056820636,0.00056820636,0.00056820636,0.00056820636,0.00056820636,0.00056820636,0.00056820636,0.00056820636,0.00056820636,0.00056820636,0.00056820636,0.00056820636,0.00056820636
10100328,108,0,0.0002457141,0.0002457141,0.0002457141,0.9867321,0.0002457141,0.0002457141,0.0002457141,0.0002457141,0.0002457141,0.0002457141,0.0002457141,0.0002457141,0.0002457141,0.0002457141,0.0002457141,0.0002457141,0.0002457141,0.0002457141,0.0002457141,0.0002457141,0.0002457141,0.0002457141,0.0002457141,0.0002457141,0.0002457141,0.0002457141,0.0002457141,0.0002457141,0.0002457141,0.0002457141,0.0002457141,0.0002457141,0.0002457141,0.0002457141,0.0002457141,0.0002457141,0.0002457141,0.0002457141,0.0002457141,0.0002457141,0.0002457141,0.0002457141,0.0002457141,0.0002457141,0.0002457141,0.0002457141,0.0002457141,0.0002457141,0.0002457141,0.0002457141,0.0002457141,0.0002457141,0.0002457141,0.0002457141,0.0002457141
10320929,108,0,0.0003952613,0.0003952613,0.0003952613,0.0003952613,0.0003952613,0.0003952613,0.0003952613,0.0003952613,0.0003952613,0.0003952613,0.0003952613,0.0003952613,0.0003952613,0.0003952613,0.0003952613,0.0003952613,0.0003952613,0.0003952613,0.0003952613,0.0003952613,0.0003952613,0.0003952613,0.0003952613,0.0003952613,0.0003952613,0.0003952613,0.0003952613,0.0003952613,0.0003952613,0.0003952613,0.0003952613,0.0003952613,0.97865635,0.0003952613,0.0003952613,0.0003952613,0.0003952613,0.0003952613,0.0003952613,0.0003952613,0.0003952613,0.0003952613,0.0003952613,0.0003952613,0.0003952613,0.0003952613,0.0003952613,0.0003952613,0.0003952613,0.0003952613,0.0003952613,0.0003952613,0.0003952613,0.0003952613,0.0003952613
10531012,108,0,0.00019981308,0.00019981308,0.00019981308,0.00019981308,0.00019981308,0.00019981308,0.00019981308,0.00019981308,0.00019981308,0.6182047,0.00019981308,0.00019981308,0.00019981308,0.00019981308,0.00019981308,0.00019981308,0.00019981308,0.00019981308,0.00019981308,0.00019981308,0.00019981308,0.00019981308,0.00019981308,0.00019981308,0.00019981308,0.00019981308,0.00019981308,0.37120566,0.00019981308,0.00019981308,0.00019981308,0.00019981308,0.00019981308,0.00019981308,0.00019981308,0.00019981308,0.00019981308,0.00019981308,0.00019981308,0.00019981308,0.00019981308,0.00019981308,0.00019981308,0.00019981308,0.00019981308,0.00019981308,0.00019981308,0.00019981308,0.00019981308,0.00019981308,0.00019981308,0.00019981308,0.00019981308,0.00019981308,0.00019981308
