Topic,Documents
Topic_1,6
Topic_10,5
Topic_11,7
Topic_12,2
Topic_13,4
Topic_14,2
Topic_15,1
Topic_17,3
Topic_18,4
Topic_19,3
Topic_2,3
Topic_20,2
Topic_22,7
Topic_23,8
Topic_24,1
Topic_25,4
Topic_26,3
Topic_27,2
Topic_28,1
Topic_29,7
Topic_3,4
Topic_30,2
Topic_31,3
Topic_32,1
Topic_33,3
Topic_34,15
Topic_35,2
Topic_38,6
Topic_39,3
Topic_4,5
Topic_40,4
Topic_41,5
Topic_42,1
Topic_44,2
Topic_45,2
Topic_46,2
Topic_47,3
Topic_48,3
Topic_49,3
Topic_5,14
Topic_50,4
Topic_51,4
Topic_52,5
Topic_53,3
Topic_54,2
Topic_55,2
Topic_56,2
Topic_57,2
Topic_59,1
Topic_6,3
Topic_60,3
Topic_61,5
Topic_62,8
Topic_63,3
Topic_64,4
Topic_66,3
Topic_67,3
Topic_68,11
Topic_7,6
Topic_70,3
Topic_71,2
Topic_8,2
Topic_9,1
