Topic,Documents
Topic_1,5
Topic_10,9
Topic_11,4
Topic_12,5
Topic_13,7
Topic_14,2
Topic_15,2
Topic_17,13
Topic_18,11
Topic_19,4
Topic_2,2
Topic_20,4
Topic_22,12
Topic_23,6
Topic_25,5
Topic_26,3
Topic_27,3
Topic_29,3
Topic_3,2
Topic_30,3
Topic_31,3
Topic_32,6
Topic_33,6
Topic_34,6
Topic_35,5
Topic_36,1
Topic_37,2
Topic_38,5
Topic_39,8
Topic_4,5
Topic_40,8
Topic_41,2
Topic_42,3
Topic_43,3
Topic_44,1
Topic_45,2
Topic_47,4
Topic_48,1
Topic_49,2
Topic_5,6
Topic_50,5
Topic_51,1
Topic_52,11
Topic_53,2
Topic_54,4
Topic_55,4
Topic_56,3
Topic_57,3
Topic_58,1
Topic_59,1
Topic_6,5
Topic_60,2
Topic_61,6
Topic_7,3
Topic_8,2
Topic_9,3
