Topic,Documents
Topic_1,4
Topic_10,2
Topic_11,2
Topic_12,2
Topic_13,2
Topic_14,6
Topic_15,2
Topic_16,2
Topic_17,4
Topic_18,2
Topic_19,2
Topic_2,2
Topic_20,5
Topic_21,1
Topic_22,7
Topic_24,2
Topic_25,3
Topic_26,5
Topic_27,1
Topic_28,3
Topic_29,5
Topic_3,4
Topic_30,5
Topic_31,1
Topic_32,5
Topic_33,4
Topic_34,3
Topic_35,2
Topic_36,2
Topic_37,5
Topic_38,1
Topic_39,2
Topic_4,2
Topic_40,2
Topic_41,3
Topic_42,4
Topic_44,4
Topic_45,2
Topic_46,1
Topic_47,4
Topic_48,1
Topic_5,1
Topic_50,2
Topic_52,4
Topic_53,2
Topic_54,1
Topic_55,1
Topic_56,1
Topic_57,1
Topic_59,2
Topic_6,1
Topic_60,3
Topic_61,4
Topic_62,1
Topic_63,2
Topic_64,1
Topic_65,2
Topic_66,4
Topic_67,4
Topic_7,5
Topic_70,5
Topic_72,1
Topic_73,2
Topic_74,2
Topic_75,1
Topic_76,1
Topic_77,6
Topic_78,4
Topic_79,6
Topic_8,1
Topic_80,5
Topic_81,2
Topic_82,3
Topic_83,3
Topic_85,1
Topic_86,4
Topic_88,10
Topic_89,2
Topic_9,2
Topic_90,3
Topic_91,1
Topic_92,3
Topic_94,5
Topic_95,2
Topic_96,2
