Topic,Documents
Topic_1,2
Topic_10,1
Topic_11,17
Topic_12,1
Topic_13,1
Topic_14,1
Topic_15,4
Topic_16,1
Topic_17,6
Topic_18,3
Topic_19,2
Topic_20,5
Topic_21,1
Topic_22,7
Topic_23,5
Topic_24,4
Topic_25,7
Topic_26,8
Topic_27,2
Topic_28,1
Topic_3,1
Topic_30,5
Topic_31,5
Topic_32,2
Topic_33,2
Topic_34,2
Topic_35,5
Topic_36,8
Topic_37,3
Topic_38,1
Topic_39,5
Topic_4,4
Topic_40,3
Topic_41,3
Topic_42,1
Topic_43,1
Topic_44,2
Topic_46,2
Topic_47,2
Topic_48,4
Topic_49,1
Topic_5,3
Topic_50,3
Topic_51,1
Topic_52,3
Topic_53,4
Topic_54,1
Topic_55,4
Topic_56,5
Topic_57,1
Topic_58,4
Topic_59,5
Topic_6,3
Topic_60,2
Topic_61,3
Topic_62,2
Topic_63,5
Topic_64,5
Topic_65,2
Topic_66,3
Topic_67,6
Topic_68,8
Topic_69,5
Topic_7,10
Topic_70,4
Topic_71,3
Topic_8,1
Topic_9,3
