DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14,Topic_15,Topic_16,Topic_17,Topic_18,Topic_19,Topic_20,Topic_21,Topic_22,Topic_23,Topic_24,Topic_25,Topic_26,Topic_27,Topic_28,Topic_29,Topic_30,Topic_31,Topic_32,Topic_33,Topic_34,Topic_35,Topic_36,Topic_37,Topic_38,Topic_39,Topic_40
8132718,108,0,0.00025774556,0.00025774556,0.00025774556,0.00025774556,0.00025774556,0.00025774556,0.00025774556,0.00025774556,0.00025774556,0.00025774556,0.00025774556,0.00025774556,0.00025774556,0.00025774556,0.00025774556,0.00025774556,0.00025774556,0.00025774556,0.00025774556,0.00025774556,0.00025774556,0.00025774556,0.00025774556,0.00025774556,0.00025774556,0.00025774556,0.00025774556,0.00025774556,0.00025774556,0.00025774556,0.00025774556,0.00025774556,0.00025774556,0.00025774556,0.00025774556,0.00025774556,0.00025774556,0.00025774556,0.9899479,0.00025774556
8673465,108,0,0.00027473137,0.00027473137,0.00027473137,0.00027473137,0.00027473137,0.00027473137,0.00027473137,0.00027473137,0.00027473137,0.00027473137,0.00027473137,0.00027473137,0.00027473137,0.98928505,0.00027473137,0.00027473137,0.00027473137,0.00027473137,0.00027473137,0.00027473137,0.00027473137,0.00027473137,0.00027473137,0.00027473137,0.00027473137,0.00027473137,0.00027473137,0.00027473137,0.00027473137,0.00027473137,0.00027473137,0.00027473137,0.00027473137,0.00027473137,0.00027473137,0.00027473137,0.00027473137,0.00027473137,0.00027473137,0.00027473137
8707050,108,0,0.00043106056,0.00043106056,0.00043106056,0.00043106056,0.00043106056,0.00043106056,0.00043106056,0.00043106056,0.00043106056,0.00043106056,0.00043106056,0.00043106056,0.00043106056,0.27112538,0.00043106056,0.00043106056,0.00043106056,0.00043106056,0.00043106056,0.00043106056,0.00043106056,0.51878923,0.00043106056,0.00043106056,0.00043106056,0.00043106056,0.00043106056,0.00043106056,0.00043106056,0.00043106056,0.00043106056,0.00043106056,0.00043106056,0.00043106056,0.00043106056,0.00043106056,0.00043106056,0.00043106056,0.00043106056,0.1941357
9175625,108,0,0.0002941284,0.0002941284,0.9885283,0.0002941284,0.0002941284,0.0002941284,0.0002941284,0.0002941284,0.0002941284,0.0002941284,0.0002941284,0.0002941284,0.0002941284,0.0002941284,0.0002941284,0.0002941284,0.0002941284,0.0002941284,0.0002941284,0.0002941284,0.0002941284,0.0002941284,0.0002941284,0.0002941284,0.0002941284,0.0002941284,0.0002941284,0.0002941284,0.0002941284,0.0002941284,0.0002941284,0.0002941284,0.0002941284,0.0002941284,0.0002941284,0.0002941284,0.0002941284,0.0002941284,0.0002941284,0.0002941284
9245791,108,0,0.00047172772,0.00047172772,0.37826762,0.00047172772,0.00047172772,0.00047172772,0.00047172772,0.00047172772,0.00047172772,0.00047172772,0.00047172772,0.00047172772,0.00047172772,0.00047172772,0.00047172772,0.00047172772,0.60380614,0.00047172772,0.00047172772,0.00047172772,0.00047172772,0.00047172772,0.00047172772,0.00047172772,0.00047172772,0.00047172772,0.00047172772,0.00047172772,0.00047172772,0.00047172772,0.00047172772,0.00047172772,0.00047172772,0.00047172772,0.00047172772,0.00047172772,0.00047172772,0.00047172772,0.00047172772,0.00047172772
9591694,108,0,0.0002659898,0.0002659898,0.02007593,0.0002659898,0.0002659898,0.0002659898,0.0002659898,0.0002659898,0.0002659898,0.0002659898,0.0002659898,0.0002659898,0.0002659898,0.1374495,0.0002659898,0.0002659898,0.0002659898,0.0002659898,0.0002659898,0.0002659898,0.0002659898,0.0002659898,0.0002659898,0.0002659898,0.0002659898,0.18638742,0.0002659898,0.0002659898,0.0002659898,0.0002659898,0.0002659898,0.0002659898,0.0002659898,0.0002659898,0.0002659898,0.0002659898,0.108694896,0.0002659898,0.0002659898,0.5380825
10051610,108,0,0.00062503613,0.00062503613,0.39379364,0.00062503613,0.00062503613,0.00062503613,0.00062503613,0.00062503613,0.00062503613,0.00062503613,0.00062503613,0.00062503613,0.00062503613,0.00062503613,0.00062503613,0.00062503613,0.00062503613,0.00062503613,0.00062503613,0.00062503613,0.00062503613,0.00062503613,0.00062503613,0.58245456,0.00062503613,0.00062503613,0.00062503613,0.00062503613,0.00062503613,0.00062503613,0.00062503613,0.00062503613,0.00062503613,0.00062503613,0.00062503613,0.00062503613,0.00062503613,0.00062503613,0.00062503613,0.00062503613
10087618,108,0,0.0007812687,0.0007812687,0.0007812687,0.0007812687,0.0007812687,0.0007812687,0.0007812687,0.0007812687,0.0007812687,0.0007812687,0.0007812687,0.0007812687,0.0007812687,0.9695308,0.0007812687,0.0007812687,0.0007812687,0.0007812687,0.0007812687,0.0007812687,0.0007812687,0.0007812687,0.0007812687,0.0007812687,0.0007812687,0.0007812687,0.0007812687,0.0007812687,0.0007812687,0.0007812687,0.0007812687,0.0007812687,0.0007812687,0.0007812687,0.0007812687,0.0007812687,0.0007812687,0.0007812687,0.0007812687,0.0007812687
10100328,108,0,0.9856606,0.0003676548,0.0003676548,0.0003676548,0.0003676548,0.0003676548,0.0003676548,0.0003676548,0.0003676548,0.0003676548,0.0003676548,0.0003676548,0.0003676548,0.0003676548,0.0003676548,0.0003676548,0.0003676548,0.0003676548,0.0003676548,0.0003676548,0.0003676548,0.0003676548,0.0003676548,0.0003676548,0.0003676548,0.0003676548,0.0003676548,0.0003676548,0.0003676548,0.0003676548,0.0003676548,0.0003676548,0.0003676548,0.0003676548,0.0003676548,0.0003676548,0.0003676548,0.0003676548,0.0003676548,0.0003676548
10320929,108,0,0.000531935,0.000531935,0.000531935,0.000531935,0.000531935,0.000531935,0.000531935,0.000531935,0.000531935,0.000531935,0.000531935,0.000531935,0.000531935,0.000531935,0.000531935,0.000531935,0.000531935,0.000531935,0.000531935,0.000531935,0.000531935,0.000531935,0.000531935,0.000531935,0.000531935,0.000531935,0.000531935,0.000531935,0.000531935,0.000531935,0.000531935,0.000531935,0.9792543,0.000531935,0.000531935,0.000531935,0.000531935,0.000531935,0.000531935,0.000531935
10531012,108,0,0.00028737448,0.00028737448,0.24702345,0.00028737448,0.00028737448,0.00028737448,0.00028737448,0.00028737448,0.00028737448,0.00028737448,0.00028737448,0.00028737448,0.00028737448,0.00028737448,0.13773587,0.00028737448,0.00028737448,0.00028737448,0.00028737448,0.00028737448,0.00028737448,0.00028737448,0.00028737448,0.00028737448,0.00028737448,0.00028737448,0.00028737448,0.00028737448,0.00028737448,0.00028737448,0.00028737448,0.00028737448,0.00028737448,0.00028737448,0.00028737448,0.00028737448,0.00028737448,0.00028737448,0.3264764,0.2784184
