Topic,Documents
Topic_1,2
Topic_10,1
Topic_11,11
Topic_12,2
Topic_13,1
Topic_14,1
Topic_15,1
Topic_17,3
Topic_18,5
Topic_19,4
Topic_2,1
Topic_20,2
Topic_22,2
Topic_23,1
Topic_24,6
Topic_25,3
Topic_26,6
Topic_27,3
Topic_28,2
Topic_3,2
Topic_30,2
Topic_31,4
Topic_32,2
Topic_33,1
Topic_34,5
Topic_35,3
Topic_36,2
Topic_37,2
Topic_38,3
Topic_4,4
Topic_40,4
Topic_41,9
Topic_42,5
Topic_43,1
Topic_44,1
Topic_45,2
Topic_46,7
Topic_47,4
Topic_48,1
Topic_49,2
Topic_5,2
Topic_50,2
Topic_51,1
Topic_52,5
Topic_53,2
Topic_55,9
Topic_56,5
Topic_57,2
Topic_58,3
Topic_59,2
Topic_6,2
Topic_60,5
Topic_61,2
Topic_62,1
Topic_63,11
Topic_64,5
Topic_66,2
Topic_67,3
Topic_68,6
Topic_7,9
Topic_70,3
Topic_71,7
Topic_72,2
Topic_73,3
Topic_74,5
Topic_75,2
Topic_76,1
Topic_77,9
Topic_79,2
Topic_8,1
Topic_9,3
