Topic,Documents
Topic_1,5
Topic_10,6
Topic_11,4
Topic_12,5
Topic_13,2
Topic_14,2
Topic_15,1
Topic_16,1
Topic_17,5
Topic_18,3
Topic_19,3
Topic_2,2
Topic_20,3
Topic_22,5
Topic_23,3
Topic_24,4
Topic_25,1
Topic_26,3
Topic_27,2
Topic_28,2
Topic_29,9
Topic_3,3
Topic_31,3
Topic_32,3
Topic_33,1
Topic_34,1
Topic_35,7
Topic_36,7
Topic_37,1
Topic_38,8
Topic_39,3
Topic_4,7
Topic_40,5
Topic_41,1
Topic_42,2
Topic_43,3
Topic_44,4
Topic_45,3
Topic_46,2
Topic_48,3
Topic_49,8
Topic_5,3
Topic_50,1
Topic_51,3
Topic_52,5
Topic_54,3
Topic_55,3
Topic_56,1
Topic_57,11
Topic_58,4
Topic_59,13
Topic_6,1
Topic_60,3
Topic_61,2
Topic_62,3
Topic_63,7
Topic_64,6
Topic_66,6
Topic_67,3
Topic_68,7
Topic_7,5
Topic_9,4
