Topic,Documents
Topic_1,5
Topic_10,5
Topic_11,2
Topic_12,3
Topic_13,3
Topic_14,6
Topic_16,5
Topic_17,4
Topic_18,3
Topic_19,4
Topic_2,12
Topic_20,4
Topic_21,1
Topic_22,3
Topic_23,5
Topic_24,6
Topic_26,6
Topic_27,2
Topic_28,3
Topic_29,3
Topic_3,5
Topic_30,10
Topic_31,1
Topic_32,6
Topic_33,6
Topic_34,2
Topic_35,2
Topic_36,3
Topic_37,4
Topic_38,4
Topic_39,5
Topic_4,1
Topic_40,3
Topic_41,3
Topic_42,9
Topic_43,1
Topic_44,3
Topic_45,2
Topic_46,7
Topic_47,1
Topic_48,4
Topic_49,3
Topic_5,2
Topic_50,8
Topic_51,2
Topic_52,2
Topic_53,7
Topic_54,5
Topic_55,3
Topic_56,2
Topic_57,2
Topic_58,1
Topic_6,10
Topic_8,12
Topic_9,14
