Topic,Documents
Topic_1,4
Topic_10,4
Topic_12,5
Topic_13,5
Topic_14,1
Topic_15,1
Topic_16,1
Topic_17,6
Topic_18,2
Topic_19,1
Topic_2,2
Topic_20,1
Topic_21,2
Topic_22,3
Topic_23,3
Topic_24,5
Topic_26,5
Topic_27,4
Topic_29,4
Topic_3,2
Topic_30,1
Topic_31,1
Topic_32,1
Topic_33,2
Topic_34,3
Topic_35,2
Topic_36,5
Topic_37,1
Topic_38,8
Topic_39,1
Topic_4,3
Topic_40,4
Topic_41,1
Topic_42,2
Topic_43,2
Topic_44,2
Topic_45,3
Topic_46,3
Topic_48,1
Topic_49,3
Topic_5,4
Topic_50,1
Topic_51,2
Topic_52,5
Topic_53,1
Topic_54,3
Topic_55,3
Topic_56,2
Topic_57,8
Topic_58,4
Topic_59,10
Topic_60,4
Topic_61,4
Topic_62,2
Topic_63,1
Topic_64,2
Topic_65,1
Topic_66,7
Topic_67,4
Topic_68,4
Topic_7,3
Topic_70,5
Topic_71,2
Topic_72,3
Topic_73,2
Topic_75,6
Topic_76,3
Topic_77,3
Topic_78,3
Topic_79,3
Topic_8,1
Topic_80,4
Topic_81,1
Topic_82,4
Topic_83,9
Topic_84,2
Topic_85,2
Topic_9,2
