Topic,Documents
Topic_1,9
Topic_10,6
Topic_11,5
Topic_12,4
Topic_13,13
Topic_14,4
Topic_15,3
Topic_16,2
Topic_17,6
Topic_18,13
Topic_19,3
Topic_2,2
Topic_20,4
Topic_22,9
Topic_23,8
Topic_24,1
Topic_25,5
Topic_26,6
Topic_27,3
Topic_28,2
Topic_29,10
Topic_3,6
Topic_30,3
Topic_31,3
Topic_32,2
Topic_33,1
Topic_34,17
Topic_35,7
Topic_36,2
Topic_37,1
Topic_38,13
Topic_39,7
Topic_4,10
Topic_40,6
Topic_41,2
Topic_42,3
Topic_43,3
Topic_44,2
Topic_45,4
Topic_47,2
Topic_48,2
Topic_5,4
Topic_6,12
Topic_7,7
Topic_8,2
Topic_9,1
