Topic,Documents
Topic_1,4
Topic_10,4
Topic_11,3
Topic_12,4
Topic_13,5
Topic_14,2
Topic_15,1
Topic_16,1
Topic_17,7
Topic_18,5
Topic_19,4
Topic_2,2
Topic_20,3
Topic_22,6
Topic_23,2
Topic_25,3
Topic_26,2
Topic_27,3
Topic_29,7
Topic_3,1
Topic_30,1
Topic_31,3
Topic_32,4
Topic_33,2
Topic_34,4
Topic_35,2
Topic_37,2
Topic_38,2
Topic_39,4
Topic_4,6
Topic_40,3
Topic_41,2
Topic_42,2
Topic_43,3
Topic_44,9
Topic_45,1
Topic_47,1
Topic_48,1
Topic_49,3
Topic_5,4
Topic_50,5
Topic_51,1
Topic_52,5
Topic_53,1
Topic_54,3
Topic_55,2
Topic_56,2
Topic_57,6
Topic_58,2
Topic_59,2
Topic_6,3
Topic_60,1
Topic_61,2
Topic_62,6
Topic_63,6
Topic_64,2
Topic_65,1
Topic_66,3
Topic_67,1
Topic_68,5
Topic_69,3
Topic_7,1
Topic_70,2
Topic_71,1
Topic_72,3
Topic_73,4
Topic_74,1
Topic_75,1
Topic_76,6
Topic_79,4
Topic_8,3
Topic_80,2
Topic_81,4
Topic_82,3
Topic_83,1
Topic_84,2
Topic_85,3
Topic_86,4
Topic_87,3
Topic_89,2
