Topic,Documents
Topic_1,2
Topic_10,3
Topic_11,6
Topic_12,5
Topic_13,7
Topic_14,2
Topic_15,4
Topic_16,1
Topic_17,6
Topic_18,5
Topic_19,7
Topic_20,2
Topic_21,2
Topic_22,10
Topic_23,6
Topic_24,1
Topic_25,5
Topic_26,1
Topic_27,3
Topic_28,2
Topic_29,3
Topic_30,4
Topic_31,3
Topic_32,1
Topic_33,5
Topic_34,3
Topic_35,6
Topic_36,2
Topic_37,1
Topic_38,7
Topic_39,3
Topic_4,12
Topic_40,2
Topic_41,2
Topic_42,1
Topic_43,4
Topic_44,1
Topic_45,1
Topic_46,1
Topic_47,4
Topic_49,2
Topic_5,6
Topic_50,6
Topic_51,2
Topic_52,5
Topic_53,2
Topic_54,5
Topic_55,3
Topic_57,5
Topic_58,1
Topic_59,1
Topic_6,3
Topic_60,2
Topic_61,3
Topic_62,6
Topic_63,5
Topic_64,2
Topic_66,4
Topic_67,4
Topic_68,1
Topic_69,3
Topic_7,3
Topic_70,1
Topic_71,3
Topic_72,2
Topic_73,5
Topic_74,3
Topic_8,3
Topic_9,3
