Topic,Documents
Topic_1,2
Topic_10,2
Topic_11,2
Topic_12,2
Topic_13,2
Topic_14,6
Topic_15,1
Topic_16,1
Topic_17,8
Topic_19,1
Topic_2,3
Topic_20,3
Topic_21,3
Topic_22,10
Topic_23,1
Topic_24,2
Topic_25,4
Topic_26,6
Topic_27,5
Topic_28,1
Topic_29,3
Topic_3,3
Topic_30,4
Topic_32,2
Topic_33,2
Topic_34,2
Topic_35,2
Topic_36,2
Topic_37,5
Topic_38,3
Topic_39,2
Topic_4,2
Topic_40,2
Topic_41,6
Topic_42,2
Topic_43,1
Topic_44,5
Topic_45,6
Topic_46,1
Topic_47,7
Topic_48,2
Topic_49,4
Topic_5,3
Topic_50,3
Topic_51,1
Topic_53,2
Topic_54,2
Topic_55,1
Topic_56,4
Topic_57,1
Topic_59,2
Topic_6,2
Topic_60,6
Topic_61,2
Topic_62,1
Topic_63,5
Topic_64,1
Topic_65,4
Topic_67,2
Topic_69,1
Topic_7,5
Topic_70,1
Topic_71,4
Topic_72,3
Topic_73,4
Topic_75,4
Topic_76,1
Topic_77,4
Topic_78,4
Topic_79,4
Topic_8,3
Topic_80,1
Topic_81,1
Topic_82,2
Topic_83,4
Topic_84,2
Topic_86,14
Topic_87,1
Topic_9,2
