DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14,Topic_15,Topic_16,Topic_17,Topic_18,Topic_19,Topic_20,Topic_21,Topic_22,Topic_23,Topic_24,Topic_25,Topic_26,Topic_27,Topic_28,Topic_29,Topic_30,Topic_31,Topic_32,Topic_33,Topic_34,Topic_35,Topic_36,Topic_37,Topic_38,Topic_39,Topic_40,Topic_41,Topic_42,Topic_43,Topic_44,Topic_45,Topic_46,Topic_47,Topic_48,Topic_49,Topic_50,Topic_51,Topic_52,Topic_53,Topic_54,Topic_55,Topic_56,Topic_57,Topic_58,Topic_59,Topic_60,Topic_61,Topic_62,Topic_63,Topic_64,Topic_65,Topic_66,Topic_67
8042410,108,0,0.00021022077,0.00021022077,0.00021022077,0.00021022077,0.00021022077,0.00021022077,0.00021022077,0.00021022077,0.00021022077,0.00021022077,0.00021022077,0.00021022077,0.00021022077,0.00021022077,0.00021022077,0.00021022077,0.00021022077,0.00021022077,0.00021022077,0.00021022077,0.00021022077,0.00021022077,0.00021022077,0.00021022077,0.00021022077,0.00021022077,0.00021022077,0.00021022077,0.00021022077,0.00021022077,0.00021022077,0.00021022077,0.00021022077,0.00021022077,0.00021022077,0.00021022077,0.00021022077,0.00021022077,0.00021022077,0.00021022077,0.00021022077,0.00021022077,0.00021022077,0.00021022077,0.00021022077,0.00021022077,0.00021022077,0.00021022077,0.00021022077,0.00021022077,0.00021022077,0.00021022077,0.00021022077,0.00021022077,0.00021022077,0.00021022077,0.00021022077,0.00021022077,0.9861257,0.00021022077,0.00021022077,0.00021022077,0.00021022077,0.00021022077,0.00021022077,0.00021022077,0.00021022077
8132718,108,0,0.00015878754,0.00015878754,0.00015878754,0.00015878754,0.00015878754,0.00015878754,0.00015878754,0.00015878754,0.00015878754,0.00015878754,0.00015878754,0.00015878754,0.00015878754,0.00015878754,0.00015878754,0.00015878754,0.00015878754,0.00015878754,0.00015878754,0.00015878754,0.00015878754,0.00015878754,0.00015878754,0.00015878754,0.00015878754,0.00015878754,0.00015878754,0.00015878754,0.98952097,0.00015878754,0.00015878754,0.00015878754,0.00015878754,0.00015878754,0.00015878754,0.00015878754,0.00015878754,0.00015878754,0.00015878754,0.00015878754,0.00015878754,0.00015878754,0.00015878754,0.00015878754,0.00015878754,0.00015878754,0.00015878754,0.00015878754,0.00015878754,0.00015878754,0.00015878754,0.00015878754,0.00015878754,0.00015878754,0.00015878754,0.00015878754,0.00015878754,0.00015878754,0.00015878754,0.00015878754,0.00015878754,0.00015878754,0.00015878754,0.00015878754,0.00015878754,0.00015878754,0.00015878754
8707050,108,0,0.0002573539,0.0002573539,0.0002573539,0.0002573539,0.0002573539,0.0002573539,0.0002573539,0.0002573539,0.0002573539,0.0002573539,0.0002573539,0.0002573539,0.0002573539,0.0002573539,0.0002573539,0.0002573539,0.4558631,0.0002573539,0.0002573539,0.0002573539,0.0002573539,0.0002573539,0.0002573539,0.0002573539,0.0002573539,0.0002573539,0.0002573539,0.0002573539,0.0002573539,0.0002573539,0.0002573539,0.0002573539,0.0002573539,0.0002573539,0.0002573539,0.0002573539,0.0002573539,0.0002573539,0.0002573539,0.0002573539,0.0002573539,0.0002573539,0.0002573539,0.0002573539,0.0002573539,0.0002573539,0.0002573539,0.0002573539,0.0002573539,0.0002573539,0.0002573539,0.0002573539,0.0002573539,0.0002573539,0.0002573539,0.0002573539,0.0002573539,0.0002573539,0.0002573539,0.0002573539,0.0002573539,0.527409,0.0002573539,0.0002573539,0.0002573539,0.0002573539,0.0002573539
9175625,108,0,0.00016584244,0.00016584244,0.00016584244,0.00016584244,0.00016584244,0.00016584244,0.00016584244,0.00016584244,0.00016584244,0.00016584244,0.00016584244,0.00016584244,0.00016584244,0.00016584244,0.00016584244,0.00016584244,0.00016584244,0.00016584244,0.00016584244,0.00016584244,0.00016584244,0.00016584244,0.00016584244,0.00016584244,0.00016584244,0.98905545,0.00016584244,0.00016584244,0.00016584244,0.00016584244,0.00016584244,0.00016584244,0.00016584244,0.00016584244,0.00016584244,0.00016584244,0.00016584244,0.00016584244,0.00016584244,0.00016584244,0.00016584244,0.00016584244,0.00016584244,0.00016584244,0.00016584244,0.00016584244,0.00016584244,0.00016584244,0.00016584244,0.00016584244,0.00016584244,0.00016584244,0.00016584244,0.00016584244,0.00016584244,0.00016584244,0.00016584244,0.00016584244,0.00016584244,0.00016584244,0.00016584244,0.00016584244,0.00016584244,0.00016584244,0.00016584244,0.00016584244,0.00016584244
9245791,108,0,0.0003244745,0.0003244745,0.0003244745,0.0003244745,0.0003244745,0.0003244745,0.0003244745,0.0003244745,0.0003244745,0.0003244745,0.0003244745,0.0003244745,0.0003244745,0.0003244745,0.0003244745,0.0003244745,0.0003244745,0.0003244745,0.0003244745,0.0003244745,0.0003244745,0.0003244745,0.0003244745,0.0003244745,0.0003244745,0.0003244745,0.0003244745,0.0003244745,0.0003244745,0.0003244745,0.0003244745,0.0003244745,0.0003244745,0.0003244745,0.0003244745,0.0003244745,0.0003244745,0.0003244745,0.0003244745,0.0003244745,0.0003244745,0.0003244745,0.0003244745,0.0003244745,0.0003244745,0.0003244745,0.0003244745,0.0003244745,0.0003244745,0.0003244745,0.0003244745,0.0003244745,0.0003244745,0.97858423,0.0003244745,0.0003244745,0.0003244745,0.0003244745,0.0003244745,0.0003244745,0.0003244745,0.0003244745,0.0003244745,0.0003244745,0.0003244745,0.0003244745,0.0003244745
9346876,108,0,0.00018657208,0.00018657208,0.00018657208,0.00018657208,0.00018657208,0.987688,0.00018657208,0.00018657208,0.00018657208,0.00018657208,0.00018657208,0.00018657208,0.00018657208,0.00018657208,0.00018657208,0.00018657208,0.00018657208,0.00018657208,0.00018657208,0.00018657208,0.00018657208,0.00018657208,0.00018657208,0.00018657208,0.00018657208,0.00018657208,0.00018657208,0.00018657208,0.00018657208,0.00018657208,0.00018657208,0.00018657208,0.00018657208,0.00018657208,0.00018657208,0.00018657208,0.00018657208,0.00018657208,0.00018657208,0.00018657208,0.00018657208,0.00018657208,0.00018657208,0.00018657208,0.00018657208,0.00018657208,0.00018657208,0.00018657208,0.00018657208,0.00018657208,0.00018657208,0.00018657208,0.00018657208,0.00018657208,0.00018657208,0.00018657208,0.00018657208,0.00018657208,0.00018657208,0.00018657208,0.00018657208,0.00018657208,0.00018657208,0.00018657208,0.00018657208,0.00018657208,0.00018657208
9352931,108,0,0.0001820202,0.0001820202,0.0001820202,0.0001820202,0.0001820202,0.0001820202,0.0001820202,0.0001820202,0.0001820202,0.0001820202,0.0001820202,0.0001820202,0.0001820202,0.0001820202,0.0001820202,0.0001820202,0.0001820202,0.0001820202,0.0001820202,0.0001820202,0.0001820202,0.0001820202,0.0001820202,0.9879879,0.0001820202,0.0001820202,0.0001820202,0.0001820202,0.0001820202,0.0001820202,0.0001820202,0.0001820202,0.0001820202,0.0001820202,0.0001820202,0.0001820202,0.0001820202,0.0001820202,0.0001820202,0.0001820202,0.0001820202,0.0001820202,0.0001820202,0.0001820202,0.0001820202,0.0001820202,0.0001820202,0.0001820202,0.0001820202,0.0001820202,0.0001820202,0.0001820202,0.0001820202,0.0001820202,0.0001820202,0.0001820202,0.0001820202,0.0001820202,0.0001820202,0.0001820202,0.0001820202,0.0001820202,0.0001820202,0.0001820202,0.0001820202,0.0001820202,0.0001820202
9591694,108,0,0.0001776887,0.0001776887,0.0001776887,0.0001776887,0.0001776887,0.0001776887,0.0001776887,0.0001776887,0.0001776887,0.0001776887,0.0001776887,0.0001776887,0.0001776887,0.0001776887,0.0001776887,0.0001776887,0.0001776887,0.0001776887,0.0001776887,0.0001776887,0.0001776887,0.0001776887,0.0001776887,0.0001776887,0.0001776887,0.0001776887,0.0001776887,0.9882736,0.0001776887,0.0001776887,0.0001776887,0.0001776887,0.0001776887,0.0001776887,0.0001776887,0.0001776887,0.0001776887,0.0001776887,0.0001776887,0.0001776887,0.0001776887,0.0001776887,0.0001776887,0.0001776887,0.0001776887,0.0001776887,0.0001776887,0.0001776887,0.0001776887,0.0001776887,0.0001776887,0.0001776887,0.0001776887,0.0001776887,0.0001776887,0.0001776887,0.0001776887,0.0001776887,0.0001776887,0.0001776887,0.0001776887,0.0001776887,0.0001776887,0.0001776887,0.0001776887,0.0001776887,0.0001776887
10051610,108,0,0.00034712013,0.00034712013,0.00034712013,0.00034712013,0.00034712013,0.00034712013,0.00034712013,0.00034712013,0.00034712013,0.00034712013,0.00034712013,0.00034712013,0.00034712013,0.00034712013,0.00034712013,0.00034712013,0.00034712013,0.00034712013,0.00034712013,0.00034712013,0.00034712013,0.00034712013,0.00034712013,0.00034712013,0.00034712013,0.00034712013,0.00034712013,0.00034712013,0.00034712013,0.00034712013,0.00034712013,0.00034712013,0.00034712013,0.00034712013,0.9770889,0.00034712013,0.00034712013,0.00034712013,0.00034712013,0.00034712013,0.00034712013,0.00034712013,0.00034712013,0.00034712013,0.00034712013,0.00034712013,0.00034712013,0.00034712013,0.00034712013,0.00034712013,0.00034712013,0.00034712013,0.00034712013,0.00034712013,0.00034712013,0.00034712013,0.00034712013,0.00034712013,0.00034712013,0.00034712013,0.00034712013,0.00034712013,0.00034712013,0.00034712013,0.00034712013,0.00034712013,0.00034712013
10087618,108,0,0.0004664368,0.0004664368,0.0004664368,0.0004664368,0.0004664368,0.0004664368,0.0004664368,0.0004664368,0.0004664368,0.0004664368,0.0004664368,0.0004664368,0.0004664368,0.0004664368,0.0004664368,0.0004664368,0.0004664368,0.0004664368,0.0004664368,0.0004664368,0.0004664368,0.0004664368,0.0004664368,0.0004664368,0.0004664368,0.0004664368,0.0004664368,0.0004664368,0.0004664368,0.0004664368,0.0004664368,0.0004664368,0.0004664368,0.0004664368,0.0004664368,0.0004664368,0.0004664368,0.0004664368,0.0004664368,0.0004664368,0.0004664368,0.0004664368,0.0004664368,0.0004664368,0.0004664368,0.0004664368,0.0004664368,0.787759,0.0004664368,0.0004664368,0.0004664368,0.0004664368,0.0004664368,0.0004664368,0.0004664368,0.0004664368,0.0004664368,0.0004664368,0.0004664368,0.0004664368,0.0004664368,0.18192284,0.0004664368,0.0004664368,0.0004664368,0.0004664368,0.0004664368
