Topic,Documents
Topic_1,9
Topic_10,8
Topic_11,8
Topic_12,12
Topic_13,3
Topic_14,1
Topic_15,3
Topic_16,1
Topic_17,8
Topic_18,8
Topic_19,5
Topic_2,3
Topic_20,3
Topic_22,6
Topic_23,3
Topic_24,2
Topic_25,2
Topic_26,4
Topic_27,3
Topic_28,4
Topic_29,5
Topic_3,1
Topic_30,3
Topic_31,3
Topic_32,3
Topic_33,3
Topic_34,2
Topic_35,6
Topic_36,2
Topic_37,4
Topic_38,3
Topic_39,5
Topic_4,4
Topic_40,3
Topic_41,4
Topic_42,2
Topic_43,2
Topic_44,2
Topic_45,2
Topic_46,1
Topic_47,1
Topic_48,3
Topic_5,12
Topic_50,7
Topic_51,1
Topic_52,6
Topic_53,4
Topic_54,3
Topic_55,2
Topic_56,1
Topic_57,1
Topic_58,2
Topic_59,2
Topic_6,2
Topic_60,1
Topic_61,4
Topic_62,7
Topic_63,4
Topic_64,6
Topic_66,3
Topic_67,4
Topic_7,1
Topic_8,6
Topic_9,1
