Topic,Documents
Topic_1,3
Topic_10,6
Topic_11,4
Topic_12,2
Topic_13,3
Topic_14,1
Topic_15,2
Topic_16,1
Topic_17,5
Topic_18,6
Topic_19,8
Topic_2,2
Topic_20,3
Topic_22,8
Topic_23,7
Topic_24,1
Topic_25,3
Topic_26,1
Topic_27,4
Topic_29,6
Topic_3,1
Topic_30,2
Topic_31,6
Topic_32,10
Topic_33,1
Topic_34,3
Topic_35,6
Topic_36,4
Topic_37,2
Topic_38,4
Topic_39,4
Topic_4,3
Topic_40,4
Topic_41,6
Topic_42,3
Topic_43,1
Topic_44,3
Topic_47,2
Topic_48,2
Topic_49,4
Topic_5,1
Topic_50,3
Topic_51,4
Topic_52,6
Topic_53,2
Topic_54,3
Topic_55,3
Topic_56,2
Topic_57,3
Topic_58,3
Topic_6,3
Topic_60,4
Topic_61,2
Topic_62,3
Topic_63,7
Topic_64,1
Topic_65,2
Topic_66,1
Topic_67,3
Topic_69,2
Topic_7,3
Topic_70,4
Topic_72,3
Topic_73,4
Topic_74,3
Topic_75,3
Topic_76,3
Topic_79,3
Topic_8,5
Topic_80,1
Topic_81,2
Topic_9,1
