DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14,Topic_15,Topic_16,Topic_17,Topic_18,Topic_19,Topic_20,Topic_21,Topic_22,Topic_23,Topic_24,Topic_25,Topic_26,Topic_27,Topic_28,Topic_29,Topic_30,Topic_31,Topic_32,Topic_33,Topic_34,Topic_35,Topic_36,Topic_37,Topic_38,Topic_39,Topic_40,Topic_41,Topic_42,Topic_43,Topic_44,Topic_45,Topic_46,Topic_47,Topic_48,Topic_49,Topic_50,Topic_51,Topic_52,Topic_53,Topic_54,Topic_55,Topic_56,Topic_57,Topic_58,Topic_59,Topic_60
8132718,108,0,0.00017182376,0.00017182376,0.00017182376,0.00017182376,0.00017182376,0.00017182376,0.00017182376,0.00017182376,0.00017182376,0.00017182376,0.00017182376,0.00017182376,0.00017182376,0.00017182376,0.00017182376,0.00017182376,0.00017182376,0.00017182376,0.00017182376,0.00017182376,0.00017182376,0.00017182376,0.00017182376,0.00017182376,0.00017182376,0.00017182376,0.00017182376,0.00017182376,0.00017182376,0.00017182376,0.00017182376,0.00017182376,0.00017182376,0.00017182376,0.00017182376,0.00017182376,0.00017182376,0.00017182376,0.00017182376,0.00017182376,0.00017182376,0.00017182376,0.00017182376,0.00017182376,0.00017182376,0.00017182376,0.00017182376,0.98986197,0.00017182376,0.00017182376,0.00017182376,0.00017182376,0.00017182376,0.00017182376,0.00017182376,0.00017182376,0.00017182376,0.00017182376,0.00017182376,0.00017182376
8673465,108,0,0.00018315249,0.00018315249,0.00018315249,0.00018315249,0.00018315249,0.00018315249,0.00018315249,0.00018315249,0.00018315249,0.00018315249,0.00018315249,0.00018315249,0.00018315249,0.00018315249,0.00018315249,0.00018315249,0.00018315249,0.00018315249,0.00018315249,0.00018315249,0.00018315249,0.00018315249,0.00018315249,0.00018315249,0.00018315249,0.00018315249,0.00018315249,0.00018315249,0.00018315249,0.98919284,0.00018315249,0.00018315249,0.00018315249,0.00018315249,0.00018315249,0.00018315249,0.00018315249,0.00018315249,0.00018315249,0.00018315249,0.00018315249,0.00018315249,0.00018315249,0.00018315249,0.00018315249,0.00018315249,0.00018315249,0.00018315249,0.00018315249,0.00018315249,0.00018315249,0.00018315249,0.00018315249,0.00018315249,0.00018315249,0.00018315249,0.00018315249,0.00018315249,0.00018315249,0.00018315249
8707050,108,0,0.0002873834,0.0002873834,0.0002873834,0.0002873834,0.0002873834,0.0002873834,0.0002873834,0.0002873834,0.0002873834,0.0002873834,0.0002873834,0.0002873834,0.0002873834,0.20240518,0.0002873834,0.0002873834,0.0002873834,0.0002873834,0.0002873834,0.0002873834,0.0002873834,0.0002873834,0.0002873834,0.0002873834,0.0002873834,0.0002873834,0.0002873834,0.14028002,0.0002873834,0.07927131,0.0002873834,0.0002873834,0.0002873834,0.0002873834,0.0002873834,0.0002873834,0.0002873834,0.0002873834,0.0002873834,0.0002873834,0.23895505,0.0002873834,0.0002873834,0.0002873834,0.0002873834,0.0002873834,0.0002873834,0.0002873834,0.0002873834,0.0002873834,0.32328254,0.0002873834,0.0002873834,0.0002873834,0.0002873834,0.0002873834,0.0002873834,0.0002873834,0.0002873834,0.0002873834
9175625,108,0,0.00019608634,0.00019608634,0.00019608634,0.00019608634,0.00019608634,0.00019608634,0.00019608634,0.00019608634,0.00019608634,0.00019608634,0.00019608634,0.00019608634,0.00019608634,0.00019608634,0.00019608634,0.00019608634,0.00019608634,0.00019608634,0.00019608634,0.7435828,0.00019608634,0.00019608634,0.00019608634,0.00019608634,0.00019608634,0.00019608634,0.00019608634,0.00019608634,0.00019608634,0.24504298,0.00019608634,0.00019608634,0.00019608634,0.00019608634,0.00019608634,0.00019608634,0.00019608634,0.00019608634,0.00019608634,0.00019608634,0.00019608634,0.00019608634,0.00019608634,0.00019608634,0.00019608634,0.00019608634,0.00019608634,0.00019608634,0.00019608634,0.00019608634,0.00019608634,0.00019608634,0.00019608634,0.00019608634,0.00019608634,0.00019608634,0.00019608634,0.00019608634,0.00019608634,0.00019608634
9245791,108,0,0.00031448173,0.00031448173,0.00031448173,0.00031448173,0.00031448173,0.00031448173,0.00031448173,0.00031448173,0.00031448173,0.00031448173,0.00031448173,0.00031448173,0.00031448173,0.00031448173,0.00031448173,0.00031448173,0.6688113,0.00031448173,0.00031448173,0.00031448173,0.00031448173,0.00031448173,0.00031448173,0.00031448173,0.00031448173,0.00031448173,0.00031448173,0.00031448173,0.00031448173,0.31294897,0.00031448173,0.00031448173,0.00031448173,0.00031448173,0.00031448173,0.00031448173,0.00031448173,0.00031448173,0.00031448173,0.00031448173,0.00031448173,0.00031448173,0.00031448173,0.00031448173,0.00031448173,0.00031448173,0.00031448173,0.00031448173,0.00031448173,0.00031448173,0.00031448173,0.00031448173,0.00031448173,0.00031448173,0.00031448173,0.00031448173,0.00031448173,0.00031448173,0.00031448173,0.00031448173
9591694,108,0,0.00017731116,0.00017731116,0.00017731116,0.00017731116,0.00017731116,0.00017731116,0.00017731116,0.00017731116,0.00017731116,0.00017731116,0.00017731116,0.00017731116,0.00017731116,0.00017731116,0.00017731116,0.00017731116,0.00017731116,0.00017731116,0.00017731116,0.00017731116,0.00017731116,0.00017731116,0.00017731116,0.00017731116,0.00017731116,0.00017731116,0.00017731116,0.00017731116,0.00017731116,0.00017731116,0.00017731116,0.00017731116,0.00017731116,0.00017731116,0.00017731116,0.00017731116,0.00017731116,0.00017731116,0.00017731116,0.00017731116,0.00017731116,0.00017731116,0.00017731116,0.00017731116,0.00017731116,0.00017731116,0.00017731116,0.00017731116,0.00017731116,0.00017731116,0.98953825,0.00017731116,0.00017731116,0.00017731116,0.00017731116,0.00017731116,0.00017731116,0.00017731116,0.00017731116,0.00017731116
10051610,108,0,0.00041667037,0.00041667037,0.00041667037,0.00041667037,0.00041667037,0.00041667037,0.00041667037,0.00041667037,0.00041667037,0.00041667037,0.00041667037,0.00041667037,0.00041667037,0.00041667037,0.00041667037,0.00041667037,0.00041667037,0.00041667037,0.00041667037,0.00041667037,0.00041667037,0.9754167,0.00041667037,0.00041667037,0.00041667037,0.00041667037,0.00041667037,0.00041667037,0.00041667037,0.00041667037,0.00041667037,0.00041667037,0.00041667037,0.00041667037,0.00041667037,0.00041667037,0.00041667037,0.00041667037,0.00041667037,0.00041667037,0.00041667037,0.00041667037,0.00041667037,0.00041667037,0.00041667037,0.00041667037,0.00041667037,0.00041667037,0.00041667037,0.00041667037,0.00041667037,0.00041667037,0.00041667037,0.00041667037,0.00041667037,0.00041667037,0.00041667037,0.00041667037,0.00041667037,0.00041667037
10087618,108,0,0.00052083784,0.00052083784,0.00052083784,0.00052083784,0.00052083784,0.00052083784,0.00052083784,0.00052083784,0.00052083784,0.00052083784,0.00052083784,0.00052083784,0.00052083784,0.96927094,0.00052083784,0.00052083784,0.00052083784,0.00052083784,0.00052083784,0.00052083784,0.00052083784,0.00052083784,0.00052083784,0.00052083784,0.00052083784,0.00052083784,0.00052083784,0.00052083784,0.00052083784,0.00052083784,0.00052083784,0.00052083784,0.00052083784,0.00052083784,0.00052083784,0.00052083784,0.00052083784,0.00052083784,0.00052083784,0.00052083784,0.00052083784,0.00052083784,0.00052083784,0.00052083784,0.00052083784,0.00052083784,0.00052083784,0.00052083784,0.00052083784,0.00052083784,0.00052083784,0.00052083784,0.00052083784,0.00052083784,0.00052083784,0.00052083784,0.00052083784,0.00052083784,0.00052083784,0.00052083784
10100328,108,0,0.8139507,0.00024510702,0.00024510702,0.00024510702,0.00024510702,0.00024510702,0.00024510702,0.00024510702,0.00024510702,0.00024510702,0.00024510702,0.00024510702,0.00024510702,0.00024510702,0.00024510702,0.00024510702,0.00024510702,0.00024510702,0.00024510702,0.00024510702,0.00024510702,0.00024510702,0.00024510702,0.00024510702,0.00024510702,0.00024510702,0.00024510702,0.00024510702,0.00024510702,0.17183161,0.00024510702,0.00024510702,0.00024510702,0.00024510702,0.00024510702,0.00024510702,0.00024510702,0.00024510702,0.00024510702,0.00024510702,0.00024510702,0.00024510702,0.00024510702,0.00024510702,0.00024510702,0.00024510702,0.00024510702,0.00024510702,0.00024510702,0.00024510702,0.00024510702,0.00024510702,0.00024510702,0.00024510702,0.00024510702,0.00024510702,0.00024510702,0.00024510702,0.00024510702,0.00024510702
10320929,108,0,0.00035462272,0.00035462272,0.00035462272,0.00035462272,0.00035462272,0.00035462272,0.00035462272,0.9790776,0.00035462272,0.00035462272,0.00035462272,0.00035462272,0.00035462272,0.00035462272,0.00035462272,0.00035462272,0.00035462272,0.00035462272,0.00035462272,0.00035462272,0.00035462272,0.00035462272,0.00035462272,0.00035462272,0.00035462272,0.00035462272,0.00035462272,0.00035462272,0.00035462272,0.00035462272,0.00035462272,0.00035462272,0.00035462272,0.00035462272,0.00035462272,0.00035462272,0.00035462272,0.00035462272,0.00035462272,0.00035462272,0.00035462272,0.00035462272,0.00035462272,0.00035462272,0.00035462272,0.00035462272,0.00035462272,0.00035462272,0.00035462272,0.00035462272,0.00035462272,0.00035462272,0.00035462272,0.00035462272,0.00035462272,0.00035462272,0.00035462272,0.00035462272,0.00035462272,0.00035462272
