DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14,Topic_15,Topic_16,Topic_17,Topic_18,Topic_19,Topic_20,Topic_21,Topic_22,Topic_23,Topic_24,Topic_25,Topic_26,Topic_27,Topic_28,Topic_29,Topic_30,Topic_31,Topic_32,Topic_33,Topic_34,Topic_35,Topic_36,Topic_37,Topic_38,Topic_39,Topic_40,Topic_41,Topic_42
8042410,108,0,0.00033535893,0.00033535893,0.00033535893,0.00033535893,0.00033535893,0.00033535893,0.00033535893,0.00033535893,0.00033535893,0.00033535893,0.00033535893,0.00033535893,0.00033535893,0.98624957,0.00033535893,0.00033535893,0.00033535893,0.00033535893,0.00033535893,0.00033535893,0.00033535893,0.00033535893,0.00033535893,0.00033535893,0.00033535893,0.00033535893,0.00033535893,0.00033535893,0.00033535893,0.00033535893,0.00033535893,0.00033535893,0.00033535893,0.00033535893,0.00033535893,0.00033535893,0.00033535893,0.00033535893,0.00033535893,0.00033535893,0.00033535893,0.00033535893
8132718,108,0,0.00025330234,0.00025330234,0.00025330234,0.00025330234,0.00025330234,0.00025330234,0.00025330234,0.00025330234,0.00025330234,0.00025330234,0.00025330234,0.00025330234,0.00025330234,0.00025330234,0.00025330234,0.00025330234,0.00025330234,0.00025330234,0.00025330234,0.00025330234,0.00025330234,0.00025330234,0.00025330234,0.00025330234,0.00025330234,0.00025330234,0.00025330234,0.00025330234,0.00025330234,0.00025330234,0.00025330234,0.00025330234,0.00025330234,0.00025330234,0.9896145,0.00025330234,0.00025330234,0.00025330234,0.00025330234,0.00025330234,0.00025330234,0.00025330234
8707050,108,0,0.00041052152,0.00041052152,0.00041052152,0.00041052152,0.00041052152,0.00041052152,0.00041052152,0.00041052152,0.00041052152,0.00041052152,0.00041052152,0.00041052152,0.00041052152,0.00041052152,0.00041052152,0.00041052152,0.00041052152,0.00041052152,0.00041052152,0.00041052152,0.00041052152,0.00041052152,0.00041052152,0.00041052152,0.00041052152,0.00041052152,0.00041052152,0.00041052152,0.00041052152,0.98316824,0.00041052152,0.00041052152,0.00041052152,0.00041052152,0.00041052152,0.00041052152,0.00041052152,0.00041052152,0.00041052152,0.00041052152,0.00041052152,0.00041052152
9175625,108,0,0.00026456313,0.00026456313,0.00026456313,0.9891522,0.00026456313,0.00026456313,0.00026456313,0.00026456313,0.00026456313,0.00026456313,0.00026456313,0.00026456313,0.00026456313,0.00026456313,0.00026456313,0.00026456313,0.00026456313,0.00026456313,0.00026456313,0.00026456313,0.00026456313,0.00026456313,0.00026456313,0.00026456313,0.00026456313,0.00026456313,0.00026456313,0.00026456313,0.00026456313,0.00026456313,0.00026456313,0.00026456313,0.00026456313,0.00026456313,0.00026456313,0.00026456313,0.00026456313,0.00026456313,0.00026456313,0.00026456313,0.00026456313,0.00026456313
9245791,108,0,0.00051763264,0.00051763264,0.00051763264,0.00051763264,0.00051763264,0.00051763264,0.00051763264,0.00051763264,0.00051763264,0.00051763264,0.00051763264,0.00051763264,0.00051763264,0.00051763264,0.00051763264,0.00051763264,0.00051763264,0.00051763264,0.00051763264,0.71408767,0.00051763264,0.00051763264,0.00051763264,0.00051763264,0.00051763264,0.00051763264,0.00051763264,0.00051763264,0.00051763264,0.26520622,0.00051763264,0.00051763264,0.00051763264,0.00051763264,0.00051763264,0.00051763264,0.00051763264,0.00051763264,0.00051763264,0.00051763264,0.00051763264,0.00051763264
9346876,108,0,0.00029764936,0.00029764936,0.15210897,0.00029764936,0.00029764936,0.00029764936,0.00029764936,0.00029764936,0.00029764936,0.00029764936,0.00029764936,0.00029764936,0.00029764936,0.00029764936,0.00029764936,0.00029764936,0.00029764936,0.00029764936,0.00029764936,0.00029764936,0.00029764936,0.00029764936,0.00029764936,0.00029764936,0.00029764936,0.00029764936,0.00029764936,0.00029764936,0.00029764936,0.18404232,0.00029764936,0.00029764936,0.00029764936,0.00029764936,0.00029764936,0.00029764936,0.00029764936,0.00029764936,0.65224034,0.00029764936,0.00029764936,0.00029764936
9352931,108,0,0.00029037503,0.00029037503,0.00029037503,0.00029037503,0.00029037503,0.00029037503,0.00029037503,0.00029037503,0.00029037503,0.00029037503,0.00029037503,0.00029037503,0.00029037503,0.00029037503,0.00029037503,0.00029037503,0.00029037503,0.00029037503,0.00029037503,0.00029037503,0.00029037503,0.00029037503,0.00029037503,0.00029037503,0.86232114,0.00029037503,0.00029037503,0.00029037503,0.00029037503,0.12606353,0.00029037503,0.00029037503,0.00029037503,0.00029037503,0.00029037503,0.00029037503,0.00029037503,0.00029037503,0.00029037503,0.00029037503,0.00029037503,0.00029037503
9591694,108,0,0.00028345655,0.00028345655,0.00028345655,0.00028345655,0.00028345655,0.00028345655,0.00028345655,0.00028345655,0.00028345655,0.00028345655,0.00028345655,0.00028345655,0.00028345655,0.00028345655,0.00028345655,0.00028345655,0.00028345655,0.00028345655,0.00028345655,0.00028345655,0.00028345655,0.00028345655,0.00028345655,0.00028345655,0.00028345655,0.00028345655,0.00028345655,0.00028345655,0.00028345655,0.00028345655,0.00028345655,0.00028345655,0.00028345655,0.00028345655,0.9883781,0.00028345655,0.00028345655,0.00028345655,0.00028345655,0.00028345655,0.00028345655,0.00028345655
10051610,108,0,0.0005537336,0.0005537336,0.0005537336,0.0005537336,0.0005537336,0.0005537336,0.0005537336,0.0005537336,0.0005537336,0.0005537336,0.0005537336,0.0005537336,0.0005537336,0.0005537336,0.0005537336,0.0005537336,0.0005537336,0.0005537336,0.0005537336,0.0005537336,0.0005537336,0.0005537336,0.0005537336,0.0005537336,0.0005537336,0.0005537336,0.0005537336,0.0005537336,0.0005537336,0.0005537336,0.0005537336,0.0005537336,0.0005537336,0.0005537336,0.9772966,0.0005537336,0.0005537336,0.0005537336,0.0005537336,0.0005537336,0.0005537336,0.0005537336
10087618,108,0,0.0007440993,0.0007440993,0.0007440993,0.0007440993,0.0007440993,0.0007440993,0.0007440993,0.0007440993,0.0007440993,0.0007440993,0.0007440993,0.0007440993,0.0007440993,0.0007440993,0.0007440993,0.0007440993,0.0007440993,0.0007440993,0.0007440993,0.0007440993,0.0007440993,0.0007440993,0.0007440993,0.0007440993,0.0007440993,0.0007440993,0.42920128,0.0007440993,0.0007440993,0.54103476,0.0007440993,0.0007440993,0.0007440993,0.0007440993,0.0007440993,0.0007440993,0.0007440993,0.0007440993,0.0007440993,0.0007440993,0.0007440993,0.0007440993
