Topic,Documents
Topic_1,1
Topic_10,3
Topic_11,1
Topic_12,2
Topic_14,4
Topic_16,3
Topic_17,2
Topic_18,4
Topic_19,1
Topic_2,7
Topic_20,4
Topic_22,1
Topic_23,3
Topic_24,2
Topic_26,6
Topic_27,7
Topic_28,1
Topic_29,2
Topic_30,11
Topic_31,4
Topic_32,3
Topic_33,1
Topic_34,2
Topic_36,3
Topic_37,1
Topic_38,5
Topic_39,4
Topic_4,1
Topic_40,2
Topic_42,3
Topic_43,1
Topic_44,1
Topic_45,1
Topic_46,3
Topic_47,1
Topic_48,3
Topic_49,4
Topic_5,3
Topic_50,7
Topic_51,2
Topic_52,8
Topic_53,2
Topic_54,5
Topic_55,4
Topic_56,1
Topic_58,2
Topic_59,2
Topic_6,1
Topic_60,3
Topic_61,1
Topic_62,3
Topic_63,3
Topic_64,1
Topic_65,1
Topic_66,1
Topic_68,1
Topic_69,2
Topic_7,1
Topic_70,8
Topic_71,2
Topic_72,2
Topic_74,13
Topic_75,5
Topic_76,2
Topic_77,2
Topic_79,4
Topic_8,9
Topic_81,2
Topic_82,2
Topic_83,2
Topic_84,11
Topic_87,3
Topic_88,3
Topic_9,8
