DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14,Topic_15,Topic_16,Topic_17,Topic_18,Topic_19,Topic_20,Topic_21,Topic_22,Topic_23,Topic_24,Topic_25,Topic_26,Topic_27,Topic_28,Topic_29,Topic_30,Topic_31,Topic_32,Topic_33,Topic_34,Topic_35,Topic_36,Topic_37,Topic_38,Topic_39,Topic_40,Topic_41,Topic_42,Topic_43,Topic_44,Topic_45
8042410,108,0,0.00031300762,0.00031300762,0.00031300762,0.00031300762,0.00031300762,0.00031300762,0.00031300762,0.00031300762,0.00031300762,0.00031300762,0.00031300762,0.00031300762,0.00031300762,0.00031300762,0.00031300762,0.00031300762,0.00031300762,0.00031300762,0.00031300762,0.00031300762,0.00031300762,0.9862269,0.00031300762,0.00031300762,0.00031300762,0.00031300762,0.00031300762,0.00031300762,0.00031300762,0.00031300762,0.00031300762,0.00031300762,0.00031300762,0.00031300762,0.00031300762,0.00031300762,0.00031300762,0.00031300762,0.00031300762,0.00031300762,0.00031300762,0.00031300762,0.00031300762,0.00031300762,0.00031300762
8132718,108,0,0.00023641712,0.039216064,0.00023641712,0.00023641712,0.00023641712,0.00023641712,0.00023641712,0.00023641712,0.00023641712,0.00023641712,0.9506172,0.00023641712,0.00023641712,0.00023641712,0.00023641712,0.00023641712,0.00023641712,0.00023641712,0.00023641712,0.00023641712,0.00023641712,0.00023641712,0.00023641712,0.00023641712,0.00023641712,0.00023641712,0.00023641712,0.00023641712,0.00023641712,0.00023641712,0.00023641712,0.00023641712,0.00023641712,0.00023641712,0.00023641712,0.00023641712,0.00023641712,0.00023641712,0.00023641712,0.00023641712,0.00023641712,0.00023641712,0.00023641712,0.00023641712,0.00023641712
8707050,108,0,0.000383182,0.000383182,0.000383182,0.000383182,0.000383182,0.000383182,0.000383182,0.000383182,0.000383182,0.000383182,0.000383182,0.000383182,0.000383182,0.000383182,0.000383182,0.000383182,0.39521557,0.000383182,0.000383182,0.000383182,0.000383182,0.000383182,0.000383182,0.000383182,0.000383182,0.000383182,0.000383182,0.000383182,0.000383182,0.000383182,0.000383182,0.000383182,0.000383182,0.000383182,0.000383182,0.000383182,0.000383182,0.000383182,0.000383182,0.000383182,0.000383182,0.000383182,0.58830756,0.000383182,0.000383182
9175625,108,0,0.00024692604,0.00024692604,0.00024692604,0.00024692604,0.00024692604,0.00024692604,0.00024692604,0.00024692604,0.00024692604,0.00024692604,0.00024692604,0.00024692604,0.00024692604,0.00024692604,0.00024692604,0.00024692604,0.00024692604,0.00024692604,0.00024692604,0.00024692604,0.00024692604,0.00024692604,0.00024692604,0.00024692604,0.00024692604,0.00024692604,0.00024692604,0.00024692604,0.00024692604,0.00024692604,0.00024692604,0.00024692604,0.00024692604,0.00024692604,0.00024692604,0.00024692604,0.00024692604,0.00024692604,0.00024692604,0.00024692604,0.00024692604,0.00024692604,0.9891352,0.00024692604,0.00024692604
9245791,108,0,0.00048312364,0.00048312364,0.00048312364,0.00048312364,0.00048312364,0.00048312364,0.00048312364,0.00048312364,0.00048312364,0.00048312364,0.00048312364,0.00048312364,0.00048312364,0.00048312364,0.00048312364,0.00048312364,0.00048312364,0.00048312364,0.00048312364,0.00048312364,0.00048312364,0.00048312364,0.00048312364,0.00048312364,0.00048312364,0.00048312364,0.00048312364,0.00048312364,0.00048312364,0.00048312364,0.00048312364,0.00048312364,0.00048312364,0.00048312364,0.00048312364,0.00048312364,0.00048312364,0.00048312364,0.00048312364,0.00048312364,0.00048312364,0.7553263,0.22389948,0.00048312364,0.00048312364
9346876,108,0,0.00027778844,0.00027778844,0.00027778844,0.00027778844,0.00027778844,0.9877762,0.00027778844,0.00027778844,0.00027778844,0.00027778844,0.00027778844,0.00027778844,0.00027778844,0.00027778844,0.00027778844,0.00027778844,0.00027778844,0.00027778844,0.00027778844,0.00027778844,0.00027778844,0.00027778844,0.00027778844,0.00027778844,0.00027778844,0.00027778844,0.00027778844,0.00027778844,0.00027778844,0.00027778844,0.00027778844,0.00027778844,0.00027778844,0.00027778844,0.00027778844,0.00027778844,0.00027778844,0.00027778844,0.00027778844,0.00027778844,0.00027778844,0.00027778844,0.00027778844,0.00027778844,0.00027778844
9352931,108,0,0.00027102014,0.00027102014,0.00027102014,0.00027102014,0.00027102014,0.00027102014,0.00027102014,0.00027102014,0.00027102014,0.00027102014,0.00027102014,0.00027102014,0.00027102014,0.00027102014,0.00027102014,0.00027102014,0.00027102014,0.00027102014,0.00027102014,0.00027102014,0.00027102014,0.00027102014,0.9880745,0.00027102014,0.00027102014,0.00027102014,0.00027102014,0.00027102014,0.00027102014,0.00027102014,0.00027102014,0.00027102014,0.00027102014,0.00027102014,0.00027102014,0.00027102014,0.00027102014,0.00027102014,0.00027102014,0.00027102014,0.00027102014,0.00027102014,0.00027102014,0.00027102014,0.00027102014
9591694,108,0,0.00026455888,0.00026455888,0.00026455888,0.00026455888,0.00026455888,0.00026455888,0.00026455888,0.00026455888,0.00026455888,0.00026455888,0.00026455888,0.00026455888,0.00026455888,0.00026455888,0.00026455888,0.00026455888,0.00026455888,0.00026455888,0.00026455888,0.00026455888,0.00026455888,0.00026455888,0.00026455888,0.00026455888,0.00026455888,0.00026455888,0.00026455888,0.00026455888,0.00026455888,0.00026455888,0.00026455888,0.00026455888,0.00026455888,0.00026455888,0.98835915,0.00026455888,0.00026455888,0.00026455888,0.00026455888,0.00026455888,0.00026455888,0.00026455888,0.00026455888,0.00026455888,0.00026455888
10051610,108,0,0.0005168167,0.0005168167,0.0005168167,0.0005168167,0.0005168167,0.0005168167,0.0005168167,0.0005168167,0.0005168167,0.0005168167,0.0005168167,0.0005168167,0.0005168167,0.0005168167,0.0005168167,0.0005168167,0.0005168167,0.0005168167,0.0005168167,0.0005168167,0.0005168167,0.0005168167,0.0005168167,0.0005168167,0.0005168167,0.0005168167,0.0005168167,0.0005168167,0.0005168167,0.0005168167,0.0005168167,0.0005168167,0.0005168167,0.0005168167,0.9772605,0.0005168167,0.0005168167,0.0005168167,0.0005168167,0.0005168167,0.0005168167,0.0005168167,0.0005168167,0.0005168167,0.0005168167
10087618,108,0,0.0006944643,0.0006944643,0.0006944643,0.0006944643,0.0006944643,0.0006944643,0.0006944643,0.0006944643,0.0006944643,0.0006944643,0.0006944643,0.0006944643,0.0006944643,0.0006944643,0.0006944643,0.0006944643,0.0006944643,0.0006944643,0.0006944643,0.0006944643,0.0006944643,0.0006944643,0.0006944643,0.0006944643,0.9694434,0.0006944643,0.0006944643,0.0006944643,0.0006944643,0.0006944643,0.0006944643,0.0006944643,0.0006944643,0.0006944643,0.0006944643,0.0006944643,0.0006944643,0.0006944643,0.0006944643,0.0006944643,0.0006944643,0.0006944643,0.0006944643,0.0006944643,0.0006944643
10100328,108,0,0.00030031792,0.00030031792,0.00030031792,0.9867848,0.00030031792,0.00030031792,0.00030031792,0.00030031792,0.00030031792,0.00030031792,0.00030031792,0.00030031792,0.00030031792,0.00030031792,0.00030031792,0.00030031792,0.00030031792,0.00030031792,0.00030031792,0.00030031792,0.00030031792,0.00030031792,0.00030031792,0.00030031792,0.00030031792,0.00030031792,0.00030031792,0.00030031792,0.00030031792,0.00030031792,0.00030031792,0.00030031792,0.00030031792,0.00030031792,0.00030031792,0.00030031792,0.00030031792,0.00030031792,0.00030031792,0.00030031792,0.00030031792,0.00030031792,0.00030031792,0.00030031792,0.00030031792
