Topic,Documents
Topic_1,2
Topic_10,1
Topic_11,22
Topic_12,1
Topic_13,4
Topic_14,1
Topic_15,4
Topic_16,1
Topic_17,7
Topic_18,5
Topic_19,3
Topic_2,1
Topic_20,2
Topic_21,3
Topic_22,3
Topic_23,3
Topic_24,5
Topic_25,1
Topic_26,11
Topic_27,1
Topic_28,7
Topic_29,3
Topic_3,3
Topic_30,3
Topic_31,6
Topic_32,3
Topic_33,3
Topic_34,2
Topic_35,5
Topic_36,8
Topic_37,5
Topic_38,3
Topic_39,3
Topic_4,7
Topic_40,5
Topic_41,4
Topic_42,11
Topic_44,3
Topic_46,1
Topic_47,3
Topic_48,3
Topic_49,10
Topic_5,2
Topic_50,4
Topic_51,3
Topic_52,3
Topic_53,1
Topic_55,10
Topic_56,4
Topic_58,3
Topic_59,3
Topic_6,10
Topic_60,1
Topic_61,2
Topic_7,9
Topic_8,1
Topic_9,2
