DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14,Topic_15,Topic_16,Topic_17,Topic_18,Topic_19,Topic_20,Topic_21,Topic_22,Topic_23,Topic_24,Topic_25,Topic_26,Topic_27,Topic_28,Topic_29,Topic_30,Topic_31,Topic_32,Topic_33,Topic_34,Topic_35,Topic_36,Topic_37,Topic_38,Topic_39,Topic_40,Topic_41,Topic_42,Topic_43,Topic_44,Topic_45,Topic_46,Topic_47,Topic_48,Topic_49,Topic_50,Topic_51,Topic_52,Topic_53,Topic_54,Topic_55,Topic_56,Topic_57,Topic_58,Topic_59,Topic_60,Topic_61,Topic_62,Topic_63,Topic_64,Topic_65,Topic_66,Topic_67,Topic_68,Topic_69,Topic_70,Topic_71,Topic_72,Topic_73,Topic_74,Topic_75,Topic_76,Topic_77,Topic_78,Topic_79,Topic_80,Topic_81
8042410,108,0,0.00018705812,0.00018705812,0.00018705812,0.00018705812,0.00018705812,0.00018705812,0.00018705812,0.00018705812,0.00018705812,0.00018705812,0.00018705812,0.00018705812,0.00018705812,0.00018705812,0.00018705812,0.00018705812,0.00018705812,0.00018705812,0.00018705812,0.00018705812,0.00018705812,0.00018705812,0.00018705812,0.00018705812,0.00018705812,0.00018705812,0.00018705812,0.00018705812,0.00018705812,0.00018705812,0.00018705812,0.00018705812,0.00018705812,0.00018705812,0.00018705812,0.00018705812,0.00018705812,0.00018705812,0.00018705812,0.00018705812,0.00018705812,0.00018705812,0.00018705812,0.00018705812,0.00018705812,0.00018705812,0.00018705812,0.00018705812,0.00018705812,0.00018705812,0.00018705812,0.00018705812,0.00018705812,0.00018705812,0.00018705812,0.00018705812,0.00018705812,0.00018705812,0.00018705812,0.00018705812,0.00018705812,0.98503566,0.00018705812,0.00018705812,0.00018705812,0.00018705812,0.00018705812,0.00018705812,0.00018705812,0.00018705812,0.00018705812,0.00018705812,0.00018705812,0.00018705812,0.00018705812,0.00018705812,0.00018705812,0.00018705812,0.00018705812,0.00018705812,0.00018705812
8132718,108,0,0.00013134052,0.9894939,0.00013134052,0.00013134052,0.00013134052,0.00013134052,0.00013134052,0.00013134052,0.00013134052,0.00013134052,0.00013134052,0.00013134052,0.00013134052,0.00013134052,0.00013134052,0.00013134052,0.00013134052,0.00013134052,0.00013134052,0.00013134052,0.00013134052,0.00013134052,0.00013134052,0.00013134052,0.00013134052,0.00013134052,0.00013134052,0.00013134052,0.00013134052,0.00013134052,0.00013134052,0.00013134052,0.00013134052,0.00013134052,0.00013134052,0.00013134052,0.00013134052,0.00013134052,0.00013134052,0.00013134052,0.00013134052,0.00013134052,0.00013134052,0.00013134052,0.00013134052,0.00013134052,0.00013134052,0.00013134052,0.00013134052,0.00013134052,0.00013134052,0.00013134052,0.00013134052,0.00013134052,0.00013134052,0.00013134052,0.00013134052,0.00013134052,0.00013134052,0.00013134052,0.00013134052,0.00013134052,0.00013134052,0.00013134052,0.00013134052,0.00013134052,0.00013134052,0.00013134052,0.00013134052,0.00013134052,0.00013134052,0.00013134052,0.00013134052,0.00013134052,0.00013134052,0.00013134052,0.00013134052,0.00013134052,0.00013134052,0.00013134052,0.00013134052
8673465,108,0,0.00014029573,0.00014029573,0.00014029573,0.00014029573,0.00014029573,0.00014029573,0.00014029573,0.00014029573,0.00014029573,0.00014029573,0.00014029573,0.00014029573,0.00014029573,0.00014029573,0.00014029573,0.00014029573,0.00014029573,0.9887773,0.00014029573,0.00014029573,0.00014029573,0.00014029573,0.00014029573,0.00014029573,0.00014029573,0.00014029573,0.00014029573,0.00014029573,0.00014029573,0.00014029573,0.00014029573,0.00014029573,0.00014029573,0.00014029573,0.00014029573,0.00014029573,0.00014029573,0.00014029573,0.00014029573,0.00014029573,0.00014029573,0.00014029573,0.00014029573,0.00014029573,0.00014029573,0.00014029573,0.00014029573,0.00014029573,0.00014029573,0.00014029573,0.00014029573,0.00014029573,0.00014029573,0.00014029573,0.00014029573,0.00014029573,0.00014029573,0.00014029573,0.00014029573,0.00014029573,0.00014029573,0.00014029573,0.00014029573,0.00014029573,0.00014029573,0.00014029573,0.00014029573,0.00014029573,0.00014029573,0.00014029573,0.00014029573,0.00014029573,0.00014029573,0.00014029573,0.00014029573,0.00014029573,0.00014029573,0.00014029573,0.00014029573,0.00014029573,0.00014029573
8707050,108,0,0.0002128679,0.0002128679,0.5894205,0.0002128679,0.0002128679,0.0002128679,0.0002128679,0.0002128679,0.0002128679,0.0002128679,0.0002128679,0.0002128679,0.0002128679,0.0002128679,0.39376464,0.0002128679,0.0002128679,0.0002128679,0.0002128679,0.0002128679,0.0002128679,0.0002128679,0.0002128679,0.0002128679,0.0002128679,0.0002128679,0.0002128679,0.0002128679,0.0002128679,0.0002128679,0.0002128679,0.0002128679,0.0002128679,0.0002128679,0.0002128679,0.0002128679,0.0002128679,0.0002128679,0.0002128679,0.0002128679,0.0002128679,0.0002128679,0.0002128679,0.0002128679,0.0002128679,0.0002128679,0.0002128679,0.0002128679,0.0002128679,0.0002128679,0.0002128679,0.0002128679,0.0002128679,0.0002128679,0.0002128679,0.0002128679,0.0002128679,0.0002128679,0.0002128679,0.0002128679,0.0002128679,0.0002128679,0.0002128679,0.0002128679,0.0002128679,0.0002128679,0.0002128679,0.0002128679,0.0002128679,0.0002128679,0.0002128679,0.0002128679,0.0002128679,0.0002128679,0.0002128679,0.0002128679,0.0002128679,0.0002128679,0.0002128679,0.0002128679,0.0002128679
9175625,108,0,0.00014030207,0.00014030207,0.00014030207,0.00014030207,0.00014030207,0.00014030207,0.00014030207,0.00014030207,0.00014030207,0.00014030207,0.00014030207,0.00014030207,0.00014030207,0.00014030207,0.12212236,0.00014030207,0.00014030207,0.00014030207,0.00014030207,0.00014030207,0.00014030207,0.00014030207,0.00014030207,0.00014030207,0.00014030207,0.00014030207,0.00014030207,0.00014030207,0.00014030207,0.00014030207,0.00014030207,0.00014030207,0.00014030207,0.00014030207,0.00014030207,0.00014030207,0.00014030207,0.00014030207,0.00014030207,0.00014030207,0.00014030207,0.00014030207,0.00014030207,0.00014030207,0.00014030207,0.00014030207,0.00014030207,0.00014030207,0.00014030207,0.00014030207,0.00014030207,0.00014030207,0.00014030207,0.00014030207,0.00014030207,0.00014030207,0.00014030207,0.00014030207,0.00014030207,0.00014030207,0.15133671,0.00014030207,0.00014030207,0.00014030207,0.00014030207,0.7155977,0.00014030207,0.00014030207,0.00014030207,0.00014030207,0.00014030207,0.00014030207,0.00014030207,0.00014030207,0.00014030207,0.00014030207,0.00014030207,0.00014030207,0.00014030207,0.00014030207,0.00014030207
9245791,108,0,0.0002805872,0.0002805872,0.0002805872,0.0002805872,0.0002805872,0.0002805872,0.0002805872,0.0002805872,0.0002805872,0.0002805872,0.0002805872,0.0002805872,0.0002805872,0.0002805872,0.0002805872,0.0002805872,0.0002805872,0.0002805872,0.0002805872,0.0002805872,0.0002805872,0.0002805872,0.0002805872,0.0002805872,0.0002805872,0.0002805872,0.0002805872,0.0002805872,0.0002805872,0.0002805872,0.0002805872,0.0002805872,0.0002805872,0.0002805872,0.0002805872,0.0002805872,0.0002805872,0.0002805872,0.0002805872,0.0002805872,0.0002805872,0.0002805872,0.0002805872,0.0002805872,0.0002805872,0.0002805872,0.0002805872,0.0002805872,0.0002805872,0.0002805872,0.0002805872,0.0002805872,0.0002805872,0.0002805872,0.0002805872,0.0002805872,0.0002805872,0.0002805872,0.0002805872,0.0002805872,0.9775536,0.0002805872,0.0002805872,0.0002805872,0.0002805872,0.0002805872,0.0002805872,0.0002805872,0.0002805872,0.0002805872,0.0002805872,0.0002805872,0.0002805872,0.0002805872,0.0002805872,0.0002805872,0.0002805872,0.0002805872,0.0002805872,0.0002805872,0.0002805872
9346876,108,0,0.00014524604,0.00014524604,0.00014524604,0.00014524604,0.00014524604,0.00014524604,0.00014524604,0.00014524604,0.00014524604,0.00014524604,0.00014524604,0.00014524604,0.00014524604,0.00014524604,0.00014524604,0.00014524604,0.00014524604,0.00014524604,0.00014524604,0.00014524604,0.00014524604,0.00014524604,0.00014524604,0.00014524604,0.00014524604,0.00014524604,0.00014524604,0.00014524604,0.00014524604,0.00014524604,0.00014524604,0.00014524604,0.00014524604,0.00014524604,0.00014524604,0.00014524604,0.00014524604,0.00014524604,0.00014524604,0.00014524604,0.00014524604,0.00014524604,0.00014524604,0.00014524604,0.00014524604,0.00014524604,0.00014524604,0.00014524604,0.00014524604,0.00014524604,0.00014524604,0.00014524604,0.00014524604,0.00014524604,0.00014524604,0.00014524604,0.00014524604,0.00014524604,0.00014524604,0.00014524604,0.00014524604,0.00014524604,0.00014524604,0.00014524604,0.00014524604,0.00014524604,0.00014524604,0.00014524604,0.00014524604,0.00014524604,0.00014524604,0.00014524604,0.9883805,0.00014524604,0.00014524604,0.00014524604,0.00014524604,0.00014524604,0.00014524604,0.00014524604,0.00014524604
9352931,108,0,0.00015628034,0.00015628034,0.96277535,0.00015628034,0.00015628034,0.00015628034,0.00015628034,0.00015628034,0.00015628034,0.00015628034,0.00015628034,0.00015628034,0.00015628034,0.00015628034,0.00015628034,0.00015628034,0.00015628034,0.00015628034,0.00015628034,0.00015628034,0.00015628034,0.00015628034,0.00015628034,0.00015628034,0.00015628034,0.00015628034,0.00015628034,0.00015628034,0.00015628034,0.00015628034,0.00015628034,0.00015628034,0.00015628034,0.00015628034,0.00015628034,0.00015628034,0.00015628034,0.00015628034,0.00015628034,0.00015628034,0.00015628034,0.00015628034,0.00015628034,0.00015628034,0.00015628034,0.00015628034,0.00015628034,0.00015628034,0.00015628034,0.00015628034,0.00015628034,0.00015628034,0.00015628034,0.00015628034,0.00015628034,0.00015628034,0.00015628034,0.00015628034,0.00015628034,0.00015628034,0.00015628034,0.024879834,0.00015628034,0.00015628034,0.00015628034,0.00015628034,0.00015628034,0.00015628034,0.00015628034,0.00015628034,0.00015628034,0.00015628034,0.00015628034,0.00015628034,0.00015628034,0.00015628034,0.00015628034,0.00015628034,0.00015628034,0.00015628034,0.00015628034
9591694,108,0,0.00013275685,0.00013275685,0.48885503,0.00013275685,0.00013275685,0.00013275685,0.00013275685,0.00013275685,0.00013275685,0.00013275685,0.00013275685,0.00013275685,0.00013275685,0.00013275685,0.00013275688,0.00013275685,0.00013275685,0.00013275685,0.00013275685,0.00013275685,0.00013275685,0.00013275685,0.00013275685,0.00013275685,0.00013275685,0.00013275685,0.00013275685,0.00013275685,0.00013275685,0.00013275685,0.00013275685,0.00013275685,0.00013275685,0.00013275685,0.00013275685,0.00013275685,0.00013275685,0.00013275685,0.00013275685,0.00013275685,0.00013275685,0.00013275685,0.00013275685,0.00013275685,0.00013275685,0.00013275685,0.00013275685,0.00013275685,0.00013275685,0.00013275685,0.00013275685,0.00013275685,0.00013275685,0.00013275685,0.00013275685,0.00013275685,0.00013275685,0.00013275685,0.00013275685,0.00013275685,0.00013275685,0.00013275685,0.00013275685,0.00013275685,0.00013275685,0.00013275685,0.00013275685,0.00013275685,0.00013275685,0.00013275685,0.00013275685,0.00013275685,0.00013275685,0.00013275685,0.00013275685,0.00013275685,0.00013275685,0.00013275685,0.5006583,0.00013275685,0.00013275685
10100328,108,0,0.00017389042,0.00017389042,0.00017389042,0.00017389042,0.00017389042,0.00017389042,0.00017389042,0.00017389042,0.00017389042,0.00017389042,0.00017389042,0.00017389042,0.00017389042,0.00017389042,0.12950249,0.00017389042,0.00017389042,0.00017389042,0.00017389042,0.00017389042,0.00017389042,0.00017389042,0.00017389042,0.00017389042,0.00017389042,0.00017389042,0.00017389042,0.00017389042,0.00017389042,0.00017389042,0.00017389042,0.00017389042,0.00017389042,0.00017389042,0.00017389042,0.00017389042,0.00017389042,0.00017389042,0.00017389042,0.00017389042,0.00017389042,0.00017389042,0.00017389042,0.00017389042,0.5821595,0.00017389042,0.00017389042,0.00017389042,0.00017389042,0.27477533,0.00017389042,0.00017389042,0.00017389042,0.00017389042,0.00017389042,0.00017389042,0.00017389042,0.00017389042,0.00017389042,0.00017389042,0.00017389042,0.00017389042,0.00017389042,0.00017389042,0.00017389042,0.00017389042,0.00017389042,0.00017389042,0.00017389042,0.00017389042,0.00017389042,0.00017389042,0.00017389042,0.00017389042,0.00017389042,0.00017389042,0.00017389042,0.00017389042,0.00017389042,0.00017389042,0.00017389042
