Topic,Documents
Topic_1,7
Topic_10,2
Topic_11,1
Topic_12,9
Topic_13,6
Topic_14,2
Topic_15,2
Topic_18,3
Topic_19,7
Topic_2,3
Topic_21,2
Topic_22,4
Topic_23,2
Topic_24,3
Topic_26,3
Topic_27,3
Topic_29,3
Topic_3,6
Topic_31,5
Topic_32,1
Topic_33,1
Topic_34,2
Topic_35,5
Topic_36,9
Topic_37,2
Topic_38,5
Topic_39,1
Topic_40,4
Topic_41,1
Topic_42,3
Topic_43,3
Topic_44,3
Topic_45,4
Topic_46,1
Topic_47,1
Topic_49,5
Topic_5,1
Topic_50,2
Topic_51,3
Topic_52,6
Topic_53,2
Topic_54,4
Topic_55,2
Topic_56,1
Topic_57,7
Topic_58,3
Topic_59,6
Topic_6,3
Topic_60,2
Topic_61,2
Topic_62,1
Topic_63,1
Topic_64,5
Topic_65,4
Topic_66,7
Topic_67,1
Topic_68,2
Topic_69,1
Topic_7,5
Topic_70,8
Topic_71,4
Topic_72,4
Topic_73,1
Topic_75,4
Topic_76,3
Topic_77,6
Topic_78,3
Topic_79,3
Topic_8,2
Topic_80,2
Topic_81,1
Topic_9,4
