Topic,Documents
Topic_1,6
Topic_10,4
Topic_11,2
Topic_12,5
Topic_13,2
Topic_15,2
Topic_16,5
Topic_17,5
Topic_18,2
Topic_19,13
Topic_2,4
Topic_20,2
Topic_21,1
Topic_22,6
Topic_23,2
Topic_24,2
Topic_26,2
Topic_27,2
Topic_28,2
Topic_29,6
Topic_3,6
Topic_30,3
Topic_31,7
Topic_32,4
Topic_33,1
Topic_34,2
Topic_35,4
Topic_36,5
Topic_37,1
Topic_38,2
Topic_4,4
Topic_40,7
Topic_42,2
Topic_43,2
Topic_45,7
Topic_46,5
Topic_48,3
Topic_49,10
Topic_5,2
Topic_50,1
Topic_51,2
Topic_52,5
Topic_54,1
Topic_55,1
Topic_56,3
Topic_57,11
Topic_58,7
Topic_59,12
Topic_6,6
Topic_60,5
Topic_61,3
Topic_62,2
Topic_63,3
Topic_64,4
Topic_65,2
Topic_66,9
Topic_7,4
Topic_8,2
Topic_9,5
