Topic,Documents
Topic_1,5
Topic_10,5
Topic_11,2
Topic_12,6
Topic_13,5
Topic_14,2
Topic_15,1
Topic_16,2
Topic_17,4
Topic_18,1
Topic_19,3
Topic_20,2
Topic_22,3
Topic_23,1
Topic_24,2
Topic_26,5
Topic_27,3
Topic_29,2
Topic_3,5
Topic_30,1
Topic_31,4
Topic_32,1
Topic_33,1
Topic_34,3
Topic_35,5
Topic_36,5
Topic_37,3
Topic_38,1
Topic_4,2
Topic_40,7
Topic_44,2
Topic_45,5
Topic_46,1
Topic_49,3
Topic_50,2
Topic_51,3
Topic_52,4
Topic_53,1
Topic_54,1
Topic_56,5
Topic_57,7
Topic_58,4
Topic_59,7
Topic_6,2
Topic_60,3
Topic_61,2
Topic_62,3
Topic_63,1
Topic_64,2
Topic_65,5
Topic_66,6
Topic_67,3
Topic_68,3
Topic_69,2
Topic_7,3
Topic_70,6
Topic_71,1
Topic_72,2
Topic_73,4
Topic_74,1
Topic_75,2
Topic_76,1
Topic_78,3
Topic_79,2
Topic_8,1
Topic_80,1
Topic_81,1
Topic_82,2
Topic_83,7
Topic_84,1
Topic_85,1
Topic_86,1
Topic_87,1
Topic_88,4
Topic_89,1
Topic_9,1
Topic_90,4
Topic_91,3
Topic_92,2
Topic_93,4
Topic_94,5
Topic_95,3
Topic_98,3
