DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14,Topic_15,Topic_16,Topic_17,Topic_18,Topic_19,Topic_20,Topic_21,Topic_22,Topic_23,Topic_24,Topic_25,Topic_26,Topic_27,Topic_28,Topic_29,Topic_30,Topic_31,Topic_32,Topic_33,Topic_34,Topic_35,Topic_36,Topic_37,Topic_38,Topic_39,Topic_40,Topic_41,Topic_42,Topic_43,Topic_44,Topic_45,Topic_46,Topic_47,Topic_48,Topic_49,Topic_50,Topic_51,Topic_52,Topic_53,Topic_54,Topic_55,Topic_56,Topic_57,Topic_58,Topic_59,Topic_60,Topic_61,Topic_62,Topic_63,Topic_64,Topic_65,Topic_66,Topic_67,Topic_68,Topic_69,Topic_70,Topic_71,Topic_72,Topic_73,Topic_74,Topic_75
8042410,108,0,0.00018780185,0.00018780185,0.00018780185,0.00018780185,0.00018780185,0.00018780185,0.00018780185,0.00018780185,0.00018780185,0.00018780185,0.00018780185,0.00018780185,0.00018780185,0.00018780185,0.00018780185,0.00018780185,0.00018780185,0.9861003,0.00018780185,0.00018780185,0.00018780185,0.00018780185,0.00018780185,0.00018780185,0.00018780185,0.00018780185,0.00018780185,0.00018780185,0.00018780185,0.00018780185,0.00018780185,0.00018780185,0.00018780185,0.00018780185,0.00018780185,0.00018780185,0.00018780185,0.00018780185,0.00018780185,0.00018780185,0.00018780185,0.00018780185,0.00018780185,0.00018780185,0.00018780185,0.00018780185,0.00018780185,0.00018780185,0.00018780185,0.00018780185,0.00018780185,0.00018780185,0.00018780185,0.00018780185,0.00018780185,0.00018780185,0.00018780185,0.00018780185,0.00018780185,0.00018780185,0.00018780185,0.00018780185,0.00018780185,0.00018780185,0.00018780185,0.00018780185,0.00018780185,0.00018780185,0.00018780185,0.00018780185,0.00018780185,0.00018780185,0.00018780185,0.00018780185,0.00018780185
8132718,108,0,0.00014815204,0.00014815204,0.00014815204,0.00014815204,0.00014815204,0.00014815204,0.00014815204,0.00014815204,0.00014815204,0.00014815204,0.00014815204,0.00014815204,0.00014815204,0.00014815204,0.00014815204,0.00014815204,0.00014815204,0.00014815204,0.00014815204,0.00014815204,0.00014815204,0.00014815204,0.00014815204,0.00014815204,0.00014815204,0.00014815204,0.00014815204,0.00014815204,0.00014815204,0.00014815204,0.00014815204,0.00014815204,0.00014815204,0.00014815204,0.00014815204,0.00014815204,0.00014815204,0.00014815204,0.00014815204,0.00014815204,0.00014815204,0.00014815204,0.9890358,0.00014815204,0.00014815204,0.00014815204,0.00014815204,0.00014815204,0.00014815204,0.00014815204,0.00014815204,0.00014815204,0.00014815204,0.00014815204,0.00014815204,0.00014815204,0.00014815204,0.00014815204,0.00014815204,0.00014815204,0.00014815204,0.00014815204,0.00014815204,0.00014815204,0.00014815204,0.00014815204,0.00014815204,0.00014815204,0.00014815204,0.00014815204,0.00014815204,0.00014815204,0.00014815204,0.00014815204,0.00014815204
8673465,108,0,0.00014981565,0.00014981565,0.00014981565,0.00014981565,0.00014981565,0.00014981565,0.00014981565,0.00014981565,0.00014981565,0.00014981565,0.00014981565,0.00014981565,0.00014981565,0.00014981565,0.00014981565,0.00014981565,0.00014981565,0.00014981565,0.00014981565,0.00014981565,0.00014981565,0.00014981565,0.00014981565,0.00014981565,0.00014981565,0.00014981565,0.00014981565,0.00014981565,0.00014981565,0.00014981565,0.00014981565,0.00014981565,0.00014981565,0.00014981565,0.00014981565,0.00014981565,0.9889124,0.00014981565,0.00014981565,0.00014981565,0.00014981565,0.00014981565,0.00014981565,0.00014981565,0.00014981565,0.00014981565,0.00014981565,0.00014981565,0.00014981565,0.00014981565,0.00014981565,0.00014981565,0.00014981565,0.00014981565,0.00014981565,0.00014981565,0.00014981565,0.00014981565,0.00014981565,0.00014981565,0.00014981565,0.00014981565,0.00014981565,0.00014981565,0.00014981565,0.00014981565,0.00014981565,0.00014981565,0.00014981565,0.00014981565,0.00014981565,0.00014981565,0.00014981565,0.00014981565,0.00014981565
8707050,108,0,0.0002339257,0.0002339257,0.0002339257,0.0002339257,0.0002339257,0.0002339257,0.0002339257,0.0002339257,0.0002339257,0.0002339257,0.0002339257,0.0002339257,0.0002339257,0.0002339257,0.0002339257,0.0002339257,0.0002339257,0.0002339257,0.0002339257,0.0002339257,0.0002339257,0.0002339257,0.0002339257,0.0002339257,0.0002339257,0.0002339257,0.0002339257,0.0002339257,0.0002339257,0.0002339257,0.0002339257,0.0002339257,0.0002339257,0.0002339257,0.0002339257,0.0002339257,0.0002339257,0.0002339257,0.0002339257,0.0002339257,0.0002339257,0.0002339257,0.0002339257,0.0002339257,0.0002339257,0.0002339257,0.0002339257,0.0002339257,0.98269,0.0002339257,0.0002339257,0.0002339257,0.0002339257,0.0002339257,0.0002339257,0.0002339257,0.0002339257,0.0002339257,0.0002339257,0.0002339257,0.0002339257,0.0002339257,0.0002339257,0.0002339257,0.0002339257,0.0002339257,0.0002339257,0.0002339257,0.0002339257,0.0002339257,0.0002339257,0.0002339257,0.0002339257,0.0002339257,0.0002339257
9346876,108,0,0.00016260686,0.00016260686,0.00016260686,0.00016260686,0.00016260686,0.00016260686,0.00016260686,0.00016260686,0.00016260686,0.9879648,0.00016260686,0.00016260686,0.00016260686,0.00016260686,0.00016260686,0.00016260686,0.00016260686,0.00016260686,0.00016260686,0.00016260686,0.00016260686,0.00016260686,0.00016260686,0.00016260686,0.00016260686,0.00016260686,0.00016260686,0.00016260686,0.00016260686,0.00016260686,0.00016260686,0.00016260686,0.00016260686,0.00016260686,0.00016260686,0.00016260686,0.00016260686,0.00016260686,0.00016260686,0.00016260686,0.00016260686,0.00016260686,0.00016260686,0.00016260686,0.00016260686,0.00016260686,0.00016260686,0.00016260686,0.00016260686,0.00016260686,0.00016260686,0.00016260686,0.00016260686,0.00016260686,0.00016260686,0.00016260686,0.00016260686,0.00016260686,0.00016260686,0.00016260686,0.00016260686,0.00016260686,0.00016260686,0.00016260686,0.00016260686,0.00016260686,0.00016260686,0.00016260686,0.00016260686,0.00016260686,0.00016260686,0.00016260686,0.00016260686,0.00016260686,0.00016260686
9352931,108,0,0.0001646121,0.0001646121,0.0001646121,0.0001646121,0.0001646121,0.0001646121,0.0001646121,0.0001646121,0.0001646121,0.0001646121,0.0001646121,0.0001646121,0.0001646121,0.0001646121,0.0001646121,0.0001646121,0.0001646121,0.0001646121,0.0001646121,0.0001646121,0.0001646121,0.0001646121,0.0001646121,0.0001646121,0.0001646121,0.0001646121,0.0001646121,0.0001646121,0.0001646121,0.0001646121,0.0001646121,0.0001646121,0.0001646121,0.0001646121,0.0001646121,0.0001646121,0.0001646121,0.0001646121,0.0001646121,0.9878175,0.0001646121,0.0001646121,0.0001646121,0.0001646121,0.0001646121,0.0001646121,0.0001646121,0.0001646121,0.0001646121,0.0001646121,0.0001646121,0.0001646121,0.0001646121,0.0001646121,0.0001646121,0.0001646121,0.0001646121,0.0001646121,0.0001646121,0.0001646121,0.0001646121,0.0001646121,0.0001646121,0.0001646121,0.0001646121,0.0001646121,0.0001646121,0.0001646121,0.0001646121,0.0001646121,0.0001646121,0.0001646121,0.0001646121,0.0001646121,0.0001646121
9591694,108,0,0.0001515193,0.0001515193,0.0001515193,0.0001515193,0.0001515193,0.0001515193,0.0001515193,0.0001515193,0.0001515193,0.0001515193,0.0001515193,0.0001515193,0.0001515193,0.0001515193,0.0001515193,0.0001515193,0.0001515193,0.0001515193,0.0001515193,0.0001515193,0.0001515193,0.0001515193,0.0001515193,0.0001515193,0.0001515193,0.0001515193,0.0001515193,0.0001515193,0.0001515193,0.0001515193,0.0001515193,0.0001515193,0.0001515193,0.0001515193,0.0001515193,0.0001515193,0.0001515193,0.0001515193,0.0001515193,0.0001515193,0.0001515193,0.98878646,0.0001515193,0.0001515193,0.0001515193,0.0001515193,0.0001515193,0.0001515193,0.0001515193,0.0001515193,0.0001515193,0.0001515193,0.0001515193,0.0001515193,0.0001515193,0.0001515193,0.0001515193,0.0001515193,0.0001515193,0.0001515193,0.0001515193,0.0001515193,0.0001515193,0.0001515193,0.0001515193,0.0001515193,0.0001515193,0.0001515193,0.0001515193,0.0001515193,0.0001515193,0.0001515193,0.0001515193,0.0001515193,0.0001515193
10051610,108,0,0.0003100836,0.0003100836,0.0003100836,0.0003100836,0.0003100836,0.0003100836,0.0003100836,0.0003100836,0.0003100836,0.0003100836,0.0003100836,0.0003100836,0.0003100836,0.0003100836,0.0003100836,0.0003100836,0.0003100836,0.0003100836,0.0003100836,0.0003100836,0.0003100836,0.0003100836,0.0003100836,0.0003100836,0.0003100836,0.0003100836,0.0003100836,0.0003100836,0.0003100836,0.0003100836,0.0003100836,0.0003100836,0.0003100836,0.0003100836,0.0003100836,0.0003100836,0.0003100836,0.0003100836,0.0003100836,0.0003100836,0.0003100836,0.0003100836,0.0003100836,0.9770545,0.0003100836,0.0003100836,0.0003100836,0.0003100836,0.0003100836,0.0003100836,0.0003100836,0.0003100836,0.0003100836,0.0003100836,0.0003100836,0.0003100836,0.0003100836,0.0003100836,0.0003100836,0.0003100836,0.0003100836,0.0003100836,0.0003100836,0.0003100836,0.0003100836,0.0003100836,0.0003100836,0.0003100836,0.0003100836,0.0003100836,0.0003100836,0.0003100836,0.0003100836,0.0003100836,0.0003100836
10087618,108,0,0.00040405215,0.00040405215,0.00040405215,0.00040405215,0.00040405215,0.00040405215,0.00040405215,0.00040405215,0.00040405215,0.00040405215,0.00040405215,0.00040405215,0.00040405215,0.00040405215,0.00040405215,0.00040405215,0.00040405215,0.00040405215,0.00040405215,0.00040405215,0.00040405215,0.00040405215,0.00040405215,0.00040405215,0.00040405215,0.00040405215,0.00040405215,0.00040405215,0.00040405215,0.00040405215,0.00040405215,0.00040405215,0.00040405215,0.00040405215,0.00040405215,0.00040405215,0.00040405215,0.00040405215,0.00040405215,0.00040405215,0.00040405215,0.00040405215,0.00040405215,0.00040405215,0.00040405215,0.00040405215,0.00040405215,0.00040405215,0.00040405215,0.00040405215,0.00040405215,0.00040405215,0.00040405215,0.00040405215,0.00040405215,0.00040405215,0.00040405215,0.00040405215,0.00040405215,0.00040405215,0.00040405215,0.00040405215,0.97010046,0.00040405215,0.00040405215,0.00040405215,0.00040405215,0.00040405215,0.00040405215,0.00040405215,0.00040405215,0.00040405215,0.00040405215,0.00040405215,0.00040405215
10100328,108,0,0.00019324233,0.00019324233,0.00019324233,0.00019324233,0.00019324233,0.00019324233,0.00019324233,0.00019324233,0.00019324233,0.00019324233,0.00019324233,0.00019324233,0.00019324233,0.00019324233,0.00019324233,0.00019324233,0.00019324233,0.00019324233,0.00019324233,0.00019324233,0.00019324233,0.00019324233,0.00019324233,0.00019324233,0.00019324233,0.00019324233,0.00019324233,0.00019324233,0.00019324233,0.00019324233,0.00019324233,0.98569834,0.00019324233,0.00019324233,0.00019324233,0.00019324233,0.00019324233,0.00019324233,0.00019324233,0.00019324233,0.00019324233,0.00019324233,0.00019324233,0.00019324233,0.00019324233,0.00019324233,0.00019324233,0.00019324233,0.00019324233,0.00019324233,0.00019324233,0.00019324233,0.00019324233,0.00019324233,0.00019324233,0.00019324233,0.00019324233,0.00019324233,0.00019324233,0.00019324233,0.00019324233,0.00019324233,0.00019324233,0.00019324233,0.00019324233,0.00019324233,0.00019324233,0.00019324233,0.00019324233,0.00019324233,0.00019324233,0.00019324233,0.00019324233,0.00019324233,0.00019324233
10320929,108,0,0.00028369922,0.00028369922,0.00028369922,0.00028369922,0.00028369922,0.00028369922,0.00028369922,0.00028369922,0.00028369922,0.00028369922,0.00028369922,0.00028369922,0.00028369922,0.00028369922,0.00028369922,0.00028369922,0.00028369922,0.00028369922,0.00028369922,0.00028369922,0.00028369922,0.00028369922,0.9790073,0.00028369922,0.00028369922,0.00028369922,0.00028369922,0.00028369922,0.00028369922,0.00028369922,0.00028369922,0.00028369922,0.00028369922,0.00028369922,0.00028369922,0.00028369922,0.00028369922,0.00028369922,0.00028369922,0.00028369922,0.00028369922,0.00028369922,0.00028369922,0.00028369922,0.00028369922,0.00028369922,0.00028369922,0.00028369922,0.00028369922,0.00028369922,0.00028369922,0.00028369922,0.00028369922,0.00028369922,0.00028369922,0.00028369922,0.00028369922,0.00028369922,0.00028369922,0.00028369922,0.00028369922,0.00028369922,0.00028369922,0.00028369922,0.00028369922,0.00028369922,0.00028369922,0.00028369922,0.00028369922,0.00028369922,0.00028369922,0.00028369922,0.00028369922,0.00028369922,0.00028369922
10531012,108,0,0.00015504342,0.00015504342,0.00015504342,0.00015504342,0.00015504342,0.00015504342,0.00015504342,0.00015504342,0.00015504342,0.00015504342,0.00015504342,0.00015504342,0.00015504342,0.00015504342,0.00015504342,0.00015504342,0.00015504342,0.00015504342,0.00015504342,0.00015504342,0.00015504342,0.00015504342,0.00015504342,0.00015504342,0.00015504342,0.00015504342,0.00015504342,0.00015504342,0.00015504342,0.00015504342,0.00015504342,0.00015504342,0.00015504342,0.00015504342,0.00015504342,0.00015504342,0.00015504342,0.00015504342,0.00015504342,0.00015504342,0.00015504342,0.00015504342,0.00015504342,0.00015504342,0.00015504342,0.00015504342,0.00015504342,0.00015504342,0.00015504342,0.00015504342,0.00015504342,0.98852605,0.00015504342,0.00015504342,0.00015504342,0.00015504342,0.00015504342,0.00015504342,0.00015504342,0.00015504342,0.00015504342,0.00015504342,0.00015504342,0.00015504342,0.00015504342,0.00015504342,0.00015504342,0.00015504342,0.00015504342,0.00015504342,0.00015504342,0.00015504342,0.00015504342,0.00015504342,0.00015504342
10725388,108,0,0.00014652358,0.00014652358,0.00014652358,0.00014652358,0.00014652358,0.00014652358,0.00014652358,0.00014652358,0.00014652358,0.00014652358,0.00014652358,0.9891553,0.00014652358,0.00014652358,0.00014652358,0.00014652358,0.00014652358,0.00014652358,0.00014652358,0.00014652358,0.00014652358,0.00014652358,0.00014652358,0.00014652358,0.00014652358,0.00014652358,0.00014652358,0.00014652358,0.00014652358,0.00014652358,0.00014652358,0.00014652358,0.00014652358,0.00014652358,0.00014652358,0.00014652358,0.00014652358,0.00014652358,0.00014652358,0.00014652358,0.00014652358,0.00014652358,0.00014652358,0.00014652358,0.00014652358,0.00014652358,0.00014652358,0.00014652358,0.00014652358,0.00014652358,0.00014652358,0.00014652358,0.00014652358,0.00014652358,0.00014652358,0.00014652358,0.00014652358,0.00014652358,0.00014652358,0.00014652358,0.00014652358,0.00014652358,0.00014652358,0.00014652358,0.00014652358,0.00014652358,0.00014652358,0.00014652358,0.00014652358,0.00014652358,0.00014652358,0.00014652358,0.00014652358,0.00014652358,0.00014652358
