Topic,Documents
Topic_1,1
Topic_10,3
Topic_11,2
Topic_12,3
Topic_13,2
Topic_14,3
Topic_16,1
Topic_17,1
Topic_18,10
Topic_19,1
Topic_2,16
Topic_20,5
Topic_22,2
Topic_23,8
Topic_26,8
Topic_27,5
Topic_28,1
Topic_29,1
Topic_3,1
Topic_30,3
Topic_31,1
Topic_32,3
Topic_33,6
Topic_34,5
Topic_35,2
Topic_36,4
Topic_37,4
Topic_38,3
Topic_39,3
Topic_40,1
Topic_41,2
Topic_42,2
Topic_43,3
Topic_44,1
Topic_45,4
Topic_46,5
Topic_47,2
Topic_48,4
Topic_49,2
Topic_5,3
Topic_50,9
Topic_51,1
Topic_52,5
Topic_53,1
Topic_54,6
Topic_55,1
Topic_56,9
Topic_57,6
Topic_58,1
Topic_59,2
Topic_6,1
Topic_60,4
Topic_61,3
Topic_62,1
Topic_63,4
Topic_65,1
Topic_66,3
Topic_67,3
Topic_68,4
Topic_69,3
Topic_70,5
Topic_71,1
Topic_72,2
Topic_74,11
Topic_75,2
Topic_76,1
Topic_8,7
Topic_9,6
