Topic,Documents
Topic_1,5
Topic_10,2
Topic_11,2
Topic_12,7
Topic_13,1
Topic_15,2
Topic_16,3
Topic_17,4
Topic_18,3
Topic_19,4
Topic_2,2
Topic_22,2
Topic_23,1
Topic_24,2
Topic_25,1
Topic_26,5
Topic_27,2
Topic_28,1
Topic_29,3
Topic_3,2
Topic_31,2
Topic_33,1
Topic_34,1
Topic_35,4
Topic_36,2
Topic_37,1
Topic_38,6
Topic_39,1
Topic_4,3
Topic_40,5
Topic_41,2
Topic_42,1
Topic_43,2
Topic_44,2
Topic_45,4
Topic_46,3
Topic_47,1
Topic_48,2
Topic_49,6
Topic_5,6
Topic_50,4
Topic_51,3
Topic_52,2
Topic_53,2
Topic_54,1
Topic_55,2
Topic_56,3
Topic_57,5
Topic_58,4
Topic_59,7
Topic_6,2
Topic_60,4
Topic_63,3
Topic_64,1
Topic_66,2
Topic_67,2
Topic_68,3
Topic_69,2
Topic_7,3
Topic_70,5
Topic_71,2
Topic_72,3
Topic_73,1
Topic_74,2
Topic_75,5
Topic_77,2
Topic_78,1
Topic_79,1
Topic_8,1
Topic_80,4
Topic_81,2
Topic_82,2
Topic_83,7
Topic_84,2
Topic_85,2
Topic_86,3
Topic_88,3
Topic_89,1
Topic_9,6
Topic_90,2
Topic_91,1
Topic_92,1
Topic_93,3
Topic_94,7
Topic_95,6
Topic_96,1
