Topic,Documents
Topic_1,2
Topic_10,3
Topic_11,16
Topic_12,3
Topic_13,3
Topic_14,1
Topic_16,1
Topic_17,7
Topic_18,3
Topic_19,3
Topic_2,2
Topic_20,3
Topic_21,3
Topic_22,2
Topic_23,6
Topic_24,3
Topic_25,4
Topic_26,10
Topic_27,5
Topic_28,7
Topic_29,3
Topic_3,5
Topic_30,4
Topic_31,10
Topic_32,4
Topic_33,2
Topic_34,2
Topic_35,5
Topic_36,15
Topic_37,3
Topic_38,2
Topic_39,2
Topic_4,7
Topic_40,5
Topic_41,12
Topic_42,6
Topic_44,3
Topic_45,3
Topic_46,7
Topic_47,4
Topic_48,3
Topic_49,4
Topic_5,2
Topic_50,4
Topic_51,4
Topic_52,8
Topic_53,2
Topic_6,4
Topic_7,11
Topic_8,3
Topic_9,4
