Topic,Documents
Topic_1,1
Topic_10,3
Topic_11,3
Topic_12,8
Topic_13,5
Topic_14,6
Topic_15,5
Topic_16,2
Topic_17,10
Topic_18,3
Topic_19,5
Topic_2,7
Topic_20,9
Topic_21,2
Topic_22,17
Topic_23,2
Topic_24,1
Topic_25,5
Topic_26,10
Topic_27,4
Topic_28,7
Topic_29,3
Topic_3,2
Topic_30,4
Topic_31,4
Topic_32,3
Topic_33,3
Topic_35,2
Topic_36,3
Topic_37,10
Topic_38,5
Topic_39,4
Topic_4,3
Topic_40,3
Topic_41,2
Topic_42,6
Topic_44,8
Topic_45,11
Topic_46,1
Topic_47,9
Topic_48,3
Topic_5,4
Topic_6,3
Topic_7,13
Topic_8,2
Topic_9,14
