DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14,Topic_15,Topic_16,Topic_17,Topic_18,Topic_19,Topic_20,Topic_21,Topic_22,Topic_23,Topic_24,Topic_25,Topic_26,Topic_27,Topic_28,Topic_29,Topic_30,Topic_31
8042410,108,0,0.00048879004,0.00048879004,0.00048879004,0.00048879004,0.00048879004,0.00048879004,0.00048879004,0.00048879004,0.00048879004,0.00048879004,0.9853366,0.00048879004,0.00048879004,0.00048879004,0.00048879004,0.00048879004,0.00048879004,0.00048879004,0.00048879004,0.00048879004,0.00048879004,0.00048879004,0.00048879004,0.00048879004,0.00048879004,0.00048879004,0.00048879004,0.00048879004,0.00048879004,0.00048879004,0.00048879004
8132718,108,0,0.00034318925,0.9897046,0.00034318925,0.00034318925,0.00034318925,0.00034318925,0.00034318925,0.00034318925,0.00034318925,0.00034318925,0.00034318925,0.00034318925,0.00034318925,0.00034318925,0.00034318925,0.00034318925,0.00034318925,0.00034318925,0.00034318925,0.00034318925,0.00034318925,0.00034318925,0.00034318925,0.00034318925,0.00034318925,0.00034318925,0.00034318925,0.00034318925,0.00034318925,0.00034318925,0.00034318925
8673465,108,0,0.00036660832,0.00036660832,0.6484583,0.00036660832,0.00036660832,0.00036660832,0.00036660832,0.00036660832,0.00036660832,0.00036660832,0.00036660832,0.00036660832,0.00036660832,0.00036660832,0.00036660832,0.00036660832,0.00036660832,0.033439003,0.00036660832,0.1692257,0.00036660832,0.13897885,0.00036660832,0.00036660832,0.00036660832,0.00036660832,0.00036660832,0.00036660832,0.00036660832,0.00036660832,0.00036660832
8707050,108,0,0.00055621326,0.00055621326,0.98331404,0.00055621326,0.00055621326,0.00055621326,0.00055621326,0.00055621326,0.00055621326,0.00055621326,0.00055621326,0.00055621326,0.00055621326,0.00055621326,0.00055621326,0.00055621326,0.00055621326,0.00055621326,0.00055621326,0.00055621326,0.00055621326,0.00055621326,0.00055621326,0.00055621326,0.00055621326,0.00055621326,0.00055621326,0.00055621326,0.00055621326,0.00055621326,0.00055621326
9175625,108,0,0.00036659272,0.00036659272,0.26813525,0.00036659272,0.00036659272,0.00036659272,0.00036659272,0.00036659272,0.00036659272,0.00036659272,0.00036659272,0.00036659272,0.00036659272,0.00036659272,0.00036659272,0.00036659272,0.00036659272,0.00036659272,0.00036659272,0.7212335,0.00036659272,0.00036659272,0.00036659272,0.00036659272,0.00036659272,0.00036659272,0.00036659272,0.00036659272,0.00036659272,0.00036659272,0.00036659272
9245791,108,0,0.00073318195,0.00073318195,0.00073318195,0.00073318195,0.00073318195,0.00073318195,0.00073318195,0.00073318195,0.00073318195,0.00073318195,0.00073318195,0.00073318195,0.00073318195,0.00073318195,0.00073318195,0.00073318195,0.00073318195,0.00073318195,0.00073318195,0.00073318195,0.00073318195,0.97800475,0.00073318195,0.00073318195,0.00073318195,0.00073318195,0.00073318195,0.00073318195,0.00073318195,0.00073318195,0.00073318195
9346876,108,0,0.00037953648,0.00037953648,0.98861426,0.00037953648,0.00037953648,0.00037953648,0.00037953648,0.00037953648,0.00037953648,0.00037953648,0.00037953648,0.00037953648,0.00037953648,0.00037953648,0.00037953648,0.00037953648,0.00037953648,0.00037953648,0.00037953648,0.00037953648,0.00037953648,0.00037953648,0.00037953648,0.00037953648,0.00037953648,0.00037953648,0.00037953648,0.00037953648,0.00037953648,0.00037953648,0.00037953648
9352931,108,0,0.00040837153,0.00040837153,0.45818284,0.00040837153,0.00040837153,0.00040837153,0.00040837153,0.00040837153,0.00040837153,0.00040837153,0.09425794,0.00040837153,0.18079138,0.00040837153,0.00040837153,0.00040837153,0.00040837153,0.00040837153,0.00040837153,0.00040837153,0.00040837153,0.07675532,0.00040837153,0.00040837153,0.00040837153,0.00040837153,0.00040837153,0.00040837153,0.17939521,0.00040837153,0.00040837153
9591694,108,0,0.00034688038,0.00034688038,0.9895939,0.00034688038,0.00034688038,0.00034688038,0.00034688038,0.00034688038,0.00034688038,0.00034688038,0.00034688038,0.00034688038,0.00034688038,0.00034688038,0.00034688038,0.00034688038,0.00034688038,0.00034688038,0.00034688038,0.00034688038,0.00034688038,0.00034688038,0.00034688038,0.00034688038,0.00034688038,0.00034688038,0.00034688038,0.00034688038,0.00034688038,0.00034688038,0.00034688038
10100328,108,0,0.00045436958,0.00045436958,0.9863693,0.00045436958,0.00045436958,0.00045436958,0.00045436958,0.00045436958,0.00045436958,0.00045436958,0.00045436958,0.00045436958,0.00045436958,0.00045436958,0.00045436958,0.00045436958,0.00045436958,0.00045436958,0.00045436958,0.00045436958,0.00045436958,0.00045436958,0.00045436958,0.00045436958,0.00045436958,0.00045436958,0.00045436958,0.00045436958,0.00045436958,0.00045436958,0.00045436958
