Topic,Documents
Topic_10,2
Topic_11,1
Topic_12,2
Topic_13,2
Topic_14,10
Topic_15,1
Topic_16,4
Topic_17,2
Topic_18,1
Topic_19,8
Topic_2,8
Topic_21,5
Topic_22,3
Topic_23,4
Topic_24,3
Topic_26,8
Topic_27,6
Topic_28,1
Topic_29,3
Topic_3,2
Topic_30,10
Topic_31,2
Topic_32,9
Topic_33,5
Topic_34,2
Topic_36,4
Topic_37,3
Topic_38,3
Topic_39,2
Topic_40,1
Topic_41,2
Topic_42,4
Topic_43,3
Topic_44,1
Topic_45,1
Topic_46,6
Topic_48,1
Topic_49,2
Topic_5,2
Topic_50,6
Topic_52,4
Topic_53,6
Topic_54,7
Topic_55,3
Topic_56,1
Topic_57,2
Topic_59,3
Topic_6,1
Topic_60,1
Topic_61,1
Topic_62,1
Topic_63,2
Topic_64,2
Topic_66,3
Topic_67,2
Topic_68,7
Topic_69,3
Topic_7,1
Topic_70,2
Topic_71,1
Topic_72,2
Topic_74,5
Topic_75,5
Topic_77,2
Topic_78,1
Topic_79,5
Topic_8,6
Topic_80,2
Topic_81,3
Topic_82,1
Topic_9,10
