Topic,Documents
Topic_1,1
Topic_10,7
Topic_11,4
Topic_12,8
Topic_13,4
Topic_14,10
Topic_15,3
Topic_16,10
Topic_17,11
Topic_18,1
Topic_19,3
Topic_2,11
Topic_20,9
Topic_21,3
Topic_22,19
Topic_24,2
Topic_25,2
Topic_26,6
Topic_27,4
Topic_28,7
Topic_29,8
Topic_3,5
Topic_30,6
Topic_31,4
Topic_32,1
Topic_33,2
Topic_34,4
Topic_35,1
Topic_36,3
Topic_37,10
Topic_38,6
Topic_39,4
Topic_4,4
Topic_40,2
Topic_41,2
Topic_42,4
Topic_43,2
Topic_44,6
Topic_45,7
Topic_46,3
Topic_5,3
Topic_6,1
Topic_7,10
Topic_8,5
Topic_9,12
