Topic,Documents
Topic_1,6
Topic_10,4
Topic_11,2
Topic_12,6
Topic_13,4
Topic_14,2
Topic_15,1
Topic_16,1
Topic_17,3
Topic_18,3
Topic_19,5
Topic_2,3
Topic_20,6
Topic_21,1
Topic_22,3
Topic_23,2
Topic_24,3
Topic_25,1
Topic_26,5
Topic_27,3
Topic_29,4
Topic_3,6
Topic_30,4
Topic_31,7
Topic_32,1
Topic_33,2
Topic_34,1
Topic_35,6
Topic_36,5
Topic_38,3
Topic_4,4
Topic_40,5
Topic_42,4
Topic_43,1
Topic_44,3
Topic_45,3
Topic_46,1
Topic_47,1
Topic_49,6
Topic_5,1
Topic_50,2
Topic_51,2
Topic_52,3
Topic_53,2
Topic_54,3
Topic_55,2
Topic_56,2
Topic_57,2
Topic_58,11
Topic_59,7
Topic_6,4
Topic_60,2
Topic_61,2
Topic_62,2
Topic_64,4
Topic_65,2
Topic_66,4
Topic_67,4
Topic_68,9
Topic_69,2
Topic_7,4
Topic_70,9
Topic_71,3
Topic_72,4
Topic_73,3
Topic_75,6
Topic_76,2
Topic_77,2
Topic_9,4
