Topic,Documents
Topic_1,1
Topic_10,5
Topic_11,1
Topic_12,3
Topic_13,6
Topic_14,5
Topic_16,1
Topic_17,3
Topic_18,3
Topic_19,1
Topic_2,7
Topic_20,2
Topic_22,1
Topic_23,2
Topic_24,6
Topic_26,5
Topic_27,5
Topic_28,3
Topic_29,3
Topic_30,7
Topic_31,1
Topic_32,7
Topic_33,4
Topic_34,1
Topic_35,1
Topic_36,2
Topic_37,1
Topic_38,4
Topic_39,3
Topic_4,2
Topic_40,2
Topic_41,3
Topic_42,2
Topic_43,2
Topic_45,3
Topic_46,5
Topic_48,4
Topic_49,3
Topic_5,4
Topic_50,4
Topic_51,1
Topic_52,4
Topic_53,3
Topic_54,6
Topic_55,1
Topic_56,1
Topic_57,8
Topic_59,1
Topic_6,2
Topic_60,1
Topic_63,4
Topic_64,2
Topic_65,1
Topic_66,8
Topic_67,1
Topic_68,1
Topic_69,2
Topic_70,6
Topic_71,1
Topic_72,4
Topic_74,8
Topic_75,2
Topic_76,4
Topic_77,2
Topic_78,2
Topic_79,4
Topic_8,8
Topic_81,4
Topic_83,2
Topic_84,2
Topic_85,2
Topic_86,1
Topic_87,5
Topic_88,1
Topic_89,2
Topic_9,5
