DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14,Topic_15,Topic_16,Topic_17,Topic_18,Topic_19,Topic_20,Topic_21,Topic_22,Topic_23,Topic_24,Topic_25,Topic_26,Topic_27,Topic_28,Topic_29,Topic_30,Topic_31,Topic_32,Topic_33,Topic_34,Topic_35,Topic_36,Topic_37,Topic_38
8042410,108,0,0.00037067683,0.00037067683,0.00037067683,0.00037067683,0.00037067683,0.00037067683,0.00037067683,0.00037067683,0.00037067683,0.00037067683,0.00037067683,0.00037067683,0.00037067683,0.00037067683,0.00037067683,0.00037067683,0.00037067683,0.00037067683,0.00037067683,0.00037067683,0.00037067683,0.9862854,0.00037067683,0.00037067683,0.00037067683,0.00037067683,0.00037067683,0.00037067683,0.00037067683,0.00037067683,0.00037067683,0.00037067683,0.00037067683,0.00037067683,0.00037067683,0.00037067683,0.00037067683,0.00037067683
8132718,108,0,0.0002799746,0.0002799746,0.0002799746,0.0002799746,0.0002799746,0.0002799746,0.0002799746,0.0002799746,0.0002799746,0.0002799746,0.0002799746,0.0002799746,0.0002799746,0.0002799746,0.0002799746,0.0002799746,0.0002799746,0.0002799746,0.0002799746,0.0002799746,0.0002799746,0.0002799746,0.0002799746,0.25616324,0.0002799746,0.0002799746,0.0002799746,0.0002799746,0.7337579,0.0002799746,0.0002799746,0.0002799746,0.0002799746,0.0002799746,0.0002799746,0.0002799746,0.0002799746,0.0002799746
8707050,108,0,0.0004537262,0.0004537262,0.0004537262,0.0004537262,0.0004537262,0.0004537262,0.0004537262,0.0004537262,0.0004537262,0.0004537262,0.0004537262,0.0004537262,0.0004537262,0.0004537262,0.0004537262,0.98321146,0.0004537262,0.0004537262,0.0004537262,0.0004537262,0.0004537262,0.0004537262,0.0004537262,0.0004537262,0.0004537262,0.0004537262,0.0004537262,0.0004537262,0.0004537262,0.0004537262,0.0004537262,0.0004537262,0.0004537262,0.0004537262,0.0004537262,0.0004537262,0.0004537262,0.0004537262
9175625,108,0,0.00029241625,0.00029241625,0.00029241625,0.8822102,0.00029241625,0.00029241625,0.00029241625,0.00029241625,0.00029241625,0.00029241625,0.00029241625,0.00029241625,0.00029241625,0.00029241625,0.00029241625,0.10726358,0.00029241625,0.00029241625,0.00029241625,0.00029241625,0.00029241625,0.00029241625,0.00029241625,0.00029241625,0.00029241625,0.00029241625,0.00029241625,0.00029241625,0.00029241625,0.00029241625,0.00029241625,0.00029241625,0.00029241625,0.00029241625,0.00029241625,0.00029241625,0.00029241625,0.00029241625
9245791,108,0,0.0005721061,0.0005721061,0.0005721061,0.0005721061,0.0005721061,0.0005721061,0.85215735,0.0005721061,0.0005721061,0.0005721061,0.0005721061,0.0005721061,0.0005721061,0.0005721061,0.0005721061,0.12724562,0.0005721061,0.0005721061,0.0005721061,0.0005721061,0.0005721061,0.0005721061,0.0005721061,0.0005721061,0.0005721061,0.0005721061,0.0005721061,0.0005721061,0.0005721061,0.0005721061,0.0005721061,0.0005721061,0.0005721061,0.0005721061,0.0005721061,0.0005721061,0.0005721061,0.0005721061
9346876,108,0,0.00032896368,0.00032896368,0.00032896368,0.00032896368,0.00032896368,0.00032896368,0.00032896368,0.00032896368,0.00032896368,0.00032896368,0.00032896368,0.00032896368,0.98782897,0.00032896368,0.00032896368,0.00032896368,0.00032896368,0.00032896368,0.00032896368,0.00032896368,0.00032896368,0.00032896368,0.00032896368,0.00032896368,0.00032896368,0.00032896368,0.00032896368,0.00032896368,0.00032896368,0.00032896368,0.00032896368,0.00032896368,0.00032896368,0.00032896368,0.00032896368,0.00032896368,0.00032896368,0.00032896368
9352931,108,0,0.00032095145,0.00032095145,0.00032095145,0.00032095145,0.00032095145,0.00032095145,0.00032095145,0.00032095145,0.00032095145,0.00032095145,0.00032095145,0.00032095145,0.00032095145,0.00032095145,0.00032095145,0.08322017,0.00032095145,0.00032095145,0.00032095145,0.00032095145,0.00032095145,0.00032095145,0.00032095145,0.00032095145,0.00032095145,0.00032095145,0.00032095145,0.00032095145,0.00032095145,0.00032095145,0.00032095145,0.00032095145,0.00032095145,0.00032095145,0.00032095145,0.00032095145,0.00032095145,0.9052256
9591694,108,0,0.00031329243,0.00031329243,0.00031329243,0.00031329243,0.00031329243,0.00031329243,0.00031329243,0.00031329243,0.00031329243,0.00031329243,0.00031329243,0.00031329243,0.00031329243,0.00031329243,0.00031329243,0.1049677,0.00031329243,0.00031329243,0.00031329243,0.00031329243,0.00031329243,0.00031329243,0.00031329243,0.00031329243,0.00031329243,0.00031329243,0.00031329243,0.00031329243,0.00031329243,0.00031329243,0.00031329243,0.00031329243,0.00031329243,0.00031329243,0.88375384,0.00031329243,0.00031329243,0.00031329243
10051610,108,0,0.0006120163,0.0006120163,0.0006120163,0.0006120163,0.0006120163,0.0006120163,0.0006120163,0.0006120163,0.0006120163,0.0006120163,0.0006120163,0.0006120163,0.0006120163,0.0006120163,0.0006120163,0.0006120163,0.0006120163,0.0006120163,0.0006120163,0.0006120163,0.0006120163,0.0006120163,0.0006120163,0.0006120163,0.0006120163,0.0006120163,0.0006120163,0.0006120163,0.0006120163,0.0006120163,0.0006120163,0.0006120163,0.0006120163,0.0006120163,0.97735524,0.0006120163,0.0006120163,0.0006120163
10087618,108,0,0.0008224125,0.0008224125,0.0008224125,0.0008224125,0.0008224125,0.0008224125,0.0008224125,0.0008224125,0.0008224125,0.0008224125,0.0008224125,0.0008224125,0.0008224125,0.0008224125,0.0008224125,0.33099124,0.0008224125,0.0008224125,0.0008224125,0.0008224125,0.0008224125,0.0008224125,0.0008224125,0.0008224125,0.0008224125,0.0008224125,0.0008224125,0.0008224125,0.0008224125,0.0008224125,0.0008224125,0.639402,0.0008224125,0.0008224125,0.0008224125,0.0008224125,0.0008224125,0.0008224125
10100328,108,0,0.00035564209,0.00035564209,0.00035564209,0.7136864,0.00035564209,0.00035564209,0.00035564209,0.00035564209,0.00035564209,0.00035564209,0.00035564209,0.00035564209,0.00035564209,0.00035564209,0.00035564209,0.00035564209,0.00035564209,0.00035564209,0.00035564209,0.00035564209,0.00035564209,0.00035564209,0.00035564209,0.00035564209,0.00035564209,0.00035564209,0.00035564209,0.00035564209,0.00035564209,0.00035564209,0.00035564209,0.00035564209,0.00035564209,0.00035564209,0.00035564209,0.00035564209,0.27350968,0.00035564209
10320929,108,0,0.000572092,0.000572092,0.000572092,0.000572092,0.000572092,0.000572092,0.000572092,0.000572092,0.000572092,0.000572092,0.000572092,0.000572092,0.000572092,0.000572092,0.000572092,0.000572092,0.000572092,0.000572092,0.000572092,0.000572092,0.000572092,0.000572092,0.000572092,0.97883207,0.000572092,0.000572092,0.000572092,0.000572092,0.000572092,0.000572092,0.000572092,0.000572092,0.000572092,0.000572092,0.000572092,0.000572092,0.000572092,0.000572092
10531012,108,0,0.00028921195,0.00028921195,0.00028921195,0.00028921195,0.00028921195,0.00028921195,0.00028921195,0.00028921195,0.15353142,0.00028921195,0.00028921195,0.00028921195,0.00028921195,0.00028921195,0.00028921195,0.15858996,0.00028921195,0.00028921195,0.00028921195,0.00028921195,0.00028921195,0.00028921195,0.00028921195,0.00028921195,0.00028921195,0.00028921195,0.00028921195,0.28605685,0.39198878,0.00028921195,0.00028921195,0.00028921195,0.00028921195,0.00028921195,0.00028921195,0.00028921195,0.00028921195,0.00028921195
10700148,108,0,0.0007740497,0.0007740497,0.0007740497,0.0007740497,0.0007740497,0.0007740497,0.30203316,0.0007740497,0.20915407,0.0007740497,0.0007740497,0.0007740497,0.0007740497,0.13463332,0.0007740497,0.3278606,0.0007740497,0.0007740497,0.0007740497,0.0007740497,0.0007740497,0.0007740497,0.0007740497,0.0007740497,0.0007740497,0.0007740497,0.0007740497,0.0007740497,0.0007740497,0.0007740497,0.0007740497,0.0007740497,0.0007740497,0.0007740497,0.0007740497,0.0007740497,0.0007740497,0.0007740497
10806067,108,0,0.00030601097,0.00030601097,0.00030601097,0.00030601097,0.00030601097,0.00030601097,0.00030601097,0.00030601097,0.00030601097,0.00030601097,0.00030601097,0.00030601097,0.00030601097,0.00030601097,0.00030601097,0.00030601097,0.00030601097,0.00030601097,0.00030601097,0.00030601097,0.00030601097,0.00030601097,0.00030601097,0.00030601097,0.00030601097,0.00030601097,0.00030601097,0.00030601097,0.00030601097,0.00030601097,0.98867774,0.00030601097,0.00030601097,0.00030601097,0.00030601097,0.00030601097,0.00030601097,0.00030601097
10946305,108,0,0.00043142142,0.00043142142,0.00043142142,0.00043142142,0.00043142142,0.00043142142,0.00043142142,0.9840365,0.00043142142,0.00043142142,0.00043142142,0.00043142142,0.00043142142,0.00043142142,0.00043142142,0.00043142142,0.00043142142,0.00043142142,0.00043142142,0.00043142142,0.00043142142,0.00043142142,0.00043142142,0.00043142142,0.00043142142,0.00043142142,0.00043142142,0.00043142142,0.00043142142,0.00043142142,0.00043142142,0.00043142142,0.00043142142,0.00043142142,0.00043142142,0.00043142142,0.00043142142,0.00043142142
10969025,108,0,0.0003870204,0.0003870204,0.0003870204,0.0003870204,0.0003870204,0.0003870204,0.0003870204,0.0003870204,0.0003870204,0.0003870204,0.0003870204,0.0003870204,0.0003870204,0.0003870204,0.0003870204,0.0003870204,0.0003870204,0.0003870204,0.0003870204,0.0003870204,0.0003870204,0.0003870204,0.98568064,0.0003870204,0.0003870204,0.0003870204,0.0003870204,0.0003870204,0.0003870204,0.0003870204,0.0003870204,0.0003870204,0.0003870204,0.0003870204,0.0003870204,0.0003870204,0.0003870204,0.0003870204
11950889,108,0,0.0002530518,0.0002530518,0.0002530518,0.0002530518,0.0002530518,0.0002530518,0.0002530518,0.0002530518,0.0002530518,0.0002530518,0.0002530518,0.0002530518,0.0002530518,0.0002530518,0.0002530518,0.0002530518,0.0002530518,0.0002530518,0.0002530518,0.0002530518,0.0002530518,0.0002530518,0.0002530518,0.0002530518,0.0002530518,0.0002530518,0.0002530518,0.0002530518,0.0002530518,0.0002530518,0.0002530518,0.0002530518,0.9906372,0.0002530518,0.0002530518,0.0002530518,0.0002530518,0.0002530518
