Topic,Documents
Topic_1,2
Topic_10,2
Topic_11,6
Topic_12,5
Topic_13,1
Topic_14,4
Topic_15,1
Topic_16,1
Topic_17,2
Topic_18,4
Topic_19,3
Topic_2,10
Topic_20,3
Topic_21,1
Topic_23,1
Topic_24,2
Topic_26,6
Topic_27,3
Topic_28,3
Topic_29,5
Topic_30,3
Topic_31,3
Topic_32,4
Topic_33,2
Topic_34,1
Topic_35,1
Topic_36,6
Topic_37,2
Topic_38,4
Topic_39,2
Topic_40,2
Topic_42,4
Topic_43,1
Topic_45,6
Topic_46,1
Topic_47,1
Topic_48,2
Topic_49,6
Topic_5,4
Topic_50,5
Topic_51,2
Topic_52,2
Topic_53,3
Topic_54,1
Topic_55,1
Topic_56,3
Topic_57,1
Topic_59,3
Topic_6,1
Topic_61,3
Topic_62,2
Topic_63,2
Topic_64,1
Topic_66,1
Topic_67,4
Topic_68,1
Topic_69,3
Topic_7,1
Topic_70,5
Topic_71,1
Topic_72,1
Topic_73,1
Topic_74,6
Topic_75,3
Topic_76,1
Topic_78,1
Topic_79,5
Topic_8,7
Topic_81,1
Topic_82,2
Topic_84,3
Topic_85,2
Topic_87,3
Topic_89,3
Topic_9,11
Topic_90,2
Topic_91,3
Topic_92,6
Topic_93,1
Topic_94,2
Topic_95,2
Topic_96,8
