DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14,Topic_15,Topic_16,Topic_17,Topic_18,Topic_19,Topic_20,Topic_21,Topic_22,Topic_23,Topic_24,Topic_25,Topic_26,Topic_27,Topic_28,Topic_29,Topic_30,Topic_31,Topic_32,Topic_33,Topic_34,Topic_35,Topic_36,Topic_37,Topic_38,Topic_39,Topic_40,Topic_41,Topic_42,Topic_43,Topic_44,Topic_45,Topic_46
8042410,108,0,0.0003062054,0.0003062054,0.0003062054,0.0003062054,0.0003062054,0.0003062054,0.0003062054,0.0003062054,0.0003062054,0.0003062054,0.0003062054,0.0003062054,0.0003062054,0.0003062054,0.0003062054,0.0003062054,0.0003062054,0.0003062054,0.0003062054,0.0003062054,0.0003062054,0.9862218,0.0003062054,0.0003062054,0.0003062054,0.0003062054,0.0003062054,0.0003062054,0.0003062054,0.0003062054,0.0003062054,0.0003062054,0.0003062054,0.0003062054,0.0003062054,0.0003062054,0.0003062054,0.0003062054,0.0003062054,0.0003062054,0.0003062054,0.0003062054,0.0003062054,0.0003062054,0.0003062054,0.0003062054
8132718,108,0,0.00023127723,0.00023127723,0.00023127723,0.00023127723,0.00023127723,0.00023127723,0.00023127723,0.00023127723,0.00023127723,0.00023127723,0.9895936,0.00023127723,0.00023127723,0.00023127723,0.00023127723,0.00023127723,0.00023127723,0.00023127723,0.00023127723,0.00023127723,0.00023127723,0.00023127723,0.00023127723,0.00023127723,0.00023127723,0.00023127723,0.00023127723,0.00023127723,0.00023127723,0.00023127723,0.00023127723,0.00023127723,0.00023127723,0.00023127723,0.00023127723,0.00023127723,0.00023127723,0.00023127723,0.00023127723,0.00023127723,0.00023127723,0.00023127723,0.00023127723,0.00023127723,0.00023127723,0.00023127723
8707050,108,0,0.00037482395,0.00037482395,0.00037482395,0.00037482395,0.00037482395,0.00037482395,0.00037482395,0.00037482395,0.00037482395,0.00037482395,0.00037482395,0.00037482395,0.00037482395,0.00037482395,0.00037482395,0.00037482395,0.00037482395,0.00037482395,0.00037482395,0.00037482395,0.00037482395,0.00037482395,0.00037482395,0.00037482395,0.00037482395,0.00037482395,0.00037482395,0.98313266,0.00037482395,0.00037482395,0.00037482395,0.00037482395,0.00037482395,0.00037482395,0.00037482395,0.00037482395,0.00037482395,0.00037482395,0.00037482395,0.00037482395,0.00037482395,0.00037482395,0.00037482395,0.00037482395,0.00037482395,0.00037482395
9175625,108,0,0.00024155351,0.00024155351,0.00024155351,0.00024155351,0.00024155351,0.00024155351,0.00024155351,0.00024155351,0.00024155351,0.00024155351,0.00024155351,0.00024155351,0.00024155351,0.00024155351,0.00024155351,0.00024155351,0.00024155351,0.00024155351,0.00024155351,0.00024155351,0.00024155351,0.00024155351,0.00024155351,0.00024155351,0.00024155351,0.98913074,0.00024155351,0.00024155351,0.00024155351,0.00024155351,0.00024155351,0.00024155351,0.00024155351,0.00024155351,0.00024155351,0.00024155351,0.00024155351,0.00024155351,0.00024155351,0.00024155351,0.00024155351,0.00024155351,0.00024155351,0.00024155351,0.00024155351,0.00024155351
9245791,108,0,0.0004726134,0.0004726134,0.0004726134,0.0004726134,0.0004726134,0.0004726134,0.0004726134,0.0004726134,0.0004726134,0.0004726134,0.97873175,0.0004726134,0.0004726134,0.0004726134,0.0004726134,0.0004726134,0.0004726134,0.0004726134,0.0004726134,0.0004726134,0.0004726134,0.0004726134,0.0004726134,0.0004726134,0.0004726134,0.0004726134,0.0004726134,0.0004726134,0.0004726134,0.0004726134,0.0004726134,0.0004726134,0.0004726134,0.0004726134,0.0004726134,0.0004726134,0.0004726134,0.0004726134,0.0004726134,0.0004726134,0.0004726134,0.0004726134,0.0004726134,0.0004726134,0.0004726134,0.0004726134
9346876,108,0,0.00027174762,0.00027174762,0.00027174762,0.00027174762,0.00027174762,0.00027174762,0.00027174762,0.00027174762,0.00027174762,0.00027174762,0.00027174762,0.00027174762,0.00027174762,0.00027174762,0.00027174762,0.98777246,0.00027174762,0.00027174762,0.00027174762,0.00027174762,0.00027174762,0.00027174762,0.00027174762,0.00027174762,0.00027174762,0.00027174762,0.00027174762,0.00027174762,0.00027174762,0.00027174762,0.00027174762,0.00027174762,0.00027174762,0.00027174762,0.00027174762,0.00027174762,0.00027174762,0.00027174762,0.00027174762,0.00027174762,0.00027174762,0.00027174762,0.00027174762,0.00027174762,0.00027174762,0.00027174762
9352931,108,0,0.00026511482,0.00026511482,0.00026511482,0.00026511482,0.00026511482,0.00026511482,0.00026511482,0.00026511482,0.00026511482,0.00026511482,0.00026511482,0.00026511482,0.00026511482,0.00026511482,0.00026511482,0.00026511482,0.00026511482,0.00026511482,0.00026511482,0.00026511482,0.00026511482,0.00026511482,0.00026511482,0.00026511482,0.00026511482,0.00026511482,0.00026511482,0.00026511482,0.00026511482,0.00026511482,0.00026511482,0.00026511482,0.00026511482,0.00026511482,0.00026511482,0.00026511482,0.00026511482,0.00026511482,0.00026511482,0.00026511482,0.00026511482,0.00026511482,0.00026511482,0.00026511482,0.9880699,0.00026511482
9591694,108,0,0.00025880817,0.00025880817,0.00025880817,0.00025880817,0.00025880817,0.00025880817,0.00025880817,0.00025880817,0.00025880817,0.00025880817,0.00025880817,0.00025880817,0.00025880817,0.00025880817,0.00025880817,0.00025880817,0.00025880817,0.00025880817,0.00025880817,0.00025880817,0.00025880817,0.00025880817,0.00025880817,0.00025880817,0.00025880817,0.00025880817,0.00025880817,0.00025880817,0.00025880817,0.00025880817,0.00025880817,0.00025880817,0.00025880817,0.00025880817,0.988354,0.00025880817,0.00025880817,0.00025880817,0.00025880817,0.00025880817,0.00025880817,0.00025880817,0.00025880817,0.00025880817,0.00025880817,0.00025880817
10051610,108,0,0.0005055812,0.0005055812,0.0005055812,0.0005055812,0.0005055812,0.0005055812,0.0005055812,0.0005055812,0.0005055812,0.0005055812,0.0005055812,0.0005055812,0.0005055812,0.0005055812,0.0005055812,0.0005055812,0.0005055812,0.0005055812,0.0005055812,0.0005055812,0.0005055812,0.0005055812,0.0005055812,0.0005055812,0.0005055812,0.0005055812,0.0005055812,0.0005055812,0.0005055812,0.0005055812,0.0005055812,0.0005055812,0.0005055812,0.0005055812,0.9772486,0.0005055812,0.0005055812,0.0005055812,0.0005055812,0.0005055812,0.0005055812,0.0005055812,0.0005055812,0.0005055812,0.0005055812,0.0005055812
10087618,108,0,0.0006794013,0.0006794013,0.0006794013,0.0006794013,0.0006794013,0.0006794013,0.0006794013,0.0006794013,0.0006794013,0.0006794013,0.0006794013,0.0006794013,0.0006794013,0.0006794013,0.0006794013,0.0006794013,0.0006794013,0.0006794013,0.0006794013,0.0006794013,0.0006794013,0.0006794013,0.0006794013,0.0006794013,0.48964193,0.0006794013,0.0006794013,0.0006794013,0.0006794013,0.0006794013,0.0006794013,0.0006794013,0.0006794013,0.0006794013,0.0006794013,0.0006794013,0.0006794013,0.0006794013,0.0006794013,0.0006794013,0.0006794013,0.0006794013,0.48046386,0.0006794013,0.0006794013,0.0006794013
