Topic,Documents
Topic_1,3
Topic_10,8
Topic_11,2
Topic_12,6
Topic_13,7
Topic_14,3
Topic_15,3
Topic_17,12
Topic_18,9
Topic_19,8
Topic_2,4
Topic_20,7
Topic_21,1
Topic_22,5
Topic_23,5
Topic_24,1
Topic_25,5
Topic_26,2
Topic_27,7
Topic_28,3
Topic_29,8
Topic_3,4
Topic_30,3
Topic_31,2
Topic_32,2
Topic_33,3
Topic_34,6
Topic_35,4
Topic_36,3
Topic_37,2
Topic_38,6
Topic_39,2
Topic_4,7
Topic_40,5
Topic_41,5
Topic_42,3
Topic_43,2
Topic_44,5
Topic_45,2
Topic_46,1
Topic_47,3
Topic_48,2
Topic_5,4
Topic_50,7
Topic_51,5
Topic_52,10
Topic_53,4
Topic_54,3
Topic_55,3
Topic_56,1
Topic_57,6
Topic_58,2
Topic_6,8
Topic_7,4
Topic_9,2
