Topic,Documents
Topic_1,2
Topic_10,4
Topic_11,2
Topic_12,2
Topic_13,2
Topic_14,10
Topic_15,2
Topic_16,5
Topic_17,5
Topic_18,6
Topic_19,4
Topic_2,18
Topic_20,5
Topic_21,1
Topic_22,4
Topic_23,4
Topic_24,5
Topic_26,11
Topic_27,7
Topic_28,2
Topic_29,3
Topic_3,1
Topic_30,13
Topic_31,1
Topic_32,7
Topic_33,6
Topic_34,3
Topic_35,2
Topic_36,7
Topic_37,3
Topic_38,6
Topic_39,3
Topic_4,4
Topic_40,1
Topic_41,1
Topic_42,1
Topic_43,3
Topic_44,2
Topic_45,4
Topic_46,7
Topic_47,1
Topic_48,5
Topic_49,7
Topic_5,3
Topic_50,11
Topic_51,2
Topic_6,3
Topic_8,13
Topic_9,16
