Topic,Documents
Topic_1,6
Topic_10,4
Topic_11,2
Topic_12,3
Topic_13,3
Topic_14,3
Topic_15,3
Topic_16,3
Topic_18,2
Topic_19,3
Topic_2,2
Topic_20,3
Topic_21,3
Topic_22,3
Topic_23,2
Topic_24,4
Topic_25,3
Topic_26,8
Topic_27,3
Topic_28,4
Topic_29,6
Topic_3,4
Topic_30,2
Topic_31,3
Topic_32,1
Topic_34,2
Topic_35,5
Topic_36,7
Topic_37,1
Topic_38,5
Topic_39,1
Topic_4,2
Topic_40,3
Topic_42,1
Topic_43,2
Topic_44,2
Topic_45,5
Topic_46,3
Topic_47,1
Topic_48,1
Topic_49,4
Topic_5,1
Topic_50,3
Topic_51,2
Topic_52,4
Topic_53,1
Topic_54,3
Topic_55,1
Topic_56,1
Topic_57,3
Topic_58,6
Topic_59,4
Topic_6,2
Topic_60,3
Topic_61,3
Topic_62,1
Topic_64,3
Topic_65,2
Topic_66,2
Topic_67,3
Topic_68,6
Topic_69,2
Topic_7,4
Topic_70,8
Topic_71,1
Topic_72,4
Topic_73,2
Topic_75,5
Topic_76,2
Topic_77,4
Topic_78,3
Topic_8,1
Topic_80,4
Topic_82,5
Topic_83,4
Topic_84,4
Topic_9,5
