Topic,Documents
Topic_1,3
Topic_10,12
Topic_11,4
Topic_12,8
Topic_13,5
Topic_14,6
Topic_15,5
Topic_16,3
Topic_17,7
Topic_18,7
Topic_19,3
Topic_2,3
Topic_20,4
Topic_22,7
Topic_23,7
Topic_24,1
Topic_25,3
Topic_26,1
Topic_27,1
Topic_28,3
Topic_29,5
Topic_3,3
Topic_30,2
Topic_31,1
Topic_32,3
Topic_33,4
Topic_34,4
Topic_35,6
Topic_36,4
Topic_37,1
Topic_38,1
Topic_39,3
Topic_4,2
Topic_40,7
Topic_41,2
Topic_42,5
Topic_43,2
Topic_44,3
Topic_45,2
Topic_47,4
Topic_48,1
Topic_5,9
Topic_50,2
Topic_51,3
Topic_52,3
Topic_53,3
Topic_54,3
Topic_55,1
Topic_56,3
Topic_57,1
Topic_58,4
Topic_59,1
Topic_6,1
Topic_60,3
Topic_61,2
Topic_62,4
Topic_63,6
Topic_64,1
Topic_65,1
Topic_66,2
Topic_67,3
Topic_68,3
Topic_69,1
Topic_7,5
Topic_71,1
Topic_73,2
Topic_74,1
Topic_75,3
Topic_76,6
Topic_8,3
Topic_9,1
