DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14,Topic_15,Topic_16,Topic_17,Topic_18,Topic_19,Topic_20,Topic_21,Topic_22,Topic_23,Topic_24,Topic_25,Topic_26,Topic_27,Topic_28,Topic_29,Topic_30,Topic_31,Topic_32,Topic_33,Topic_34,Topic_35,Topic_36,Topic_37,Topic_38,Topic_39,Topic_40,Topic_41,Topic_42,Topic_43,Topic_44,Topic_45,Topic_46,Topic_47,Topic_48,Topic_49,Topic_50,Topic_51,Topic_52,Topic_53,Topic_54
8042410,108,0,0.0002608308,0.0002608308,0.0002608308,0.0002608308,0.0002608308,0.0002608308,0.0002608308,0.0002608308,0.0002608308,0.0002608308,0.0002608308,0.0002608308,0.0002608308,0.0002608308,0.0002608308,0.0002608308,0.0002608308,0.0002608308,0.0002608308,0.0002608308,0.0002608308,0.0002608308,0.0002608308,0.0002608308,0.0002608308,0.0002608308,0.0002608308,0.0002608308,0.0002608308,0.0002608308,0.0002608308,0.0002608308,0.0002608308,0.0002608308,0.0002608308,0.0002608308,0.0002608308,0.0002608308,0.0002608308,0.0002608308,0.0002608308,0.0002608308,0.0002608308,0.0002608308,0.0002608308,0.98617613,0.0002608308,0.0002608308,0.0002608308,0.0002608308,0.0002608308,0.0002608308,0.0002608308,0.0002608308
8132718,108,0,0.00020577147,0.00020577147,0.00020577147,0.00020577147,0.00020577147,0.00020577147,0.00020577147,0.00020577147,0.00020577147,0.00020577147,0.00020577147,0.00020577147,0.00020577147,0.00020577147,0.00020577147,0.00020577147,0.00020577147,0.00020577147,0.00020577147,0.00020577147,0.00020577147,0.00020577147,0.00020577147,0.00020577147,0.00020577147,0.00020577147,0.00020577147,0.00020577147,0.00020577147,0.00020577147,0.00020577147,0.00020577147,0.00020577147,0.00020577147,0.00020577147,0.9890945,0.00020577147,0.00020577147,0.00020577147,0.00020577147,0.00020577147,0.00020577147,0.00020577147,0.00020577147,0.00020577147,0.00020577147,0.00020577147,0.00020577147,0.00020577147,0.00020577147,0.00020577147,0.00020577147,0.00020577147,0.00020577147
8673465,108,0,0.00020807896,0.00020807896,0.00020807896,0.00020807896,0.00020807896,0.00020807896,0.00020807896,0.00020807896,0.00020807896,0.00020807896,0.00020807896,0.00020807896,0.00020807896,0.00020807896,0.00020807896,0.00020807896,0.00020807896,0.00020807896,0.00020807896,0.00020807896,0.00020807896,0.00020807896,0.00020807896,0.00020807896,0.00020807896,0.00020807896,0.00020807896,0.00020807896,0.00020807896,0.00020807896,0.00020807896,0.00020807896,0.00020807896,0.00020807896,0.00020807896,0.00020807896,0.98897225,0.00020807896,0.00020807896,0.00020807896,0.00020807896,0.00020807896,0.00020807896,0.00020807896,0.00020807896,0.00020807896,0.00020807896,0.00020807896,0.00020807896,0.00020807896,0.00020807896,0.00020807896,0.00020807896,0.00020807896
8707050,108,0,0.00032489802,0.00032489802,0.00032489802,0.00032489802,0.00032489802,0.00032489802,0.00032489802,0.00032489802,0.00032489802,0.00032489802,0.00032489802,0.00032489802,0.00032489802,0.00032489802,0.00032489802,0.00032489802,0.00032489802,0.00032489802,0.00032489802,0.00032489802,0.00032489802,0.00032489802,0.00032489802,0.00032489802,0.00032489802,0.00032489802,0.00032489802,0.00032489802,0.00032489802,0.00032489802,0.00032489802,0.00032489802,0.00032489802,0.00032489802,0.00032489802,0.00032489802,0.98277986,0.00032489802,0.00032489802,0.00032489802,0.00032489802,0.00032489802,0.00032489802,0.00032489802,0.00032489802,0.00032489802,0.00032489802,0.00032489802,0.00032489802,0.00032489802,0.00032489802,0.00032489802,0.00032489802,0.00032489802
9346876,108,0,0.00022585147,0.00022585147,0.26258475,0.00022585147,0.00022585147,0.00022585147,0.00022585147,0.00022585147,0.00022585147,0.00022585147,0.00022585147,0.00022585147,0.00022585147,0.00022585147,0.00022585147,0.00022585147,0.00022585147,0.00022585147,0.00022585147,0.00022585147,0.00022585147,0.00022585147,0.00022585147,0.00022585147,0.00022585147,0.00022585147,0.00022585147,0.00022585147,0.00022585147,0.00022585147,0.00022585147,0.00022585147,0.00022585147,0.00022585147,0.00022585147,0.00022585147,0.00022585147,0.00022585147,0.00022585147,0.00022585147,0.00022585147,0.00022585147,0.00022585147,0.00022585147,0.00022585147,0.00022585147,0.00022585147,0.00022585147,0.00022585147,0.00022585147,0.00022585147,0.7256711,0.00022585147,0.00022585147
9352931,108,0,0.00022863329,0.00022863329,0.00022863329,0.00022863329,0.00022863329,0.00022863329,0.00022863329,0.00022863329,0.00022863329,0.00022863329,0.00022863329,0.00022863329,0.00022863329,0.00022863329,0.00022863329,0.00022863329,0.00022863329,0.00022863329,0.00022863329,0.00022863329,0.00022863329,0.00022863329,0.00022863329,0.00022863329,0.00022863329,0.00022863329,0.00022863329,0.00022863329,0.00022863329,0.00022863329,0.00022863329,0.00022863329,0.00022863329,0.00022863329,0.00022863329,0.00022863329,0.00022863329,0.00022863329,0.00022863329,0.00022863329,0.00022863329,0.00022863329,0.00022863329,0.00022863329,0.00022863329,0.00022863329,0.00022863329,0.00022863329,0.00022863329,0.00022863329,0.00022863329,0.9878825,0.00022863329,0.00022863329
9591694,108,0,0.00021044264,0.00021044264,0.00021044264,0.9888477,0.00021044264,0.00021044264,0.00021044264,0.00021044264,0.00021044264,0.00021044264,0.00021044264,0.00021044264,0.00021044264,0.00021044264,0.00021044264,0.00021044264,0.00021044264,0.00021044264,0.00021044264,0.00021044264,0.00021044264,0.00021044264,0.00021044264,0.00021044264,0.00021044264,0.00021044264,0.00021044264,0.00021044264,0.00021044264,0.00021044264,0.00021044264,0.00021044264,0.00021044264,0.00021044264,0.00021044264,0.00021044264,0.00021044264,0.00021044264,0.00021044264,0.00021044264,0.00021044264,0.00021044264,0.00021044264,0.00021044264,0.00021044264,0.00021044264,0.00021044264,0.00021044264,0.00021044264,0.00021044264,0.00021044264,0.00021044264,0.00021044264,0.00021044264
10051610,108,0,0.00043067225,0.00043067225,0.00043067225,0.00043067225,0.00043067225,0.00043067225,0.00043067225,0.00043067225,0.00043067225,0.00043067225,0.00043067225,0.00043067225,0.00043067225,0.00043067225,0.00043067225,0.00043067225,0.00043067225,0.00043067225,0.00043067225,0.00043067225,0.977173,0.00043067225,0.00043067225,0.00043067225,0.00043067225,0.00043067225,0.00043067225,0.00043067225,0.00043067225,0.00043067225,0.00043067225,0.00043067225,0.00043067225,0.00043067225,0.00043067225,0.00043067225,0.00043067225,0.00043067225,0.00043067225,0.00043067225,0.00043067225,0.00043067225,0.00043067225,0.00043067225,0.00043067225,0.00043067225,0.00043067225,0.00043067225,0.00043067225,0.00043067225,0.00043067225,0.00043067225,0.00043067225,0.00043067225
10087618,108,0,0.0005611837,0.0005611837,0.0005611837,0.0005611837,0.0005611837,0.0005611837,0.0005611837,0.0005611837,0.0005611837,0.0005611837,0.0005611837,0.0005611837,0.0005611837,0.0005611837,0.0005611837,0.0005611837,0.0005611837,0.0005611837,0.0005611837,0.0005611837,0.0005611837,0.0005611837,0.0005611837,0.0005611837,0.0005611837,0.0005611837,0.0005611837,0.0005611837,0.0005611837,0.0005611837,0.0005611837,0.0005611837,0.0005611837,0.0005611837,0.0005611837,0.0005611837,0.97025627,0.0005611837,0.0005611837,0.0005611837,0.0005611837,0.0005611837,0.0005611837,0.0005611837,0.0005611837,0.0005611837,0.0005611837,0.0005611837,0.0005611837,0.0005611837,0.0005611837,0.0005611837,0.0005611837,0.0005611837
10100328,108,0,0.0002683982,0.0002683982,0.0002683982,0.0002683982,0.0002683982,0.0002683982,0.0002683982,0.0002683982,0.0002683982,0.0002683982,0.0002683982,0.0002683982,0.0002683982,0.0002683982,0.0002683982,0.0002683982,0.0002683982,0.0002683982,0.0002683982,0.0002683982,0.0002683982,0.0002683982,0.0002683982,0.0002683982,0.0002683982,0.0002683982,0.0002683982,0.0002683982,0.0002683982,0.0002683982,0.0002683982,0.0002683982,0.0002683982,0.0002683982,0.0002683982,0.0002683982,0.23994856,0.74609524,0.0002683982,0.0002683982,0.0002683982,0.0002683982,0.0002683982,0.0002683982,0.0002683982,0.0002683982,0.0002683982,0.0002683982,0.0002683982,0.0002683982,0.0002683982,0.0002683982,0.0002683982,0.0002683982
