DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14,Topic_15,Topic_16,Topic_17,Topic_18,Topic_19,Topic_20,Topic_21,Topic_22,Topic_23,Topic_24,Topic_25,Topic_26,Topic_27,Topic_28,Topic_29
8042410,108,0,0.0004856987,0.0004856987,0.0004856987,0.0004856987,0.0004856987,0.0004856987,0.0004856987,0.0004856987,0.0004856987,0.0004856987,0.0004856987,0.0004856987,0.0004856987,0.0004856987,0.0004856987,0.0004856987,0.0004856987,0.0004856987,0.0004856987,0.0004856987,0.0004856987,0.0004856987,0.0004856987,0.0004856987,0.0004856987,0.0004856987,0.0004856987,0.98640037,0.0004856987
8132718,108,0,0.00038315495,0.00038315495,0.00038315495,0.9892711,0.00038315495,0.00038315495,0.00038315495,0.00038315495,0.00038315495,0.00038315495,0.00038315495,0.00038315495,0.00038315495,0.00038315495,0.00038315495,0.00038315495,0.00038315495,0.00038315495,0.00038315495,0.00038315495,0.00038315495,0.00038315495,0.00038315495,0.00038315495,0.00038315495,0.00038315495,0.00038315495,0.00038315495,0.00038315495
8673465,108,0,0.0003874605,0.0003874605,0.9891505,0.0003874605,0.0003874605,0.0003874605,0.0003874605,0.0003874605,0.0003874605,0.0003874605,0.0003874605,0.0003874605,0.0003874605,0.0003874605,0.0003874605,0.0003874605,0.0003874605,0.0003874605,0.0003874605,0.0003874605,0.0003874605,0.0003874605,0.0003874605,0.0003874605,0.0003874605,0.0003874605,0.0003874605,0.0003874605,0.0003874605
8707050,108,0,0.0006049678,0.0006049678,0.0006049678,0.0006049678,0.0006049678,0.0006049678,0.98306155,0.0006049678,0.0006049678,0.0006049678,0.0006049678,0.0006049678,0.0006049678,0.0006049678,0.0006049678,0.0006049678,0.0006049678,0.0006049678,0.0006049678,0.0006049678,0.0006049678,0.0006049678,0.0006049678,0.0006049678,0.0006049678,0.0006049678,0.0006049678,0.0006049678,0.0006049678
9346876,108,0,0.00042053906,0.00042053906,0.00042053906,0.00042053906,0.00042053906,0.00042053906,0.00042053906,0.00042053906,0.00042053906,0.00042053906,0.00042053906,0.98822445,0.00042053906,0.00042053906,0.00042053906,0.00042053906,0.00042053906,0.00042053906,0.00042053906,0.00042053906,0.00042053906,0.00042053906,0.00042053906,0.00042053906,0.00042053906,0.00042053906,0.00042053906,0.00042053906,0.00042053906
9352931,108,0,0.00042572836,0.00042572836,0.98807895,0.00042572836,0.00042572836,0.00042572836,0.00042572836,0.00042572836,0.00042572836,0.00042572836,0.00042572836,0.00042572836,0.00042572836,0.00042572836,0.00042572836,0.00042572836,0.00042572836,0.00042572836,0.00042572836,0.00042572836,0.00042572836,0.00042572836,0.00042572836,0.00042572836,0.00042572836,0.00042572836,0.00042572836,0.00042572836,0.00042572836
9591694,108,0,0.00039186078,0.00039186078,0.00039186078,0.9890273,0.00039186078,0.00039186078,0.00039186078,0.00039186078,0.00039186078,0.00039186078,0.00039186078,0.00039186078,0.00039186078,0.00039186078,0.00039186078,0.00039186078,0.00039186078,0.00039186078,0.00039186078,0.00039186078,0.00039186078,0.00039186078,0.00039186078,0.00039186078,0.00039186078,0.00039186078,0.00039186078,0.00039186078,0.00039186078
10051610,108,0,0.000801985,0.000801985,0.000801985,0.2897536,0.000801985,0.000801985,0.000801985,0.000801985,0.000801985,0.000801985,0.000801985,0.000801985,0.000801985,0.000801985,0.000801985,0.000801985,0.000801985,0.000801985,0.6885932,0.000801985,0.000801985,0.000801985,0.000801985,0.000801985,0.000801985,0.000801985,0.000801985,0.000801985,0.000801985
10087618,108,0,0.0010450277,0.0010450277,0.0010450277,0.2558263,0.0010450277,0.0010450277,0.27193624,0.0010450277,0.0010450277,0.4450677,0.0010450277,0.0010450277,0.0010450277,0.0010450277,0.0010450277,0.0010450277,0.0010450277,0.0010450277,0.0010450277,0.0010450277,0.0010450277,0.0010450277,0.0010450277,0.0010450277,0.0010450277,0.0010450277,0.0010450277,0.0010450277,0.0010450277
10100328,108,0,0.00049980613,0.00049980613,0.00049980613,0.00049980613,0.00049980613,0.00049980613,0.00049980613,0.00049980613,0.00049980613,0.6676474,0.00049980613,0.00049980613,0.00049980613,0.00049980613,0.00049980613,0.00049980613,0.00049980613,0.00049980613,0.00049980613,0.00049980613,0.00049980613,0.00049980613,0.00049980613,0.31885803,0.00049980613,0.00049980613,0.00049980613,0.00049980613,0.00049980613
