Topic,Documents
Topic_1,7
Topic_10,6
Topic_11,4
Topic_12,2
Topic_13,4
Topic_14,6
Topic_15,1
Topic_17,7
Topic_18,5
Topic_19,4
Topic_2,3
Topic_20,4
Topic_22,8
Topic_23,4
Topic_24,1
Topic_25,6
Topic_26,3
Topic_27,2
Topic_28,2
Topic_29,11
Topic_3,1
Topic_30,4
Topic_31,3
Topic_32,2
Topic_33,1
Topic_34,10
Topic_35,4
Topic_36,2
Topic_37,1
Topic_38,5
Topic_39,2
Topic_4,5
Topic_40,4
Topic_41,4
Topic_42,2
Topic_43,1
Topic_44,6
Topic_47,2
Topic_48,3
Topic_49,3
Topic_5,10
Topic_50,4
Topic_51,3
Topic_52,6
Topic_53,2
Topic_54,2
Topic_55,6
Topic_56,3
Topic_57,3
Topic_6,3
Topic_62,12
Topic_63,8
Topic_64,1
Topic_65,2
Topic_66,2
Topic_67,6
Topic_68,2
Topic_7,5
Topic_8,3
Topic_9,2
