Topic,Documents
Topic_1,3
Topic_10,3
Topic_11,3
Topic_12,2
Topic_13,3
Topic_14,1
Topic_15,2
Topic_17,6
Topic_18,7
Topic_19,4
Topic_2,4
Topic_20,3
Topic_22,6
Topic_23,5
Topic_25,2
Topic_26,4
Topic_27,2
Topic_29,7
Topic_3,1
Topic_30,1
Topic_31,4
Topic_32,2
Topic_33,2
Topic_34,6
Topic_35,7
Topic_37,4
Topic_38,3
Topic_39,3
Topic_4,6
Topic_40,3
Topic_41,3
Topic_42,4
Topic_43,4
Topic_44,2
Topic_45,1
Topic_47,1
Topic_48,2
Topic_49,4
Topic_5,13
Topic_50,5
Topic_51,4
Topic_52,6
Topic_53,3
Topic_54,1
Topic_55,2
Topic_56,3
Topic_58,2
Topic_59,1
Topic_6,3
Topic_60,2
Topic_61,2
Topic_62,9
Topic_63,3
Topic_65,1
Topic_66,1
Topic_67,1
Topic_68,1
Topic_69,6
Topic_7,1
Topic_70,3
Topic_71,3
Topic_72,1
Topic_73,1
Topic_74,1
Topic_75,1
Topic_76,4
Topic_78,4
Topic_79,5
Topic_8,2
Topic_80,2
Topic_81,4
Topic_83,4
Topic_84,4
Topic_9,1
