DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14,Topic_15,Topic_16,Topic_17,Topic_18,Topic_19,Topic_20,Topic_21,Topic_22,Topic_23,Topic_24,Topic_25,Topic_26,Topic_27,Topic_28,Topic_29,Topic_30,Topic_31,Topic_32,Topic_33,Topic_34,Topic_35,Topic_36,Topic_37,Topic_38,Topic_39,Topic_40,Topic_41,Topic_42,Topic_43,Topic_44,Topic_45,Topic_46,Topic_47,Topic_48,Topic_49,Topic_50,Topic_51,Topic_52,Topic_53,Topic_54,Topic_55,Topic_56,Topic_57,Topic_58,Topic_59,Topic_60,Topic_61,Topic_62,Topic_63,Topic_64,Topic_65,Topic_66,Topic_67,Topic_68,Topic_69,Topic_70,Topic_71,Topic_72,Topic_73,Topic_74,Topic_75,Topic_76,Topic_77,Topic_78,Topic_79,Topic_80,Topic_81,Topic_82,Topic_83,Topic_84
8042410,108,0,0.0001676803,0.0001676803,0.0001676803,0.0001676803,0.0001676803,0.0001676803,0.0001676803,0.0001676803,0.0001676803,0.0001676803,0.0001676803,0.0001676803,0.0001676803,0.0001676803,0.0001676803,0.0001676803,0.0001676803,0.0001676803,0.0001676803,0.0001676803,0.0001676803,0.98608506,0.0001676803,0.0001676803,0.0001676803,0.0001676803,0.0001676803,0.0001676803,0.0001676803,0.0001676803,0.0001676803,0.0001676803,0.0001676803,0.0001676803,0.0001676803,0.0001676803,0.0001676803,0.0001676803,0.0001676803,0.0001676803,0.0001676803,0.0001676803,0.0001676803,0.0001676803,0.0001676803,0.0001676803,0.0001676803,0.0001676803,0.0001676803,0.0001676803,0.0001676803,0.0001676803,0.0001676803,0.0001676803,0.0001676803,0.0001676803,0.0001676803,0.0001676803,0.0001676803,0.0001676803,0.0001676803,0.0001676803,0.0001676803,0.0001676803,0.0001676803,0.0001676803,0.0001676803,0.0001676803,0.0001676803,0.0001676803,0.0001676803,0.0001676803,0.0001676803,0.0001676803,0.0001676803,0.0001676803,0.0001676803,0.0001676803,0.0001676803,0.0001676803,0.0001676803,0.0001676803,0.0001676803,0.0001676803
8132718,108,0,0.00012665066,0.98949057,0.00012665066,0.00012665066,0.00012665066,0.00012665066,0.00012665066,0.00012665066,0.00012665066,0.00012665066,0.00012665066,0.00012665066,0.00012665066,0.00012665066,0.00012665066,0.00012665066,0.00012665066,0.00012665066,0.00012665066,0.00012665066,0.00012665066,0.00012665066,0.00012665066,0.00012665066,0.00012665066,0.00012665066,0.00012665066,0.00012665066,0.00012665066,0.00012665066,0.00012665066,0.00012665066,0.00012665066,0.00012665066,0.00012665066,0.00012665066,0.00012665066,0.00012665066,0.00012665066,0.00012665066,0.00012665066,0.00012665066,0.00012665066,0.00012665066,0.00012665066,0.00012665066,0.00012665066,0.00012665066,0.00012665066,0.00012665066,0.00012665066,0.00012665066,0.00012665066,0.00012665066,0.00012665066,0.00012665066,0.00012665066,0.00012665066,0.00012665066,0.00012665066,0.00012665066,0.00012665066,0.00012665066,0.00012665066,0.00012665066,0.00012665066,0.00012665066,0.00012665066,0.00012665066,0.00012665066,0.00012665066,0.00012665066,0.00012665066,0.00012665066,0.00012665066,0.00012665066,0.00012665066,0.00012665066,0.00012665066,0.00012665066,0.00012665066,0.00012665066,0.00012665066,0.00012665066
8707050,108,0,0.00020526533,0.00020526533,0.00020526533,0.00020526533,0.00020526533,0.00020526533,0.00020526533,0.00020526533,0.00020526533,0.00020526533,0.00020526533,0.00020526533,0.00020526533,0.00020526533,0.00020526533,0.00020526533,0.5674045,0.00020526533,0.00020526533,0.00020526533,0.00020526533,0.00020526533,0.00020526533,0.00020526533,0.00020526533,0.00020526533,0.00020526533,0.00020526533,0.00020526533,0.00020526533,0.41576278,0.00020526533,0.00020526533,0.00020526533,0.00020526533,0.00020526533,0.00020526533,0.00020526533,0.00020526533,0.00020526533,0.00020526533,0.00020526533,0.00020526533,0.00020526533,0.00020526533,0.00020526533,0.00020526533,0.00020526533,0.00020526533,0.00020526533,0.00020526533,0.00020526533,0.00020526533,0.00020526533,0.00020526533,0.00020526533,0.00020526533,0.00020526533,0.00020526533,0.00020526533,0.00020526533,0.00020526533,0.00020526533,0.00020526533,0.00020526533,0.00020526533,0.00020526533,0.00020526533,0.00020526533,0.00020526533,0.00020526533,0.00020526533,0.00020526533,0.00020526533,0.00020526533,0.00020526533,0.00020526533,0.00020526533,0.00020526533,0.00020526533,0.00020526533,0.00020526533,0.00020526533,0.00020526533
9175625,108,0,0.00013228024,0.00013228024,0.00013228024,0.00013228024,0.00013228024,0.00013228024,0.00013228024,0.00013228024,0.00013228024,0.00013228024,0.00013228024,0.00013228024,0.00013228024,0.00013228024,0.00013228024,0.00013228024,0.00013228024,0.00013228024,0.00013228024,0.00013228024,0.00013228024,0.00013228024,0.00013228024,0.00013228024,0.00013228024,0.00013228024,0.00013228024,0.00013228024,0.00013228024,0.00013228024,0.00013228024,0.00013228024,0.00013228024,0.00013228024,0.00013228024,0.00013228024,0.00013228024,0.00013228024,0.00013228024,0.00013228024,0.00013228024,0.00013228024,0.00013228024,0.00013228024,0.00013228024,0.00013228024,0.00013228024,0.00013228024,0.00013228024,0.00013228024,0.00013228024,0.00013228024,0.00013228024,0.00013228024,0.00013228024,0.00013228024,0.00013228024,0.00013228024,0.00013228024,0.00013228024,0.00013228024,0.00013228024,0.00013228024,0.00013228024,0.00013228024,0.00013228024,0.00013228024,0.00013228024,0.00013228024,0.00013228024,0.00013228024,0.00013228024,0.00013228024,0.00013228024,0.00013228024,0.98902094,0.00013228024,0.00013228024,0.00013228024,0.00013228024,0.00013228024,0.00013228024,0.00013228024,0.00013228024
9245791,108,0,0.0002588156,0.0002588156,0.0002588156,0.0002588156,0.0002588156,0.0002588156,0.0002588156,0.0002588156,0.0002588156,0.0002588156,0.0002588156,0.0002588156,0.0002588156,0.0002588156,0.0002588156,0.0002588156,0.0002588156,0.0002588156,0.0002588156,0.0002588156,0.0002588156,0.0002588156,0.0002588156,0.0002588156,0.0002588156,0.0002588156,0.0002588156,0.0002588156,0.0002588156,0.0002588156,0.38295385,0.0002588156,0.0002588156,0.0002588156,0.0002588156,0.0002588156,0.0002588156,0.0002588156,0.0002588156,0.0002588156,0.0002588156,0.0002588156,0.0002588156,0.0002588156,0.0002588156,0.0002588156,0.0002588156,0.0002588156,0.0002588156,0.0002588156,0.0002588156,0.0002588156,0.0002588156,0.0002588156,0.0002588156,0.0002588156,0.0002588156,0.0002588156,0.0002588156,0.0002588156,0.0002588156,0.0002588156,0.0002588156,0.0002588156,0.0002588156,0.0002588156,0.0002588156,0.0002588156,0.5958222,0.0002588156,0.0002588156,0.0002588156,0.0002588156,0.0002588156,0.0002588156,0.0002588156,0.0002588156,0.0002588156,0.0002588156,0.0002588156,0.0002588156,0.0002588156,0.0002588156,0.0002588156
9346876,108,0,0.00014881496,0.00014881496,0.00014881496,0.00014881496,0.00014881496,0.00014881496,0.00014881496,0.00014881496,0.00014881496,0.00014881496,0.00014881496,0.00014881496,0.00014881496,0.00014881496,0.00014881496,0.00014881496,0.00014881496,0.00014881496,0.00014881496,0.00014881496,0.00014881496,0.00014881496,0.00014881496,0.00014881496,0.00014881496,0.00014881496,0.00014881496,0.00014881496,0.00014881496,0.00014881496,0.00014881496,0.00014881496,0.00014881496,0.00014881496,0.00014881496,0.00014881496,0.00014881496,0.00014881496,0.00014881496,0.00014881496,0.00014881496,0.00014881496,0.00014881496,0.00014881496,0.00014881496,0.00014881496,0.00014881496,0.00014881496,0.00014881496,0.00014881496,0.00014881496,0.00014881496,0.00014881496,0.00014881496,0.00014881496,0.00014881496,0.00014881496,0.00014881496,0.00014881496,0.00014881496,0.00014881496,0.00014881496,0.9876491,0.00014881496,0.00014881496,0.00014881496,0.00014881496,0.00014881496,0.00014881496,0.00014881496,0.00014881496,0.00014881496,0.00014881496,0.00014881496,0.00014881496,0.00014881496,0.00014881496,0.00014881496,0.00014881496,0.00014881496,0.00014881496,0.00014881496,0.00014881496,0.00014881496
9352931,108,0,0.00014518476,0.00014518476,0.00014518476,0.00014518476,0.00014518476,0.00014518476,0.00014518476,0.00014518476,0.00014518476,0.00014518476,0.00014518476,0.00014518476,0.00014518476,0.00014518476,0.00014518476,0.00014518476,0.00014518476,0.00014518476,0.00014518476,0.00014518476,0.00014518476,0.00014518476,0.00014518476,0.00014518476,0.00014518476,0.00014518476,0.00014518476,0.00014518476,0.00014518476,0.00014518476,0.00014518476,0.00014518476,0.00014518476,0.00014518476,0.00014518476,0.00014518476,0.00014518476,0.00014518476,0.00014518476,0.00014518476,0.00014518476,0.00014518476,0.00014518476,0.00014518476,0.00014518476,0.00014518476,0.00014518476,0.00014518476,0.00014518476,0.00014518476,0.00014518476,0.00014518476,0.00014518476,0.00014518476,0.00014518476,0.00014518476,0.00014518476,0.00014518476,0.00014518476,0.00014518476,0.00014518476,0.00014518476,0.00014518476,0.00014518476,0.00014518476,0.00014518476,0.00014518476,0.00014518476,0.00014518476,0.00014518476,0.00014518476,0.00014518476,0.00014518476,0.00014518476,0.00014518476,0.00014518476,0.00014518476,0.00014518476,0.00014518476,0.00014518476,0.00014518476,0.00014518476,0.9879497,0.00014518476
9591694,108,0,0.00014172994,0.00014172994,0.00014172994,0.00014172994,0.00014172994,0.00014172994,0.00014172994,0.00014172994,0.00014172994,0.00014172994,0.00014172994,0.00014172994,0.4575397,0.00014172994,0.00014172994,0.00014172994,0.00014172994,0.00014172994,0.00014172994,0.00014172994,0.00014172994,0.00014172994,0.00014172994,0.00014172994,0.00014172994,0.00014172994,0.00014172994,0.00014172994,0.00014172994,0.00014172994,0.00014172994,0.00014172994,0.00014172994,0.00014172994,0.00014172994,0.00014172994,0.00014172994,0.00014172994,0.00014172994,0.00014172994,0.00014172994,0.53083956,0.00014172994,0.00014172994,0.00014172994,0.00014172994,0.00014172994,0.00014172994,0.00014172994,0.00014172994,0.00014172994,0.00014172994,0.00014172994,0.00014172994,0.00014172994,0.00014172994,0.00014172994,0.00014172994,0.00014172994,0.00014172994,0.00014172994,0.00014172994,0.00014172994,0.00014172994,0.00014172994,0.00014172994,0.00014172994,0.00014172994,0.00014172994,0.00014172994,0.00014172994,0.00014172994,0.00014172994,0.00014172994,0.00014172994,0.00014172994,0.00014172994,0.00014172994,0.00014172994,0.00014172994,0.00014172994,0.00014172994,0.00014172994,0.00014172994
10051610,108,0,0.0002768673,0.0002768673,0.0002768673,0.0002768673,0.0002768673,0.0002768673,0.0002768673,0.0002768673,0.0002768673,0.0002768673,0.0002768673,0.0002768673,0.0002768673,0.0002768673,0.0002768673,0.0002768673,0.0002768673,0.0002768673,0.0002768673,0.0002768673,0.0002768673,0.0002768673,0.0002768673,0.0002768673,0.0002768673,0.0002768673,0.0002768673,0.0002768673,0.0002768673,0.0002768673,0.0002768673,0.0002768673,0.0002768673,0.0002768673,0.97701895,0.0002768673,0.0002768673,0.0002768673,0.0002768673,0.0002768673,0.0002768673,0.0002768673,0.0002768673,0.0002768673,0.0002768673,0.0002768673,0.0002768673,0.0002768673,0.0002768673,0.0002768673,0.0002768673,0.0002768673,0.0002768673,0.0002768673,0.0002768673,0.0002768673,0.0002768673,0.0002768673,0.0002768673,0.0002768673,0.0002768673,0.0002768673,0.0002768673,0.0002768673,0.0002768673,0.0002768673,0.0002768673,0.0002768673,0.0002768673,0.0002768673,0.0002768673,0.0002768673,0.0002768673,0.0002768673,0.0002768673,0.0002768673,0.0002768673,0.0002768673,0.0002768673,0.0002768673,0.0002768673,0.0002768673,0.0002768673,0.0002768673
10087618,108,0,0.00037204038,0.00037204038,0.00037204038,0.00037204038,0.00037204038,0.00037204038,0.00037204038,0.00037204038,0.00037204038,0.00037204038,0.00037204038,0.00037204038,0.7332129,0.00037204038,0.00037204038,0.00037204038,0.00037204038,0.00037204038,0.00037204038,0.00037204038,0.00037204038,0.00037204038,0.00037204038,0.00037204038,0.00037204038,0.00037204038,0.00037204038,0.00037204038,0.00037204038,0.00037204038,0.23627783,0.00037204038,0.00037204038,0.00037204038,0.00037204038,0.00037204038,0.00037204038,0.00037204038,0.00037204038,0.00037204038,0.00037204038,0.00037204038,0.00037204038,0.00037204038,0.00037204038,0.00037204038,0.00037204038,0.00037204038,0.00037204038,0.00037204038,0.00037204038,0.00037204038,0.00037204038,0.00037204038,0.00037204038,0.00037204038,0.00037204038,0.00037204038,0.00037204038,0.00037204038,0.00037204038,0.00037204038,0.00037204038,0.00037204038,0.00037204038,0.00037204038,0.00037204038,0.00037204038,0.00037204038,0.00037204038,0.00037204038,0.00037204038,0.00037204038,0.00037204038,0.00037204038,0.00037204038,0.00037204038,0.00037204038,0.00037204038,0.00037204038,0.00037204038,0.00037204038,0.00037204038,0.00037204038
