DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14,Topic_15,Topic_16,Topic_17,Topic_18,Topic_19,Topic_20,Topic_21,Topic_22,Topic_23,Topic_24,Topic_25,Topic_26,Topic_27,Topic_28,Topic_29
8042410,108,0,0.00048569875,0.00048569875,0.00048569875,0.00048569875,0.00048569875,0.00048569875,0.00048569875,0.00048569875,0.00048569875,0.00048569875,0.00048569875,0.00048569875,0.00048569875,0.9864,0.00048569875,0.00048569875,0.00048569875,0.00048569875,0.00048569875,0.00048569875,0.00048569875,0.00048569875,0.00048569875,0.00048569875,0.00048569875,0.00048569875,0.00048569875,0.00048569875,0.00048569875
8132718,108,0,0.00036685984,0.11871561,0.00036685984,0.00036685984,0.00036685984,0.00036685984,0.00036685984,0.00036685984,0.00036685984,0.00036685984,0.00036685984,0.00036685984,0.00036685984,0.00036685984,0.00036685984,0.00036685984,0.00036685984,0.00036685984,0.00036685984,0.00036685984,0.00036685984,0.00036685984,0.00036685984,0.00036685984,0.00036685984,0.00036685984,0.00036685984,0.00036685984,0.87137914
8707050,108,0,0.00059458497,0.00059458497,0.00059458497,0.00059458497,0.00059458497,0.00059458497,0.00059458497,0.00059458497,0.3752687,0.00059458497,0.00059458497,0.00059458497,0.00059458497,0.00059458497,0.00059458497,0.00059458497,0.60867786,0.00059458497,0.00059458497,0.00059458497,0.00059458497,0.00059458497,0.00059458497,0.00059458497,0.00059458497,0.00059458497,0.00059458497,0.00059458497,0.00059458497
9175625,108,0,0.00038317672,0.00038317672,0.00038317672,0.8508747,0.00038317672,0.00038317672,0.00038317672,0.00038317672,0.138779,0.00038317672,0.00038317672,0.00038317672,0.00038317672,0.00038317672,0.00038317672,0.00038317672,0.00038317672,0.00038317672,0.00038317672,0.00038317672,0.00038317672,0.00038317672,0.00038317672,0.00038317672,0.00038317672,0.00038317672,0.00038317672,0.00038317672,0.00038317672
9245791,108,0,0.000749701,0.000749701,0.000749701,0.000749701,0.000749701,0.000749701,0.4055038,0.000749701,0.074342154,0.000749701,0.5006625,0.000749701,0.000749701,0.000749701,0.000749701,0.000749701,0.000749701,0.000749701,0.000749701,0.000749701,0.000749701,0.000749701,0.000749701,0.000749701,0.000749701,0.000749701,0.000749701,0.000749701,0.000749701
9346876,108,0,0.00043105122,0.00043105122,0.00043105122,0.00043105122,0.00043105122,0.98792994,0.00043105122,0.00043105122,0.00043105122,0.00043105122,0.00043105122,0.00043105122,0.00043105122,0.00043105122,0.00043105122,0.00043105122,0.00043105122,0.00043105122,0.00043105122,0.00043105122,0.00043105122,0.00043105122,0.00043105122,0.00043105122,0.00043105122,0.00043105122,0.00043105122,0.00043105122,0.00043105122
9352931,108,0,0.00042054898,0.00042054898,0.00042054898,0.912888,0.00042054898,0.00042054898,0.00042054898,0.00042054898,0.075756595,0.00042054898,0.00042054898,0.00042054898,0.00042054898,0.00042054898,0.00042054898,0.00042054898,0.00042054898,0.00042054898,0.00042054898,0.00042054898,0.00042054898,0.00042054898,0.00042054898,0.00042054898,0.00042054898,0.00042054898,0.00042054898,0.00042054898,0.00042054898
9591694,108,0,0.00041055895,0.00041055895,0.00041055895,0.00041055895,0.00041055895,0.12426369,0.00041055895,0.00041055895,0.14310716,0.00041055895,0.00041055895,0.12379517,0.088721015,0.00041055895,0.00041055895,0.00041055895,0.00041055895,0.00041055895,0.00041055895,0.00041055895,0.00041055895,0.00041055895,0.00041055895,0.00041055895,0.00041055895,0.17405131,0.00041055895,0.336619,0.00041055895
10051610,108,0,0.0008019922,0.0008019922,0.0008019922,0.0008019922,0.0008019922,0.0008019922,0.0008019922,0.0008019922,0.117087394,0.0008019922,0.0008019922,0.0008019922,0.0008019922,0.0008019922,0.0008019922,0.0008019922,0.0008019922,0.0008019922,0.0008019922,0.0008019922,0.0008019922,0.0008019922,0.0008019922,0.0008019922,0.0008019922,0.86125886,0.0008019922,0.0008019922,0.0008019922
10087618,108,0,0.0010777174,0.0010777174,0.0010777174,0.0010777174,0.0010777174,0.0010777174,0.059956416,0.0010777174,0.24155341,0.0010777174,0.0010777174,0.15227534,0.0010777174,0.0010777174,0.0010777174,0.31431696,0.0010777174,0.0010777174,0.0010777174,0.0010777174,0.0010777174,0.0010777174,0.0010777174,0.0010777174,0.20603253,0.0010777174,0.0010777174,0.0010777174,0.0010777174
