Topic,Documents
Topic_1,2
Topic_10,4
Topic_11,4
Topic_12,3
Topic_13,2
Topic_14,8
Topic_15,4
Topic_16,2
Topic_17,5
Topic_18,5
Topic_19,6
Topic_2,3
Topic_20,6
Topic_22,15
Topic_23,1
Topic_24,1
Topic_25,3
Topic_26,3
Topic_27,5
Topic_28,4
Topic_29,2
Topic_3,4
Topic_30,6
Topic_31,4
Topic_32,1
Topic_33,2
Topic_35,1
Topic_36,5
Topic_37,7
Topic_38,1
Topic_39,5
Topic_4,2
Topic_40,2
Topic_41,2
Topic_42,3
Topic_43,1
Topic_44,3
Topic_45,4
Topic_46,2
Topic_47,8
Topic_48,5
Topic_49,7
Topic_5,2
Topic_50,4
Topic_52,1
Topic_53,2
Topic_54,2
Topic_55,2
Topic_56,6
Topic_57,1
Topic_59,4
Topic_6,1
Topic_60,7
Topic_61,6
Topic_64,1
Topic_65,4
Topic_66,4
Topic_67,8
Topic_68,3
Topic_69,1
Topic_7,10
Topic_70,3
Topic_72,3
Topic_8,1
Topic_9,1
