Topic,Documents
Topic_1,4
Topic_10,4
Topic_11,7
Topic_12,7
Topic_13,5
Topic_14,1
Topic_15,2
Topic_16,1
Topic_17,3
Topic_18,2
Topic_19,1
Topic_2,2
Topic_20,3
Topic_21,1
Topic_22,5
Topic_23,2
Topic_24,3
Topic_25,2
Topic_26,1
Topic_27,4
Topic_28,3
Topic_29,4
Topic_3,5
Topic_30,1
Topic_31,3
Topic_32,3
Topic_33,4
Topic_35,8
Topic_36,4
Topic_38,3
Topic_39,2
Topic_4,2
Topic_40,1
Topic_42,2
Topic_43,1
Topic_44,5
Topic_45,5
Topic_46,2
Topic_47,1
Topic_48,1
Topic_49,8
Topic_5,3
Topic_50,1
Topic_51,4
Topic_52,8
Topic_53,1
Topic_54,3
Topic_55,2
Topic_56,3
Topic_57,6
Topic_58,8
Topic_59,8
Topic_6,4
Topic_60,5
Topic_61,2
Topic_62,1
Topic_63,4
Topic_64,3
Topic_66,6
Topic_67,3
Topic_68,5
Topic_69,1
Topic_7,3
Topic_70,8
Topic_71,4
Topic_72,2
Topic_73,6
Topic_74,2
Topic_8,2
Topic_9,4
