Topic,Documents
Topic_1,6
Topic_10,8
Topic_11,1
Topic_12,5
Topic_13,6
Topic_14,3
Topic_16,2
Topic_17,5
Topic_18,5
Topic_19,2
Topic_2,3
Topic_20,6
Topic_21,1
Topic_22,4
Topic_23,6
Topic_24,1
Topic_25,2
Topic_26,1
Topic_27,3
Topic_28,3
Topic_29,6
Topic_3,1
Topic_30,3
Topic_31,3
Topic_32,3
Topic_33,4
Topic_34,5
Topic_35,7
Topic_36,1
Topic_37,1
Topic_38,4
Topic_39,5
Topic_4,5
Topic_40,6
Topic_41,7
Topic_42,3
Topic_43,2
Topic_44,8
Topic_45,1
Topic_47,2
Topic_48,2
Topic_49,3
Topic_5,8
Topic_50,4
Topic_51,2
Topic_52,12
Topic_53,2
Topic_54,4
Topic_55,3
Topic_57,1
Topic_58,2
Topic_59,1
Topic_60,1
Topic_61,2
Topic_62,8
Topic_63,5
Topic_64,3
Topic_65,2
Topic_66,3
Topic_67,4
Topic_68,4
Topic_69,6
Topic_7,3
Topic_70,2
Topic_8,1
Topic_9,2
