Topic,Documents
Topic_1,8
Topic_10,4
Topic_11,3
Topic_12,12
Topic_13,6
Topic_14,3
Topic_15,1
Topic_17,4
Topic_18,2
Topic_19,4
Topic_2,4
Topic_20,5
Topic_21,1
Topic_22,3
Topic_23,4
Topic_24,3
Topic_25,2
Topic_26,7
Topic_27,5
Topic_29,5
Topic_3,10
Topic_30,8
Topic_31,4
Topic_32,5
Topic_33,3
Topic_34,4
Topic_35,8
Topic_36,11
Topic_37,4
Topic_38,5
Topic_39,2
Topic_4,5
Topic_40,4
Topic_42,4
Topic_43,2
Topic_44,4
Topic_45,6
Topic_46,2
Topic_47,4
Topic_48,1
Topic_49,10
Topic_5,2
Topic_50,3
Topic_51,8
Topic_52,7
Topic_53,9
Topic_54,1
Topic_6,7
Topic_7,4
Topic_8,1
Topic_9,6
