Topic,Documents
Topic_1,1
Topic_10,1
Topic_11,16
Topic_12,3
Topic_13,1
Topic_14,2
Topic_15,2
Topic_17,2
Topic_18,4
Topic_19,4
Topic_20,1
Topic_21,2
Topic_22,3
Topic_23,3
Topic_24,2
Topic_25,1
Topic_26,8
Topic_28,4
Topic_29,1
Topic_3,2
Topic_30,2
Topic_31,4
Topic_32,2
Topic_33,3
Topic_35,4
Topic_36,5
Topic_37,3
Topic_38,1
Topic_39,3
Topic_4,3
Topic_40,2
Topic_41,5
Topic_42,4
Topic_43,2
Topic_44,1
Topic_45,1
Topic_46,1
Topic_47,3
Topic_48,2
Topic_49,4
Topic_5,1
Topic_50,3
Topic_51,2
Topic_52,2
Topic_53,2
Topic_55,5
Topic_56,2
Topic_58,6
Topic_59,2
Topic_6,5
Topic_60,2
Topic_61,2
Topic_62,3
Topic_63,3
Topic_64,8
Topic_65,2
Topic_66,2
Topic_67,3
Topic_68,1
Topic_69,10
Topic_7,6
Topic_70,1
Topic_71,5
Topic_72,3
Topic_73,3
Topic_74,3
Topic_75,3
Topic_76,2
Topic_77,5
Topic_79,2
Topic_8,2
Topic_81,12
Topic_83,2
Topic_86,2
Topic_87,1
Topic_9,4
